,feature_set,case,num_zero
64,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 0, -1, 0)",0.0
65,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 0, -1, 1)",0.0
66,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 0, 0, -1)",0.0
67,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 0, 0, 0)",0.0
68,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 0, 0, 1)",0.0
69,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 0, 1, -1)",0.0
70,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 0, 1, 0)",0.0
71,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 0, 1, 1)",0.0
72,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 1, -1, -1)",0.0
73,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 1, -1, 0)",0.0
74,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 1, -1, 1)",0.0
75,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 1, 0, -1)",0.0
76,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 1, 0, 0)",0.0
77,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 1, 0, 1)",0.0
78,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 1, 1, -1)",0.0
79,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 1, 1, 0)",0.0
80,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, -1, 1, 1, 1, 1)",0.0
81,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, -1, -1, -1)",0.0
82,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, -1, -1, 0)",0.0
83,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, -1, -1, 1)",0.0
84,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, -1, 0, -1)",0.0
85,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, -1, 0, 0)",0.0
86,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, -1, 0, 1)",0.0
87,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, -1, 1, -1)",0.0
88,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, -1, 1, 0)",0.0
89,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, -1, 1, 1)",0.0
90,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 0, -1, -1)",0.0
91,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 0, -1, 0)",0.0
92,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 0, -1, 1)",0.0
93,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 0, 0, -1)",-10.0
94,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 0, 0, 0)",0.0
95,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 0, 0, 1)",0.0
96,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 0, 1, -1)",0.0
97,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 0, 1, 0)",0.0
98,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 0, 1, 1)",0.0
99,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 1, -1, -1)",0.0
100,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 1, -1, 0)",0.0
101,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 1, -1, 1)",0.0
102,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 1, 0, -1)",0.0
103,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 1, 0, 0)",0.0
104,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 1, 0, 1)",0.0
105,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 1, 1, -1)",0.0
106,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 1, 1, 0)",0.0
107,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, -1, 1, 1, 1)",0.0
108,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, -1, -1, -1)",0.0
109,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, -1, -1, 0)",0.0
110,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, -1, -1, 1)",0.0
111,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, -1, 0, -1)",0.0
112,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, -1, 0, 0)",0.0
113,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, -1, 0, 1)",0.0
114,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, -1, 1, -1)",0.0
115,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, -1, 1, 0)",0.0
116,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, -1, 1, 1)",0.0
117,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 0, -1, -1)",0.0
118,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 0, -1, 0)",0.0
119,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 0, -1, 1)",0.0
120,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 0, 0, -1)",0.0
121,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 0, 0, 0)",0.0
122,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 0, 0, 1)",0.0
123,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 0, 1, -1)",0.0
124,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 0, 1, 0)",0.0
125,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 0, 1, 1)",0.0
126,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 1, -1, -1)",0.0
127,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 1, -1, 0)",0.0
128,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 1, -1, 1)",0.0
129,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 1, 0, -1)",0.0
130,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 1, 0, 0)",0.0
131,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 1, 0, 1)",0.0
132,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 1, 1, -1)",0.0
133,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 1, 1, 0)",0.0
134,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 0, 1, 1, 1)",0.0
135,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, -1, -1, -1)",0.0
136,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, -1, -1, 0)",0.0
137,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, -1, -1, 1)",0.0
138,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, -1, 0, -1)",0.0
139,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, -1, 0, 0)",0.0
140,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, -1, 0, 1)",0.0
141,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, -1, 1, -1)",0.0
142,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, -1, 1, 0)",0.0
143,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, -1, 1, 1)",0.0
144,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 0, -1, -1)",0.0
145,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 0, -1, 0)",0.0
146,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 0, -1, 1)",0.0
147,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 0, 0, -1)",0.0
148,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 0, 0, 0)",0.0
149,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 0, 0, 1)",0.0
150,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 0, 1, -1)",0.0
151,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 0, 1, 0)",0.0
152,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 0, 1, 1)",0.0
153,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 1, -1, -1)",0.0
154,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 1, -1, 0)",0.0
155,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 1, -1, 1)",0.0
156,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 1, 0, -1)",0.0
157,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 1, 0, 0)",0.0
158,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 1, 0, 1)",0.0
159,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 1, 1, -1)",0.0
160,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 1, 1, 0)",0.0
161,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 0, 1, 1, 1, 1)",0.0
162,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, -1, -1, -1)",0.0
163,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, -1, -1, 0)",0.0
164,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, -1, -1, 1)",0.0
165,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, -1, 0, -1)",0.0
166,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, -1, 0, 0)",0.0
167,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, -1, 0, 1)",0.0
168,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, -1, 1, -1)",0.0
169,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, -1, 1, 0)",0.0
170,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, -1, 1, 1)",0.0
171,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 0, -1, -1)",0.0
172,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 0, -1, 0)",0.0
173,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 0, -1, 1)",0.0
174,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 0, 0, -1)",0.0
175,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 0, 0, 0)",0.0
176,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 0, 0, 1)",0.0
177,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 0, 1, -1)",0.0
178,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 0, 1, 0)",0.0
179,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 0, 1, 1)",0.0
180,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 1, -1, -1)",0.0
181,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 1, -1, 0)",0.0
182,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 1, -1, 1)",0.0
183,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 1, 0, -1)",0.0
184,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 1, 0, 0)",0.0
185,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 1, 0, 1)",0.0
186,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 1, 1, -1)",0.0
187,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 1, 1, 0)",0.0
188,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, -1, 1, 1, 1)",0.0
189,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, -1, -1, -1)",0.0
190,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, -1, -1, 0)",0.0
191,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, -1, -1, 1)",0.0
192,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, -1, 0, -1)",0.0
193,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, -1, 0, 0)",0.0
194,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, -1, 0, 1)",0.0
195,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, -1, 1, -1)",0.0
196,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, -1, 1, 0)",0.0
197,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, -1, 1, 1)",0.0
198,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 0, -1, -1)",0.0
199,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 0, -1, 0)",0.0
200,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 0, -1, 1)",0.0
201,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 0, 0, -1)",0.0
202,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 0, 0, 0)",0.0
203,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 0, 0, 1)",0.0
204,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 0, 1, -1)",0.0
205,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 0, 1, 0)",0.0
206,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 0, 1, 1)",0.0
207,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 1, -1, -1)",0.0
208,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 1, -1, 0)",0.0
209,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 1, -1, 1)",0.0
210,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 1, 0, -1)",0.0
211,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 1, 0, 0)",0.0
212,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 1, 0, 1)",0.0
213,Rv0081+Rv0474+Rv2034+Rv2069+Rv2779c+Rv3830c,"(-1, 1, 0, 1, 1, -1)",0.0
