,0
Rv3095+Rv3246c,0.96
Rv0474+Rv3246c,0.945
Rv2009+Rv3246c,0.94
Rv0653c+Rv3246c,0.9383333333333334
Rv2021c+Rv3246c,0.9383333333333334
Rv2009+Rv3066,0.935
Rv0330c+Rv2009,0.935
Rv2009+Rv3830c,0.935
Rv0158+Rv3246c,0.93
Rv0158+Rv1460,0.9283333333333333
Rv3082c+Rv3246c,0.9283333333333333
Rv2009+Rv3164c,0.9266666666666666
Rv2009+Rv2488c,0.9266666666666666
Rv1460+Rv2009,0.9266666666666666
Rv2009+Rv2034,0.9266666666666666
Rv1189+Rv2009,0.9266666666666666
Rv2009+Rv3183,0.9266666666666666
Rv0054+Rv3133c,0.9266666666666666
Rv2009+Rv3082c,0.9266666666666666
Rv2009+Rv3167c,0.9266666666666666
Rv1675c+Rv2009,0.9266666666666666
Rv1674c+Rv2009,0.9233333333333333
Rv0023+Rv3246c,0.9233333333333333
Rv3066+Rv3246c,0.9233333333333333
Rv1556+Rv2009,0.9216666666666666
Rv0891c+Rv2009,0.9216666666666666
Rv0894+Rv2009,0.9216666666666666
Rv2009+Rv3260c,0.9216666666666666
Rv3095+Rv3830c,0.92
Rv0158+Rv3830c,0.9183333333333333
Rv3066+Rv3095,0.9166666666666666
Rv2009+Rv3219,0.9133333333333333
Rv0445c+Rv2009,0.9133333333333333
Rv0653c+Rv2009,0.9133333333333333
Rv2009+Rv2069,0.9133333333333333
Rv1189+Rv3095,0.9116666666666666
Rv3095+Rv3260c,0.9116666666666666
Rv0494+Rv2009,0.91
Rv0330c+Rv3095,0.91
Rv1719+Rv2009,0.91
Rv2009+Rv2250c,0.9083333333333333
Rv1846c+Rv2009,0.9083333333333333
Rv3246c+Rv3416,0.9083333333333333
Rv1460+Rv3246c,0.9066666666666666
Rv2009+Rv3124,0.905
Rv1657+Rv2009,0.905
Rv0078+Rv1460,0.9033333333333333
Rv1460+Rv1657,0.9033333333333333
Rv1460+Rv1773c,0.9033333333333333
Rv0494+Rv1460,0.9033333333333333
Rv0623+Rv1460,0.9033333333333333
Rv1460+Rv3066,0.9033333333333333
Rv1460+Rv2506,0.9033333333333333
Rv1460+Rv1719,0.9033333333333333
Rv1460+Rv3164c,0.9033333333333333
Rv1460+Rv2011c,0.9033333333333333
Rv0602c+Rv1460,0.9033333333333333
Rv1460+Rv3830c,0.9033333333333333
Rv1460+Rv1473A,0.9033333333333333
Rv0880+Rv1460,0.9033333333333333
Rv1460+Rv3862c,0.9033333333333333
Rv1460+Rv3183,0.9033333333333333
Rv1460+Rv2827c,0.9033333333333333
Rv1460+Rv3124,0.9033333333333333
Rv1460+Rv3833,0.9033333333333333
Rv1460+Rv1556,0.9033333333333333
Rv0674+Rv1460,0.9033333333333333
Rv1460+Rv3405c,0.9033333333333333
Rv1460+Rv2017,0.9033333333333333
Rv1186c+Rv1460,0.9033333333333333
Rv1460+Rv2760c,0.9033333333333333
Rv0330c+Rv1460,0.9033333333333333
Rv1460+Rv2250c,0.9033333333333333
Rv1460+Rv1675c,0.9033333333333333
Rv1460+Rv3167c,0.9033333333333333
Rv1189+Rv1460,0.9033333333333333
Rv1460+Rv2488c,0.9033333333333333
Rv1395+Rv1460,0.9033333333333333
Rv0324+Rv1460,0.9033333333333333
Rv1460+Rv3082c,0.9033333333333333
Rv1049+Rv1460,0.9033333333333333
Rv1423+Rv2009,0.9033333333333333
Rv1460+Rv2642,0.9033333333333333
Rv1460+Rv1674c,0.9033333333333333
Rv0767c+Rv1460,0.9033333333333333
Rv1460+Rv3249c,0.9033333333333333
Rv1460+Rv2034,0.9033333333333333
Rv0081+Rv1460,0.9033333333333333
Rv0232+Rv1460,0.9033333333333333
Rv0117+Rv1460,0.9033333333333333
Rv1460+Rv3855,0.9033333333333333
Rv0047c+Rv1460,0.9033333333333333
Rv0067c+Rv1460,0.9033333333333333
Rv1460+Rv2359,0.9033333333333333
Rv1460+Rv1990c,0.9033333333333333
Rv0474+Rv1460,0.9033333333333333
Rv0195+Rv1460,0.9033333333333333
Rv0022c+Rv1460,0.9033333333333333
Rv0445c+Rv1460,0.9033333333333333
Rv1460+Rv3050c,0.9033333333333333
Rv1404+Rv1460,0.9033333333333333
Rv1460+Rv3417c,0.9033333333333333
Rv1332--Rv1828--Rv0981+Rv1460,0.9033333333333333
Rv1379+Rv1460,0.9033333333333333
Rv1460+Rv3676,0.9033333333333333
Rv1460+Rv2595,0.9033333333333333
Rv1423+Rv1460,0.9033333333333333
Rv1460+Rv1956,0.9033333333333333
Rv1460+Rv3291c,0.9033333333333333
Rv1460+Rv3160c,0.9033333333333333
Rv1460+Rv3849,0.9033333333333333
Rv1460+Rv3557c,0.9033333333333333
Rv1460+Rv2745c,0.9033333333333333
Rv1460+Rv3414c,0.9033333333333333
Rv1359+Rv1460,0.9033333333333333
Rv0891c+Rv1460,0.9033333333333333
Rv1460+Rv3597c,0.9033333333333333
Rv1460,0.9033333333333333
Rv0353+Rv1460,0.9033333333333333
Rv1460+Rv1994c,0.9033333333333333
Rv0894+Rv1460,0.9033333333333333
Rv1460+Rv3223c,0.9033333333333333
Rv1460+Rv3260c,0.9033333333333333
Rv0135c+Rv1460,0.9033333333333333
Rv1460+Rv2779c,0.9033333333333333
Rv0238+Rv1460,0.9033333333333333
Rv1176c+Rv1460,0.9033333333333333
Rv1460+Rv2021c,0.9033333333333333
Rv0967+Rv1460,0.9033333333333333
Rv1460+Rv3095,0.9033333333333333
Rv1460+Rv3416,0.9033333333333333
Rv0023+Rv1460,0.9033333333333333
Rv1460+Rv3219,0.9033333333333333
Rv0653c+Rv1460,0.9033333333333333
Rv0042c+Rv1460,0.9033333333333333
Rv1460+Rv3173c,0.9033333333333333
Rv1460+Rv1846c,0.9033333333333333
Rv1460+Rv2069,0.9033333333333333
Rv1219c+Rv1460,0.9033333333333333
Rv1404+Rv2009,0.9016666666666666
Rv2488c+Rv3095,0.9016666666666666
Rv3082c+Rv3095,0.9016666666666666
Rv0238+Rv2009,0.9016666666666666
Rv0135c+Rv2009,0.9016666666666666
Rv2009+Rv3050c,0.9016666666666666
Rv0117+Rv2009,0.9016666666666666
Rv1675c+Rv3095,0.9016666666666666
Rv3095+Rv3167c,0.9016666666666666
Rv3246c+Rv3849,0.9016666666666666
Rv1395+Rv2009,0.9
Rv0022c+Rv2009,0.9
