,0
Rv1927,0.5
Rv1129c,0.5
Rv1131,0.5
Rv3085,0.5
Rv3083,0.5
Rv2642,0.5
Rv3741c,0.5
Rv0841,0.5
Rv3086,0.5
Rv0260c,0.5
Rv3740c,0.5
Rv3126c,0.45666666666666667
Rv2633c,0.8566666666666667
Rv2226,0.5
Rv3315c,0.5
Rv0022c,0.5
Rv1675c,0.5
Rv1537,0.5
Rv3037c,0.5
Rv0034,0.5
Rv1758,0.5
Rv1291c,0.5
Rv0369c,0.5
Rv1128c,0.5
Rv1031,0.5
Rv2637,0.5
Rv3445c,0.5
Rv2922A,0.5
Rv3591c,0.5
Rv1867,0.5
Rv0828c,0.5
Rv3167c,0.5
Rv1931c,0.5
Rv2415c,0.5
Rv1563c,0.5
Rv2316,0.5
Rv1227c,0.5
Rv3546,0.5
Rv0373c,0.5
Rv2073c,0.5
Rv2407,0.5
Rv0621,0.5
Rv0575c,0.5
Rv1482c,0.5
Rv3300c,0.5
Rv3770A,0.5
Rv2319c,0.5
Rv1263,0.5
Rv1413,0.5
Rv1717,0.5
Rv0953c,0.5
Rv1189,0.5
Rv1726,0.5
Rv2488c,0.5
Rv3447c,0.5
Rv1188,0.5
Rv0136,0.5
Rv3054c,0.5
Rv1974,0.5
Rv2341,0.5
Rv1395,0.5
Rv0697,0.5
Rv3469c,0.5
Rv0751c,0.5
Rv1971,0.5
Rv0162c,0.5
Rv3170,0.5
Rv0456c,0.5
Rv2424c,0.5
Rv0737,0.5
Rv1669,0.5
Rv1137c,0.5
Rv1687c,0.5
Rv3618,0.5
Rv1951c,0.5
Rv3906c,0.5
Rv2639c,0.5
Rv1555,0.5
Rv0837c,0.5
Rv0843,0.5
Rv0322,0.5
Rv1939,0.5
Rv1550,0.5
Rv1969,0.5
Rv0194,0.5
Rv2578c,0.5
Rv3639c,0.5
Rv2601,0.5
Rv2598,0.5
Rv3242c,0.5
Rv0807,0.5
Rv2089c,0.5
Rv3449,0.5
Rv0943c,0.5
Rv3513c,0.5
Rv3532,0.5
Rv0261c,0.5
Rv3026c,0.5
Rv0794c,0.5
Rv2481c,0.5
Rv2485c,0.5
Rv0324,0.5
Rv1062,0.5
Rv1112,0.5
Rv2414c,0.5
Rv2898c,0.5
Rv0306,0.5
Rv2892c,0.5
Rv0269c,0.5
Rv0793,0.5
Rv1970,0.5
Rv1551,0.5
Rv1968,0.5
Rv0754,0.5
Rv3195,0.5
Rv3080c,0.5
Rv3573c,0.5
Rv0895,0.5
Rv0376c,0.5
Rv3351c,0.5
Rv0311,0.5
Rv1938,0.5
Rv1965,0.5
Rv3084,0.5
Rv3089,0.5
Rv3087,0.5
Rv3088,0.5
Rv2135c,0.5
Rv1936,0.5
Rv3611,0.5
Rv3082c,0.5
Rv0826,0.5
Rv0329c,0.5
Rv0971c,0.8133333333333334
Rv2826c,0.5
Rv1681,0.5
Rv0470A,0.5
Rv2322c,0.5
Rv1725c,0.5
Rv1518,0.8266666666666667
Rv3504,0.5
Rv0318c,0.5
Rv1542c,0.5
Rv1365c,0.5
Rv2638,0.48833333333333334
Rv2270,0.5
Rv0448c,0.5
Rv3660c,0.5
Rv2269c,0.5
Rv1087A,0.5
Rv1549,0.5
Rv0584,0.5
Rv2505c,0.5
Rv2086,0.5
Rv0264c,0.5
Rv3468c,0.5
Rv1049,0.5
Rv3181c,0.48833333333333334
Rv1358,0.5
Rv1619,0.5
Rv1187,0.8583333333333333
Rv0259c,0.5
Rvnt32,0.5
Rv1808,0.7916666666666666
Rv2486,0.73
Rvnt34,0.5
Rv1583c,0.4683333333333333
Rv1460,0.89
Rv2652c,0.7833333333333333
Rv1028c,0.5
Rv2384,0.895
Rv0622,0.865
Rv0916c,0.47
Rv2340c,0.7583333333333333
Rv0840c,0.7833333333333333
Rv2558,0.895
Rv2160c,0.84
Rv2160A,0.8133333333333334
Rv3371,0.8816666666666667
Rv1652,0.8633333333333333
Rv3471c,0.5
Rv3643,0.5
Rv1966,0.5
Rv1088,0.5
Rv3178,0.5
Rv3162c,0.5
Rv1674c,0.5
Rv3640c,0.5
Rv1370c--Rv1757c--Rv2168c--Rv2480c--Rv2815c--Rv3381c,0.5
Rv3428c,0.5
Rv2667,0.5
Rv0619,0.5
Rv0374c,0.5
Rv3473c,0.5
Rv2805,0.5
Rv2492,0.5
Rv1964,0.5
Rv0975c,0.5
Rv2961,0.5
Rv0488,0.5
Rv2318,0.5
Rv0979c,0.5
Rv2167c,0.5
Rv0795--Rv1763--Rv2105--Rv2278--Rv2354--Rv2648--Rv3184--Rv3186--Rv3325--Rv3474,0.5
Rv2370c,0.5
Rv0699,0.5
Rv2317,0.5
Rv1661,0.5
Rv1834,0.485
Rv1975,0.5
Rv1670,0.5
Rv2063,0.5
Rv0973c,0.5
Rv0252,0.8533333333333334
Rv0972c,0.5
Rv1621c,0.8633333333333333
Rv1620c,0.8
Rv3662c,0.87
Rv0974c,0.5
Rv3444c,0.5
Rv1999c,0.5
Rv1349,0.8483333333333334
Rv2382c,0.9016666666666666
Rv0068,0.7316666666666667
Rv2385,0.8616666666666667
Rv2381c,0.855
Rv0574c,0.8233333333333334
Rv0745,0.5
Rv0779c,0.5
Rv1135A,0.5
Rv1802,0.5
Rv1573,0.5
Rv2191,0.5
Rv1721c,0.48833333333333334
Rv2262c,0.5
Rv3649,0.5
Rv3448--Rv3659c,0.5
Rv0736,0.5
Rv0662c,0.5
Rv2804c,0.5
Rv2622,0.5
Rv1714,0.5
Rv1432,0.5
Rv0630c,0.5
Rv2812,0.5
Rv2529,0.5
Rv3333c,0.5
Rv2264c,0.5
Rv0096,0.5
Rv0976c,0.5
Rv2545,0.5
Rv0601c,0.5
Rv3394c,0.5
Rv1134,0.5
Rv2813,0.5
Rv0160c,0.5
Rv0620,0.5
Rv1035c,0.5
Rv1552,0.5
Rv0915c,0.5
Rv0603,0.5
Rv1040c,0.5
Rv0395,0.5
Rv0689c,0.5
Rv3655c,0.5
Rv1039c,0.5
Rv0767c,0.5
Rv3379c,0.5
Rv2834c,0.5
Rv1226c,0.5
Rv2807,0.5
Rv1662,0.5
Rv1371,0.5
Rvnt20,0.5
Rv2802c,0.5
