,policy,mean,std,count,sigma,impurity,num_dim,stdb,clf
1256,default,0.959160000000012,0.0001814588860522596,1000,0.08,-0.84,2,0.6,SVM
1257,augment,0.9582400000000096,0.0003490332709416429,1000,0.08,-0.84,2,0.6,SVM
1258,average,0.9597200000000122,0.0001055117658497529,1000,0.08,-0.84,2,0.6,SVM
1259,ensemble,0.9594000000000122,0.00015382998298011592,1000,0.08,-0.84,2,0.6,SVM
1260,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.1,-0.84,2,0.6,SVM
1261,default,0.9571200000000096,0.00032712782304874534,1000,0.1,-0.84,2,0.6,SVM
1262,augment,0.9543200000000062,0.0006014144156064903,1000,0.1,-0.84,2,0.6,SVM
1263,average,0.958760000000011,0.0002193410825871656,1000,0.1,-0.84,2,0.6,SVM
1264,ensemble,0.9583600000000108,0.00025094496084475057,1000,0.1,-0.84,2,0.6,SVM
1265,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.3,-0.84,2,0.6,SVM
1266,default,0.9517200000000021,0.0009555913115735028,1000,0.3,-0.84,2,0.6,SVM
1267,augment,0.9576000000000028,0.0009608138025461274,1000,0.3,-0.84,2,0.6,SVM
1268,average,0.9580000000000036,0.0009516857179267237,1000,0.3,-0.84,2,0.6,SVM
1269,ensemble,0.954280000000002,0.000932175171601642,1000,0.3,-0.84,2,0.6,SVM
1270,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.5,-0.84,2,0.6,SVM
1271,default,0.92175999999999,0.0007551640038247758,1000,0.5,-0.84,2,0.6,SVM
1272,augment,0.9225999999999898,0.0007580333862137043,1000,0.5,-0.84,2,0.6,SVM
1273,average,0.9182799999999944,0.001155151927659724,1000,0.5,-0.84,2,0.6,SVM
1274,ensemble,0.9221599999999897,0.0006804391210074541,1000,0.5,-0.84,2,0.6,SVM
1275,plurality,0.9199999999999848,4.847374480100858e-16,1000,1.0,-0.84,2,0.6,SVM
1276,default,0.9122399999999876,0.0008623955740413598,1000,1.0,-0.84,2,0.6,SVM
1277,augment,0.9189199999999856,0.00034021956050372596,1000,1.0,-0.84,2,0.6,SVM
1278,average,0.8918399999999924,0.0016695513774070555,1000,1.0,-0.84,2,0.6,SVM
1279,ensemble,0.9179999999999859,0.0004263587477486349,1000,1.0,-0.84,2,0.6,SVM
1280,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.76,2,0.6,SVM
1281,default,1.0,0.0,1000,0.0,-0.76,2,0.6,SVM
1282,augment,1.0,0.0,1000,0.0,-0.76,2,0.6,SVM
1283,average,1.0,0.0,1000,0.0,-0.76,2,0.6,SVM
1284,ensemble,1.0,0.0,1000,0.0,-0.76,2,0.6,SVM
1285,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.025,-0.76,2,0.6,SVM
1286,default,0.9199999999999848,4.847374480100858e-16,1000,0.025,-0.76,2,0.6,SVM
1287,augment,0.9497600000000008,0.0008048541421836593,1000,0.025,-0.76,2,0.6,SVM
1288,average,0.9199999999999848,4.847374480100858e-16,1000,0.025,-0.76,2,0.6,SVM
1289,ensemble,0.9199999999999848,4.847374480100858e-16,1000,0.025,-0.76,2,0.6,SVM
1290,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.05,-0.76,2,0.6,SVM
1291,default,0.9998400000000002,7.987978956394916e-05,1000,0.05,-0.76,2,0.6,SVM
1292,augment,1.0,0.0,1000,0.05,-0.76,2,0.6,SVM
1293,average,0.99988,6.921264617387758e-05,1000,0.05,-0.76,2,0.6,SVM
1294,ensemble,0.9998400000000002,7.987978956394916e-05,1000,0.05,-0.76,2,0.6,SVM
1295,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.08,-0.76,2,0.6,SVM
1296,default,0.9719200000000084,0.0006163550060585956,1000,0.08,-0.76,2,0.6,SVM
1297,augment,0.9941200000000016,0.0004622112495810146,1000,0.08,-0.76,2,0.6,SVM
1298,average,0.9711600000000088,0.0005978392859387952,1000,0.08,-0.76,2,0.6,SVM
1299,ensemble,0.9714400000000089,0.0006019042188659982,1000,0.08,-0.76,2,0.6,SVM
1300,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.1,-0.76,2,0.6,SVM
1301,default,0.9686400000000056,0.000769117638558589,1000,0.1,-0.76,2,0.6,SVM
1302,augment,0.9737600000000044,0.0008119862817324701,1000,0.1,-0.76,2,0.6,SVM
1303,average,0.9705200000000064,0.0007591481449005191,1000,0.1,-0.76,2,0.6,SVM
1304,ensemble,0.9690000000000062,0.0007383394511639907,1000,0.1,-0.76,2,0.6,SVM
1305,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.3,-0.76,2,0.6,SVM
1306,default,0.8986799999999949,0.0011823940356986149,1000,0.3,-0.76,2,0.6,SVM
1307,augment,0.9051199999999958,0.001271614172067372,1000,0.3,-0.76,2,0.6,SVM
1308,average,0.9074399999999958,0.001405497001712141,1000,0.3,-0.76,2,0.6,SVM
1309,ensemble,0.902439999999994,0.0011447955961467373,1000,0.3,-0.76,2,0.6,SVM
1310,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.5,-0.76,2,0.6,SVM
1311,default,0.8811599999999961,0.0011391013791370664,1000,0.5,-0.76,2,0.6,SVM
1312,augment,0.8864399999999951,0.0010805989515514506,1000,0.5,-0.76,2,0.6,SVM
1313,average,0.8785199999999965,0.0016595673423406984,1000,0.5,-0.76,2,0.6,SVM
1314,ensemble,0.8857999999999958,0.0010327761745057005,1000,0.5,-0.76,2,0.6,SVM
1315,plurality,0.8799999999999959,1.2996583750995055e-16,1000,1.0,-0.76,2,0.6,SVM
1316,default,0.8678799999999963,0.0012523074198749502,1000,1.0,-0.76,2,0.6,SVM
1317,augment,0.8791199999999965,0.000606294642227026,1000,1.0,-0.76,2,0.6,SVM
1318,average,0.8410399999999962,0.0020246030271185047,1000,1.0,-0.76,2,0.6,SVM
1319,ensemble,0.8773999999999962,0.0007643456183064148,1000,1.0,-0.76,2,0.6,SVM
1320,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.0,-0.68,2,0.6,SVM
1321,default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,2,0.6,SVM
1322,augment,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,2,0.6,SVM
1323,average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,2,0.6,SVM
1324,ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,2,0.6,SVM
1325,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.025,-0.68,2,0.6,SVM
1326,default,0.9244399999999898,0.000578118171847784,1000,0.025,-0.68,2,0.6,SVM
1327,augment,0.9785600000000052,0.0006939798325657602,1000,0.025,-0.68,2,0.6,SVM
1328,average,0.924159999999989,0.0005386878359352311,1000,0.025,-0.68,2,0.6,SVM
1329,ensemble,0.9233199999999891,0.000534100049487792,1000,0.025,-0.68,2,0.6,SVM
1330,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.05,-0.68,2,0.6,SVM
1331,default,0.9997600000000002,9.773408797319304e-05,1000,0.05,-0.68,2,0.6,SVM
1332,augment,0.99964,0.00011951855372570493,1000,0.05,-0.68,2,0.6,SVM
1333,average,0.99972,0.0001055117658497532,1000,0.05,-0.68,2,0.6,SVM
1334,ensemble,0.9996799999999999,0.00011274001202018072,1000,0.05,-0.68,2,0.6,SVM
1335,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.08,-0.68,2,0.6,SVM
1336,default,0.975720000000004,0.0008167917413568457,1000,0.08,-0.68,2,0.6,SVM
1337,augment,0.9789600000000032,0.0007957082075431582,1000,0.08,-0.68,2,0.6,SVM
1338,average,0.976040000000004,0.0008005993750680577,1000,0.08,-0.68,2,0.6,SVM
1339,ensemble,0.976000000000004,0.0008004003002502197,1000,0.08,-0.68,2,0.6,SVM
1340,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.1,-0.68,2,0.6,SVM
1341,default,0.9740800000000036,0.0008024946090769736,1000,0.1,-0.68,2,0.6,SVM
1342,augment,0.9841600000000033,0.0007149864373578064,1000,0.1,-0.68,2,0.6,SVM
1343,average,0.975400000000004,0.000770606147025724,1000,0.1,-0.68,2,0.6,SVM
1344,ensemble,0.9742800000000036,0.000799950949447228,1000,0.1,-0.68,2,0.6,SVM
1345,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.3,-0.68,2,0.6,SVM
1346,default,0.8844399999999969,0.001588083249835606,1000,0.3,-0.68,2,0.6,SVM
1347,augment,0.8939999999999962,0.0016065431774406095,1000,0.3,-0.68,2,0.6,SVM
1348,average,0.8943199999999962,0.0016528973560598645,1000,0.3,-0.68,2,0.6,SVM
1349,ensemble,0.8905199999999964,0.0015642814889196208,1000,0.3,-0.68,2,0.6,SVM
1350,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.5,-0.68,2,0.6,SVM
1351,default,0.867839999999996,0.0015945773976439946,1000,0.5,-0.68,2,0.6,SVM
1352,augment,0.8749199999999947,0.0015780633332930258,1000,0.5,-0.68,2,0.6,SVM
1353,average,0.8657999999999952,0.0019486809275398086,1000,0.5,-0.68,2,0.6,SVM
1354,ensemble,0.8735999999999953,0.0015788390458601992,1000,0.5,-0.68,2,0.6,SVM
1355,plurality,0.8400000000000056,1.7914210035155348e-16,1000,1.0,-0.68,2,0.6,SVM
1356,default,0.8301600000000008,0.0013685932366658314,1000,1.0,-0.68,2,0.6,SVM
1357,augment,0.8399200000000022,0.0007842248456970731,1000,1.0,-0.68,2,0.6,SVM
1358,average,0.7995999999999964,0.0021956002961970645,1000,1.0,-0.68,2,0.6,SVM
1359,ensemble,0.8375200000000015,0.000986926351671499,1000,1.0,-0.68,2,0.6,SVM
1360,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.0,-0.6,2,0.6,SVM
1361,default,1.0,0.0,1000,0.0,-0.6,2,0.6,SVM
1362,augment,1.0,0.0,1000,0.0,-0.6,2,0.6,SVM
1363,average,1.0,0.0,1000,0.0,-0.6,2,0.6,SVM
1364,ensemble,1.0,0.0,1000,0.0,-0.6,2,0.6,SVM
1365,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.025,-0.6,2,0.6,SVM
1366,default,0.9996799999999999,0.00011274001202018066,1000,0.025,-0.6,2,0.6,SVM
1367,augment,0.9950000000000018,0.00041853933527826544,1000,0.025,-0.6,2,0.6,SVM
1368,average,0.99976,9.773408797319388e-05,1000,0.025,-0.6,2,0.6,SVM
1369,ensemble,0.99972,0.00010551176584975212,1000,0.025,-0.6,2,0.6,SVM
1370,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.05,-0.6,2,0.6,SVM
1371,default,0.9725600000000056,0.0007544637934424832,1000,0.05,-0.6,2,0.6,SVM
1372,augment,0.9708400000000073,0.0006643310437844552,1000,0.05,-0.6,2,0.6,SVM
1373,average,0.9728000000000055,0.0007567910760128805,1000,0.05,-0.6,2,0.6,SVM
1374,ensemble,0.9728800000000056,0.0007533080864248521,1000,0.05,-0.6,2,0.6,SVM
1375,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.08,-0.6,2,0.6,SVM
1376,default,0.9764000000000044,0.0008374612476654285,1000,0.08,-0.6,2,0.6,SVM
1377,augment,0.9857600000000036,0.0006969276204227508,1000,0.08,-0.6,2,0.6,SVM
1378,average,0.9779600000000038,0.0008176227167263062,1000,0.08,-0.6,2,0.6,SVM
1379,ensemble,0.977600000000004,0.0008166436841774456,1000,0.08,-0.6,2,0.6,SVM
1380,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.1,-0.6,2,0.6,SVM
1381,default,0.9680800000000024,0.0009480571778180912,1000,0.1,-0.6,2,0.6,SVM
1382,augment,0.9731200000000028,0.000891661741166828,1000,0.1,-0.6,2,0.6,SVM
1383,average,0.972840000000003,0.0009072803081504428,1000,0.1,-0.6,2,0.6,SVM
1384,ensemble,0.9709600000000036,0.0009203942228879543,1000,0.1,-0.6,2,0.6,SVM
1385,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.3,-0.6,2,0.6,SVM
1386,default,0.8894399999999961,0.0016961613612399516,1000,0.3,-0.6,2,0.6,SVM
1387,augment,0.8937199999999961,0.0016507230193119832,1000,0.3,-0.6,2,0.6,SVM
1388,average,0.8943199999999972,0.001696884503145998,1000,0.3,-0.6,2,0.6,SVM
1389,ensemble,0.8928399999999963,0.0016087642843258668,1000,0.3,-0.6,2,0.6,SVM
1390,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.5,-0.6,2,0.6,SVM
1391,default,0.8303599999999952,0.0016983388221302525,1000,0.5,-0.6,2,0.6,SVM
1392,augment,0.8390799999999967,0.0016628646122636482,1000,0.5,-0.6,2,0.6,SVM
1393,average,0.8252399999999954,0.002013304695220216,1000,0.5,-0.6,2,0.6,SVM
1394,ensemble,0.8379199999999969,0.0016555405203178865,1000,0.5,-0.6,2,0.6,SVM
1395,plurality,0.7999999999999887,3.582842007031069e-16,1000,1.0,-0.6,2,0.6,SVM
1396,default,0.7987599999999955,0.0017807957866172262,1000,1.0,-0.6,2,0.6,SVM
1397,augment,0.8092799999999942,0.0015028440172353687,1000,1.0,-0.6,2,0.6,SVM
1398,average,0.7776799999999979,0.00241471498285998,1000,1.0,-0.6,2,0.6,SVM
1399,ensemble,0.8075999999999951,0.001578585421170466,1000,1.0,-0.6,2,0.6,SVM
1400,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.0,-0.52,2,0.6,SVM
1401,default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.52,2,0.6,SVM
1402,augment,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.52,2,0.6,SVM
1403,average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.52,2,0.6,SVM
1404,ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.52,2,0.6,SVM
1405,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.025,-0.52,2,0.6,SVM
1406,default,0.9920400000000024,0.0005449177326306558,1000,0.025,-0.52,2,0.6,SVM
1407,augment,0.9954400000000015,0.00041782888959594636,1000,0.025,-0.52,2,0.6,SVM
1408,average,0.9920400000000024,0.0005269877760594786,1000,0.025,-0.52,2,0.6,SVM
1409,ensemble,0.9923600000000021,0.0005225930572668411,1000,0.025,-0.52,2,0.6,SVM
1410,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.05,-0.52,2,0.6,SVM
1411,default,0.9793200000000054,0.0006596762636117539,1000,0.05,-0.52,2,0.6,SVM
1412,augment,0.9748400000000068,0.000629420821526084,1000,0.05,-0.52,2,0.6,SVM
1413,average,0.9793200000000054,0.0006572439193857646,1000,0.05,-0.52,2,0.6,SVM
1414,ensemble,0.9795200000000052,0.0006574205669142134,1000,0.05,-0.52,2,0.6,SVM
1415,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.08,-0.52,2,0.6,SVM
1416,default,0.9946000000000011,0.0004576564753714787,1000,0.08,-0.52,2,0.6,SVM
1417,augment,0.9959600000000014,0.0003937428519140807,1000,0.08,-0.52,2,0.6,SVM
1418,average,0.9960400000000014,0.0003904751859860869,1000,0.08,-0.52,2,0.6,SVM
1419,ensemble,0.9952000000000016,0.00044131027039346455,1000,0.08,-0.52,2,0.6,SVM
1420,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.1,-0.52,2,0.6,SVM
1421,default,0.9884000000000028,0.0006426920359340518,1000,0.1,-0.52,2,0.6,SVM
1422,augment,0.9902800000000028,0.0005853753191451306,1000,0.1,-0.52,2,0.6,SVM
1423,average,0.9898800000000024,0.0006056008193128173,1000,0.1,-0.52,2,0.6,SVM
1424,ensemble,0.9903200000000024,0.0005928313833199531,1000,0.1,-0.52,2,0.6,SVM
1425,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.3,-0.52,2,0.6,SVM
1426,default,0.8952799999999961,0.0017581845218329168,1000,0.3,-0.52,2,0.6,SVM
1427,augment,0.9012799999999964,0.0017712987040866609,1000,0.3,-0.52,2,0.6,SVM
1428,average,0.902079999999997,0.0017876434961337476,1000,0.3,-0.52,2,0.6,SVM
1429,ensemble,0.8999199999999972,0.0017241131535274009,1000,0.3,-0.52,2,0.6,SVM
1430,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.5,-0.52,2,0.6,SVM
1431,default,0.8413999999999957,0.001901593031133641,1000,0.5,-0.52,2,0.6,SVM
1432,augment,0.8513199999999969,0.0018413169330802445,1000,0.5,-0.52,2,0.6,SVM
1433,average,0.8467999999999964,0.001948732294995281,1000,0.5,-0.52,2,0.6,SVM
1434,ensemble,0.8486799999999971,0.0018400117508437805,1000,0.5,-0.52,2,0.6,SVM
1435,plurality,0.7599999999999928,2.2831836319315643e-16,1000,1.0,-0.52,2,0.6,SVM
1436,default,0.7556799999999972,0.0018652658836790011,1000,1.0,-0.52,2,0.6,SVM
1437,augment,0.7665999999999968,0.0014994293208712007,1000,1.0,-0.52,2,0.6,SVM
1438,average,0.7399199999999987,0.0025830729501633933,1000,1.0,-0.52,2,0.6,SVM
1439,ensemble,0.7624799999999978,0.0016646382852201244,1000,1.0,-0.52,2,0.6,SVM
1440,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.0,0.0,5,0.6,SVM
1441,default,1.0,0.0,1000,0.0,0.0,5,0.6,SVM
1442,augment,1.0,0.0,1000,0.0,0.0,5,0.6,SVM
1443,average,1.0,0.0,1000,0.0,0.0,5,0.6,SVM
1444,ensemble,1.0,0.0,1000,0.0,0.0,5,0.6,SVM
1445,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.025,0.0,5,0.6,SVM
1446,default,0.9755200000000066,0.0006520389211962397,1000,0.025,0.0,5,0.6,SVM
1447,augment,0.99964,0.00011951855372570471,1000,0.025,0.0,5,0.6,SVM
1448,average,0.9758000000000064,0.0006489847310847832,1000,0.025,0.0,5,0.6,SVM
1449,ensemble,0.9755600000000064,0.0006498528361934825,1000,0.025,0.0,5,0.6,SVM
1450,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.05,0.0,5,0.6,SVM
1451,default,0.9961600000000012,0.0003896231592272315,1000,0.05,0.0,5,0.6,SVM
1452,augment,0.9990400000000002,0.0002017897894322683,1000,0.05,0.0,5,0.6,SVM
1453,average,0.9974000000000006,0.0003170812838067542,1000,0.05,0.0,5,0.6,SVM
1454,ensemble,0.9970400000000008,0.0003408145456909856,1000,0.05,0.0,5,0.6,SVM
1455,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.08,0.0,5,0.6,SVM
1456,default,0.9289599999999985,0.0011261379074458885,1000,0.08,0.0,5,0.6,SVM
1457,augment,0.9401999999999991,0.0010171502320673136,1000,0.08,0.0,5,0.6,SVM
1458,average,0.9329599999999983,0.0010626229658573943,1000,0.08,0.0,5,0.6,SVM
1459,ensemble,0.9326399999999979,0.0010813879044079425,1000,0.08,0.0,5,0.6,SVM
1460,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.1,0.0,5,0.6,SVM
1461,default,0.9865600000000035,0.0006804626583652007,1000,0.1,0.0,5,0.6,SVM
1462,augment,0.9912800000000022,0.0005694610486116548,1000,0.1,0.0,5,0.6,SVM
1463,average,0.9897600000000032,0.0006180002623982664,1000,0.1,0.0,5,0.6,SVM
1464,ensemble,0.9891200000000032,0.0006277098211909898,1000,0.1,0.0,5,0.6,SVM
1465,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.3,0.0,5,0.6,SVM
1466,default,0.8570799999999972,0.001982777094129586,1000,0.3,0.0,5,0.6,SVM
1467,augment,0.8727599999999963,0.0017790861551784274,1000,0.3,0.0,5,0.6,SVM
1468,average,0.8714399999999969,0.0018129570356776774,1000,0.3,0.0,5,0.6,SVM
1469,ensemble,0.8698399999999966,0.001828474150136582,1000,0.3,0.0,5,0.6,SVM
1470,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.5,0.0,5,0.6,SVM
1471,default,0.8381999999999963,0.0021458249147040245,1000,0.5,0.0,5,0.6,SVM
1472,augment,0.8597199999999966,0.0020113595320496998,1000,0.5,0.0,5,0.6,SVM
1473,average,0.8538799999999969,0.002009224373379572,1000,0.5,0.0,5,0.6,SVM
1474,ensemble,0.8564799999999962,0.0020320774933399875,1000,0.5,0.0,5,0.6,SVM
1475,plurality,0.5199999999999929,2.2480577299018473e-16,1000,1.0,0.0,5,0.6,SVM
1476,default,0.6298399999999988,0.003128603931878014,1000,1.0,0.0,5,0.6,SVM
1477,augment,0.6659199999999991,0.002925596129460236,1000,1.0,0.0,5,0.6,SVM
1478,average,0.6639999999999979,0.002889766556445477,1000,1.0,0.0,5,0.6,SVM
1479,ensemble,0.6554399999999994,0.002990275597356901,1000,1.0,0.0,5,0.6,SVM
1480,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.0,-0.84,5,0.6,SVM
1481,default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.84,5,0.6,SVM
1482,augment,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.84,5,0.6,SVM
1483,average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.84,5,0.6,SVM
1484,ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.84,5,0.6,SVM
1485,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.025,-0.84,5,0.6,SVM
1486,default,1.0,0.0,1000,0.025,-0.84,5,0.6,SVM
1487,augment,1.0,0.0,1000,0.025,-0.84,5,0.6,SVM
1488,average,1.0,0.0,1000,0.025,-0.84,5,0.6,SVM
1489,ensemble,1.0,0.0,1000,0.025,-0.84,5,0.6,SVM
1490,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.05,-0.84,5,0.6,SVM
1491,default,1.0,0.0,1000,0.05,-0.84,5,0.6,SVM
1492,augment,1.0,0.0,1000,0.05,-0.84,5,0.6,SVM
1493,average,1.0,0.0,1000,0.05,-0.84,5,0.6,SVM
1494,ensemble,1.0,0.0,1000,0.05,-0.84,5,0.6,SVM
1495,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.08,-0.84,5,0.6,SVM
1496,default,0.9673200000000072,0.0007153525909153617,1000,0.08,-0.84,5,0.6,SVM
1497,augment,0.9958400000000011,0.00039452509432233587,1000,0.08,-0.84,5,0.6,SVM
1498,average,0.9702400000000064,0.0007005949137934329,1000,0.08,-0.84,5,0.6,SVM
1499,ensemble,0.9675600000000072,0.0006900163204754858,1000,0.08,-0.84,5,0.6,SVM
1500,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.1,-0.84,5,0.6,SVM
1501,default,0.9887600000000027,0.0005990168789117862,1000,0.1,-0.84,5,0.6,SVM
1502,augment,0.9985600000000004,0.00024245656350197192,1000,0.1,-0.84,5,0.6,SVM
1503,average,0.992720000000002,0.0004980458308726731,1000,0.1,-0.84,5,0.6,SVM
1504,ensemble,0.9910000000000024,0.000555074867119842,1000,0.1,-0.84,5,0.6,SVM
1505,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.3,-0.84,5,0.6,SVM
1506,default,0.9554,0.0010326210855421704,1000,0.3,-0.84,5,0.6,SVM
1507,augment,0.9669600000000024,0.0010294747292761614,1000,0.3,-0.84,5,0.6,SVM
1508,average,0.9673200000000024,0.0009944881128533462,1000,0.3,-0.84,5,0.6,SVM
1509,ensemble,0.9607200000000022,0.0009849120019837622,1000,0.3,-0.84,5,0.6,SVM
1510,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.5,-0.84,5,0.6,SVM
1511,default,0.9298799999999968,0.0012967911425003154,1000,0.5,-0.84,5,0.6,SVM
1512,augment,0.942919999999999,0.0011727100446610194,1000,0.5,-0.84,5,0.6,SVM
1513,average,0.9354799999999996,0.001400832585262049,1000,0.5,-0.84,5,0.6,SVM
1514,ensemble,0.9416799999999994,0.001126430844058545,1000,0.5,-0.84,5,0.6,SVM
1515,plurality,0.9199999999999848,4.847374480100858e-16,1000,1.0,-0.84,5,0.6,SVM
1516,default,0.8834799999999932,0.001764256841336375,1000,1.0,-0.84,5,0.6,SVM
1517,augment,0.9157199999999882,0.0007018362873022287,1000,1.0,-0.84,5,0.6,SVM
1518,average,0.8474799999999968,0.002303857060964809,1000,1.0,-0.84,5,0.6,SVM
1519,ensemble,0.9070399999999904,0.0010996579684827694,1000,1.0,-0.84,5,0.6,SVM
1520,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.76,5,0.6,SVM
1521,default,1.0,0.0,1000,0.0,-0.76,5,0.6,SVM
1522,augment,1.0,0.0,1000,0.0,-0.76,5,0.6,SVM
1523,average,1.0,0.0,1000,0.0,-0.76,5,0.6,SVM
1524,ensemble,1.0,0.0,1000,0.0,-0.76,5,0.6,SVM
1525,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.025,-0.76,5,0.6,SVM
1526,default,0.9707600000000094,0.0005611927809027271,1000,0.025,-0.76,5,0.6,SVM
1527,augment,1.0,0.0,1000,0.025,-0.76,5,0.6,SVM
1528,average,0.9704400000000092,0.0005558015071186092,1000,0.025,-0.76,5,0.6,SVM
1529,ensemble,0.9703200000000096,0.0005537185243462688,1000,0.025,-0.76,5,0.6,SVM
1530,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.05,-0.76,5,0.6,SVM
1531,default,1.0,0.0,1000,0.05,-0.76,5,0.6,SVM
1532,augment,1.0,0.0,1000,0.05,-0.76,5,0.6,SVM
1533,average,1.0,0.0,1000,0.05,-0.76,5,0.6,SVM
1534,ensemble,1.0,0.0,1000,0.05,-0.76,5,0.6,SVM
1535,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.08,-0.76,5,0.6,SVM
1536,default,0.9867600000000036,0.0006617706100608731,1000,0.08,-0.76,5,0.6,SVM
1537,augment,0.9937600000000021,0.00046955604871291417,1000,0.08,-0.76,5,0.6,SVM
1538,average,0.9915200000000028,0.000547347411786325,1000,0.08,-0.76,5,0.6,SVM
1539,ensemble,0.9902000000000032,0.0005922083338747567,1000,0.08,-0.76,5,0.6,SVM
1540,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.1,-0.76,5,0.6,SVM
1541,default,0.9964400000000012,0.0003647731616490673,1000,0.1,-0.76,5,0.6,SVM
1542,augment,0.99892,0.00020512356197101335,1000,0.1,-0.76,5,0.6,SVM
1543,average,0.9980400000000004,0.0002731904702456387,1000,0.1,-0.76,5,0.6,SVM
1544,ensemble,0.9974400000000004,0.0003148738565609213,1000,0.1,-0.76,5,0.6,SVM
1545,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.3,-0.76,5,0.6,SVM
1546,default,0.9022399999999948,0.0013458059271654322,1000,0.3,-0.76,5,0.6,SVM
1547,augment,0.9133999999999954,0.0013617247498280676,1000,0.3,-0.76,5,0.6,SVM
1548,average,0.913719999999996,0.0013980400981789113,1000,0.3,-0.76,5,0.6,SVM
1549,ensemble,0.9105599999999948,0.0012644703576143205,1000,0.3,-0.76,5,0.6,SVM
1550,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.5,-0.76,5,0.6,SVM
1551,default,0.9043599999999968,0.0016578718101647556,1000,0.5,-0.76,5,0.6,SVM
1552,augment,0.9223599999999968,0.0014191703366560572,1000,0.5,-0.76,5,0.6,SVM
1553,average,0.9105999999999967,0.0016673392036475427,1000,0.5,-0.76,5,0.6,SVM
1554,ensemble,0.919279999999997,0.0014282582124817366,1000,0.5,-0.76,5,0.6,SVM
1555,plurality,0.8799999999999959,1.2996583750995055e-16,1000,1.0,-0.76,5,0.6,SVM
1556,default,0.8408799999999959,0.002110658778789336,1000,1.0,-0.76,5,0.6,SVM
1557,augment,0.8750399999999959,0.0011713113891576325,1000,1.0,-0.76,5,0.6,SVM
1558,average,0.8101199999999976,0.002542134545622643,1000,1.0,-0.76,5,0.6,SVM
