index,Rv0353,Rv2642,Rv0767c,Rv3219,Rv0691c,Rv2017,Rv0067c,Rv0022c,Rv0445c,Rv2788,Rv1846c,Rv3597c,Rv2250c,Rv1674c,Rv2640c,Rv3050c,Rv2034,Rv3223c,Rv3849,Rv1776c,Rv2021c,Rv3557c,Rv0681,Rv2069,Rv0894,Rv3855,Rv0602c,Rv3249c,Rv1473A,Rv2324,Rv0212c,Rv1675c,Rv1773c,Rv1353c,Rv0623,Rv1460,Rv2779c,Rv1033c,Rv1287,Rv3246c,Rv3066,Rv0135c,Rv0891c,Rv3681c,Rv2488c,Rv3830c,Rv1994c,Rv3291c,Rv2760c,Rv3736,Rv0042c,Rv3095,Rv0735,Rv3133c,Rv0043c,Rv1219c,Rv0880,Rv1816,Rv1255c,Rv2009,Rv3765c,Rv0967,Rv1556,Rv1359,Rv1395,Rv1828,Rv2595,Rv0474,Rv2610c,Rv3911,Rv1176c,Rv3183,Rv3260c,Rv0339c,Rv3488,Rv0653c,Rv0827c,Rv0195,Rv3414c,Rv2745c,Rv1423,Rv0494,Rv1019,Rv3833,Rv2912c,Rv0238,Rv2011c,Rv2359,Rv3058c,Rv1186c,Rv2282c,Rv1379,Rv3416,Rv0678,Rv2374c,Rv0273c,Rv1189,Rv0674,Rv1657,Rv0232,Rv2506,Rv0078,Rv3167c,Rv0158,Rv3173c,Rv0023,Rv0047c,Rv2827c,Rv3082c,Rv0818,Rv1332,Rv0054,Rv0757,Rv3160c,Rv1404,Rv3862c,Rv0302,Rv1990c,Rv0981,Rv3744,Rv0117,Rv3417c,Rv1719,Rv0324,Rv0465c,Rv3164c,Rv0275c,Rv0348,Rv1167c,Rv3124,Rv3574,Rv0330c,Rv3676,Rv1956,Rv1049,Rv0472c,Rv0576,Rv0081,Rv2887,Rv3286c,Rv2989,Rv1985c,Rv3405c
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,0,-1,0,0,1,0,-1,0,0,0,-1,-1,0,-1,0,0,0,-1,0,-1,-1,0,0
