feature1,Rv0096,Rv0124,Rv0160c,Rv0193c,Rv0278c,Rv0325,Rv0358,Rv0388c,Rv0395,Rv0396,Rv0417,Rv0453,Rv0467,Rv0516c,Rv0532,Rv0573c,Rv0592,Rv0601c,Rv0602c,Rv0603,Rv0620,Rv0630c,Rv0649,Rv0650,Rv0661c,Rv0689c,Rv0746,Rv0767c,Rv0832,Rv0915c,Rv0976c,Rv0977,Rv1004c,Rv1034c,Rv1035c,Rv1040c,Rv1050,Rv1087,Rv1134,Rv1135c,Rv1221,Rv1226c,Rv1325c,Rv1450c,Rv1452c,Rv1537,Rv1552,Rv1563c,Rv1569,Rv1662,Rv1759c,Rv1801,Rv1803c,Rv1871c--Rv1872c,Rv2039c,Rv2098c,Rv2236c,Rv2249c,Rv2264c,Rv2309A,Rv2331,Rv2371,Rv2487c,Rv2490c,Rv2491,Rv2529,Rv2654c,Rv2667,Rv2739c,Rv2807,Rv2812,Rv2813,Rv2833c,Rv2930,Rv2943,Rv2974c,Rv3018A,Rv3022A,Rv3111,Rv3166c,Rv3293,Rv3296,Rv3312A,Rv3315c,Rv3333c,Rv3344c,Rv3345c,Rv3350c,Rv3388,Rv3394c,Rv3446c,Rv3467,Rv3511,Rv3561,Rv3590c,Rv3655c,Rv3656c,Rv3658c,Rv3903c,Rvnt05
Rv0417,-0.00666666666666671,-0.016666666666666663,-0.007500000000000007,-0.016666666666666663,-0.016666666666666663,0.0,-0.003333333333333355,-0.016666666666666663,-0.010833333333333361,0.0,0.0,-0.0050000000000000044,-0.016666666666666663,-0.018333333333333368,0.0,-0.003333333333333355,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,-0.016666666666666663,-0.01583333333333331,0.0,-0.00833333333333336,0.0,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0,0.0,-0.014999999999999958,-0.00833333333333336,-0.003333333333333355,0.0,0.0,-0.016666666666666663,0.0,0.0,0.0,-0.0058333333333333015,-0.006666666666666654,0.0,-0.00833333333333336,0.0,-0.0050000000000000044,-0.007500000000000007,-0.0033333333333332993,-0.00666666666666671,0.0,-0.003333333333333355,0.0,-0.0033333333333332993,-0.0050000000000000044,0.0,0.0,-0.003333333333333355,0.0,-0.0025000000000000022,-0.016666666666666663,-0.004166666666666652,-0.0033333333333332993,0.0,-0.016666666666666663,-0.017500000000000016,0.0,0.0,0.0,-0.0050000000000000044,0.0,0.0008333333333332971,0.0,-0.0050000000000000044,-0.003333333333333355,-0.016666666666666663,-0.0025000000000000022,0.0,0.0,0.0,0.0,-0.0025000000000000022,-0.003333333333333355,-0.015833333333333366,-0.01583333333333331,0.0,0.0,-0.0050000000000000044,-0.003333333333333355,-0.0050000000000000044,0.0,0.0,0.0,-0.00833333333333336,-0.003333333333333355,0.0,0.0,-0.016666666666666663
Rv0453,-0.007500000000000007,-0.016666666666666663,-0.0025000000000000022,-0.01583333333333331,-0.016666666666666663,0.0,-0.0050000000000000044,-0.016666666666666663,-0.005833333333333357,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.016666666666666663,-0.018333333333333368,0.0,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0,-0.016666666666666663,0.0,-0.0008333333333332971,-0.003333333333333355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044,0.0,-0.003333333333333355,0.0,0.0,0.0,-0.016666666666666663,0.0,-0.0050000000000000044,0.0,-0.010833333333333306,-0.016666666666666663,-0.0033333333333332993,-0.003333333333333355,-0.0033333333333332993,0.0,-0.0025000000000000022,-0.009166666666666656,-0.0025000000000000022,0.0,0.0,-0.004166666666666652,-0.01583333333333331,0.0,0.0,0.0,-0.0050000000000000044,0.0,-0.0050000000000000044,-0.016666666666666663,-0.009166666666666656,-0.008333333333333304,0.0,-0.015000000000000013,-0.012500000000000011,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0025000000000000022,0.0,0.0,-0.016666666666666663,-0.016666666666666663,-0.007500000000000007,-0.0050000000000000044,0.0,-0.0050000000000000044,-0.010000000000000009,-0.02083333333333337,-0.0050000000000000044,0.0,-0.01583333333333331,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044,0.0,-0.003333333333333355,-0.0050000000000000044,0.0,-0.0050000000000000044,-0.016666666666666663
Rv0467,-0.0016666666666666496,-0.0016666666666666496,-0.016666666666666663,-0.0025000000000000022,-0.0016666666666666496,0.0,-0.016666666666666663,-0.0016666666666666496,0.0,0.0,-0.016666666666666663,-0.016666666666666663,0.0,-0.0008333333333333526,-0.019166666666666665,-0.016666666666666663,-0.016666666666666663,-0.021666666666666667,-0.016666666666666663,-0.018333333333333313,-0.029166666666666674,-0.016666666666666663,-0.0016666666666666496,-0.018333333333333313,0.0,-0.016666666666666663,0.0,0.0,-0.016666666666666663,-0.018333333333333313,-0.016666666666666663,-0.019166666666666665,-0.018333333333333313,-0.016666666666666663,-0.018333333333333313,-0.016666666666666663,-0.016666666666666663,-0.016666666666666663,-0.021666666666666667,-0.0016666666666666496,0.0,-0.016666666666666663,-0.016666666666666663,-0.018333333333333313,-0.0016666666666666496,0.0,-0.016666666666666663,0.0,-0.021666666666666667,-0.004166666666666652,0.0,0.0,0.0,-0.03749999999999998,0.0,0.0,-0.021666666666666667,-0.016666666666666663,0.0,-0.016666666666666663,-0.021666666666666667,-0.016666666666666663,-0.0016666666666666496,0.0,0.0,-0.016666666666666663,-0.0050000000000000044,-0.016666666666666663,0.0,0.0,-0.016666666666666663,-0.016666666666666663,0.0,-0.019166666666666665,-0.016666666666666663,0.0,0.0,0.0,-0.016666666666666663,-0.016666666666666663,-0.016666666666666663,-0.016666666666666663,0.0,0.0,-0.016666666666666663,0.0,0.0,0.0,-0.016666666666666663,-0.016666666666666663,-0.020000000000000018,0.0,-0.019166666666666665,-0.016666666666666663,-0.018333333333333313,-0.016666666666666663,-0.016666666666666663,-0.016666666666666663,-0.016666666666666663,-0.018333333333333313
Rv0516c,0.004166666666666652,0.007500000000000007,0.004166666666666652,-0.010000000000000009,0.007500000000000007,0.011666666666666659,-0.013333333333333364,0.007500000000000007,0.004166666666666652,0.008333333333333304,-0.018333333333333368,-0.018333333333333368,-0.0008333333333333526,0.0,0.0008333333333333526,-0.00833333333333336,-0.02083333333333337,-0.0008333333333333526,-0.0008333333333333526,-0.0008333333333332971,-0.004166666666666652,0.004166666666666652,-0.008333333333333304,-0.0016666666666666496,-0.0008333333333333526,0.004166666666666652,0.008333333333333304,-0.019166666666666665,-0.0050000000000000044,-0.0058333333333333015,0.0,-0.007500000000000007,0.0008333333333333526,-0.017500000000000016,-0.0008333333333332971,-0.0008333333333333526,-0.0008333333333333526,0.008333333333333304,-0.011666666666666659,0.007500000000000007,0.0,-0.005833333333333357,0.0,-0.0050000000000000044,-0.006666666666666654,0.004166666666666652,-0.0008333333333333526,0.004166666666666652,-0.010000000000000009,-0.021666666666666667,-0.005833333333333357,-0.017500000000000016,-0.017500000000000016,-0.025000000000000022,0.008333333333333304,0.0,-0.010000000000000009,-0.0008333333333333526,-0.0050000000000000044,0.004166666666666652,0.0,-0.025833333333333375,-0.0050000000000000044,-0.005833333333333357,0.008333333333333304,0.004166666666666652,-0.010833333333333361,0.004166666666666652,-0.0050000000000000044,0.0,0.004166666666666652,-0.0008333333333333526,-0.0050000000000000044,-0.005833333333333357,0.0008333333333332971,-0.0050000000000000044,-0.0008333333333333526,-0.0008333333333333526,0.008333333333333304,-0.02416666666666667,-0.0050000000000000044,-0.023333333333333373,0.0008333333333332971,-0.005833333333333357,-0.012500000000000011,0.008333333333333304,-0.0016666666666667052,-0.0050000000000000044,0.008333333333333304,0.004166666666666652,0.004166666666666652,-0.007500000000000007,0.0008333333333333526,-0.0050000000000000044,0.0008333333333333526,0.004166666666666652,-0.0008333333333333526,0.0008333333333332971,-0.023333333333333373,-0.0008333333333332971
Rv0532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019166666666666665,0.0008333333333333526,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044,-0.01583333333333331,0.0,0.0,0.0,0.0,0.0,0.0,-0.006666666666666654,0.0,0.0,-0.009166666666666656,-0.003333333333333355,-0.016666666666666663,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0,0.0,0.0,-0.005833333333333357,0.0,0.0,0.0,-0.003333333333333355,0.0,-0.011666666666666659,0.0,0.0,0.0,0.0,-0.02833333333333332,0.0,0.0,-0.011666666666666659,0.0,-0.01583333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0,-0.015000000000000013,0.0,0.0,0.0,-0.01583333333333331,-0.017500000000000016,0.0,0.0,0.0,0.0,0.0,0.0,-0.006666666666666654,0.0,0.0,0.0,0.0,0.0,0.0,-0.01583333333333331,0.0,0.0,-0.003333333333333355,0.0,0.0,0.0,-0.003333333333333355,0.0,0.0,0.0,0.0,0.0
Rv0573c,-0.004166666666666652,-0.009166666666666656,-0.007500000000000007,-0.010000000000000009,-0.009166666666666656,-0.020000000000000018,0.0,-0.009166666666666656,-0.007500000000000007,-0.003333333333333355,-0.003333333333333355,0.0,-0.016666666666666663,-0.00833333333333336,0.0,0.0,-0.003333333333333355,-0.0050000000000000044,-0.003333333333333355,-0.016666666666666663,0.0,-0.003333333333333355,-0.010000000000000009,-0.016666666666666663,0.0,-0.0050000000000000044,-0.01583333333333331,0.0,0.0,-0.016666666666666663,-0.003333333333333355,0.0,0.0,-0.003333333333333355,-0.01583333333333331,-0.0050000000000000044,0.0,-0.01583333333333331,-0.020000000000000018,-0.009166666666666656,-0.016666666666666663,-0.003333333333333355,0.0,-0.009166666666666656,-0.010000000000000009,-0.0016666666666666496,-0.0050000000000000044,-0.0016666666666666496,-0.0016666666666666496,0.0,-0.006666666666666654,0.0,0.0,0.0,-0.0025000000000000022,-0.006666666666666654,-0.0016666666666666496,-0.003333333333333355,-0.003333333333333355,0.0,0.0,-0.0008333333333333526,-0.010000000000000009,-0.006666666666666654,-0.006666666666666654,-0.003333333333333355,-0.020000000000000018,-0.016666666666666663,-0.003333333333333355,0.0,-0.003333333333333355,-0.0050000000000000044,-0.003333333333333355,0.0025000000000000022,-0.003333333333333355,-0.0050000000000000044,-0.005833333333333357,-0.005833333333333357,-0.005833333333333357,-0.003333333333333355,0.0,-0.003333333333333355,-0.00833333333333336,-0.005833333333333357,0.0,-0.015833333333333366,-0.006666666666666654,-0.003333333333333355,-0.01583333333333331,-0.0050000000000000044,0.0,-0.0050000000000000044,0.0,-0.003333333333333355,0.0,-0.0050000000000000044,0.0,-0.003333333333333355,-0.003333333333333355,-0.009166666666666656
Rv0592,-0.00666666666666671,-0.016666666666666663,-0.007500000000000007,-0.016666666666666663,-0.016666666666666663,0.0,-0.003333333333333355,-0.016666666666666663,-0.010833333333333361,0.0,0.0,-0.0050000000000000044,-0.016666666666666663,-0.02083333333333337,0.0,-0.003333333333333355,0.0,-0.0050000000000000044,0.0,-0.01583333333333331,0.0,0.0,-0.016666666666666663,-0.01583333333333331,0.0,-0.00833333333333336,0.0,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0,0.0,-0.016666666666666663,-0.00833333333333336,-0.003333333333333355,0.0,0.0,-0.016666666666666663,0.0,0.0,0.0008333333333333526,-0.0058333333333333015,-0.006666666666666654,0.0,-0.00833333333333336,0.0,-0.0050000000000000044,-0.007500000000000007,-0.0033333333333332993,0.0,0.0,-0.003333333333333355,0.0,-0.0033333333333332993,-0.0050000000000000044,0.0,0.0,-0.003333333333333355,0.0,-0.0025000000000000022,-0.016666666666666663,-0.0033333333333332993,-0.0033333333333332993,0.0,-0.016666666666666663,-0.017500000000000016,0.0,0.0,0.0,-0.0050000000000000044,0.0,0.0025000000000000022,0.0,-0.0050000000000000044,-0.0025000000000000022,-0.003333333333333355,-0.0025000000000000022,0.0,0.0,0.0,0.006666666666666654,-0.0025000000000000022,-0.003333333333333355,-0.015833333333333366,-0.004166666666666652,0.0,0.0,-0.0050000000000000044,-0.003333333333333355,0.0,0.0,0.0,0.0,-0.00833333333333336,-0.003333333333333355,0.0,0.0,-0.016666666666666663
Rv0601c,0.0,-0.010833333333333306,-0.0016666666666667052,-0.011666666666666659,-0.010833333333333306,-0.016666666666666663,-0.0050000000000000044,-0.010833333333333306,0.0,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.021666666666666667,-0.0008333333333333526,0.0,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.0050000000000000044,-0.01583333333333331,-0.016666666666666663,-0.010833333333333361,-0.010833333333333306,-0.010833333333333306,-0.0008333333333332971,0.0,-0.01583333333333331,0.0,0.0,-0.01583333333333331,-0.0050000000000000044,-0.0050000000000000044,-0.0008333333333332971,-0.0050000000000000044,-0.01583333333333331,0.0,-0.0050000000000000044,-0.01583333333333331,-0.016666666666666663,-0.010833333333333306,0.0,-0.0050000000000000044,0.0,-0.010833333333333306,-0.010833333333333306,-0.0033333333333332993,-0.003333333333333355,-0.0033333333333332993,0.0,0.0,-0.008333333333333304,0.0,0.0,-0.017500000000000016,-0.004166666666666652,-0.008333333333333304,0.0,-0.0050000000000000044,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.0025000000000000022,-0.010833333333333306,-0.008333333333333304,-0.008333333333333304,-0.0050000000000000044,-0.01416666666666666,-0.0008333333333333526,-0.0050000000000000044,-0.0016666666666666496,-0.0050000000000000044,0.0,-0.0050000000000000044,0.012500000000000011,-0.0050000000000000044,0.0,-0.007500000000000007,-0.007500000000000007,-0.007500000000000007,-0.0050000000000000044,0.0,-0.0050000000000000044,0.0058333333333333015,-0.007500000000000007,-0.0050000000000000044,-0.0050000000000000044,-0.008333333333333304,-0.0050000000000000044,-0.01583333333333331,0.0,-0.0050000000000000044,0.0,0.0,-0.0050000000000000044,-0.0008333333333332971,0.0,-0.0050000000000000044,-0.0050000000000000044,-0.0050000000000000044,-0.010833333333333306
Rv0602c,0.0,-0.016666666666666663,-0.00666666666666671,-0.016666666666666663,-0.016666666666666663,-0.0008333333333333526,-0.003333333333333355,-0.016666666666666663,-0.011666666666666659,0.0,0.0,0.0,-0.016666666666666663,-0.0008333333333333526,0.0,-0.003333333333333355,0.0,-0.0050000000000000044,0.0,-0.016666666666666663,0.0,0.0,-0.0058333333333333015,-0.012500000000000011,0.0,-0.00833333333333336,-0.01583333333333331,0.0,0.0,-0.01583333333333331,0.0,-0.0025000000000000022,0.0,-0.00666666666666671,-0.01583333333333331,-0.00833333333333336,-0.010000000000000009,-0.01583333333333331,-0.016666666666666663,-0.016666666666666663,0.0,0.0,0.0016666666666667052,-0.0058333333333333015,-0.007500000000000007,0.0,-0.00833333333333336,0.0,-0.0050000000000000044,-0.00666666666666671,-0.010000000000000009,0.0,0.0,-0.02083333333333337,0.0,-0.0033333333333332993,-0.0050000000000000044,0.0,0.0,-0.003333333333333355,0.0,0.0,-0.012500000000000011,-0.010000000000000009,-0.0033333333333332993,0.0,-0.009166666666666656,0.0,0.0,0.0,0.0,-0.0050000000000000044,0.0,0.016666666666666663,0.0,-0.0050000000000000044,-0.007500000000000007,-0.007500000000000007,-0.0025000000000000022,0.0,0.0,0.0,0.010833333333333306,-0.02083333333333337,-0.003333333333333355,-0.015833333333333366,-0.004166666666666652,0.0,-0.01583333333333331,-0.0050000000000000044,-0.003333333333333355,-0.00666666666666671,0.0,0.0,0.0,-0.00833333333333336,-0.010000000000000009,0.0,0.0,-0.0058333333333333015
Rv0603,-0.004166666666666652,0.0,-0.01583333333333331,-0.017500000000000016,0.0,-0.006666666666666654,0.0,0.0,0.0,0.0,0.0,0.0,-0.018333333333333313,-0.0008333333333332971,0.0,-0.016666666666666663,-0.01583333333333331,-0.01583333333333331,-0.016666666666666663,0.0,-0.0016666666666666496,-0.016666666666666663,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0,-0.0058333333333333015,0.0,-0.016666666666666663,-0.008333333333333304,0.0,-0.016666666666666663,0.0,0.0,0.0,-0.0025000000000000022,-0.003333333333333355,0.0,0.0,0.0,-0.0025000000000000022,0.0,-0.0008333333333332971,0.0,-0.016666666666666663,0.0,-0.010833333333333306,0.0,0.0,0.0,0.0,-0.009166666666666656,0.0,0.0,-0.010833333333333306,0.0,-0.01583333333333331,0.0,0.0,0.0,0.0,0.0,0.0,-0.016666666666666663,-0.003333333333333355,-0.031666666666666676,-0.01583333333333331,0.0,-0.01583333333333331,-0.0008333333333332971,-0.01583333333333331,-0.004166666666666652,-0.016666666666666663,-0.016666666666666663,-0.004166666666666652,0.0,0.0,0.0,-0.0058333333333333015,0.0,-0.014999999999999958,0.0,0.0,-0.0058333333333333015,-0.0008333333333332971,-0.01583333333333331,-0.0025000000000000022,0.0,-0.01583333333333331,0.0,0.0,0.0,0.0,0.0,0.0,-0.016666666666666663,0.0,0.0
Rv0620,0.0,0.0,-0.0016666666666666496,0.0,0.0,-0.0058333333333333015,0.0,0.0,0.0,0.0,0.0,0.0,-0.029166666666666674,-0.004166666666666652,-0.0050000000000000044,0.0,0.0,-0.016666666666666663,0.0,-0.0016666666666666496,0.0,-0.016666666666666663,0.0,0.0,0.0,0.0,-0.0050000000000000044,0.0,-0.008333333333333304,-0.0016666666666666496,0.0,-0.019166666666666665,-0.0025000000000000022,-0.016666666666666663,0.0,0.0,0.0,-0.0050000000000000044,-0.003333333333333355,0.0,0.0,0.0,-0.008333333333333304,0.0,0.0,0.0,-0.0008333333333332971,-0.0016666666666666496,-0.016666666666666663,-0.0016666666666666496,0.0,0.0,0.0,-0.03249999999999997,0.0,0.0,-0.016666666666666663,0.0,-0.016666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008333333333333526,0.0,-0.016666666666666663,0.0,-0.0008333333333332971,0.0,-0.016666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008333333333333304,0.0,0.0,0.0,0.0,0.0,0.0,-0.016666666666666663,-0.0050000000000000044,0.0,0.0,0.0,-0.0050000000000000044,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
Rv0630c,-0.005833333333333357,-0.0058333333333333015,-0.007500000000000007,-0.00833333333333336,-0.0058333333333333015,-0.013333333333333364,0.0,-0.0058333333333333015,-0.005833333333333357,0.0,0.0,0.0,-0.016666666666666663,0.004166666666666652,-0.01583333333333331,-0.003333333333333355,0.0,-0.010833333333333361,0.0,-0.016666666666666663,-0.016666666666666663,0.0,-0.0058333333333333015,-0.011666666666666659,-0.0025000000000000022,0.0,-0.01583333333333331,0.0,0.0,-0.016666666666666663,0.0,-0.0025000000000000022,-0.016666666666666663,-0.005833333333333357,-0.016666666666666663,-0.005833333333333357,-0.009166666666666656,-0.01583333333333331,-0.016666666666666663,-0.0058333333333333015,0.0,0.0,-0.016666666666666663,-0.0058333333333333015,-0.0058333333333333015,-0.00833333333333336,-0.009166666666666656,-0.00833333333333336,-0.0050000000000000044,-0.0008333333333333526,-0.0033333333333332993,0.0,0.0,-0.02083333333333337,0.0,-0.0033333333333332993,-0.0050000000000000044,0.0,0.0,-0.003333333333333355,0.0,0.0,-0.0058333333333333015,-0.0033333333333332993,-0.0033333333333332993,0.0,-0.009166666666666656,0.0,0.0,-0.005833333333333357,0.0,-0.010833333333333361,0.0,0.016666666666666663,0.0,0.0,-0.00833333333333336,-0.00833333333333336,-0.0025000000000000022,0.0,0.0,0.0,0.010833333333333306,-0.004166666666666707,0.0,0.0,-0.0033333333333332993,0.0,-0.01583333333333331,-0.010833333333333361,-0.009166666666666656,-0.005833333333333357,-0.01583333333333331,0.0,-0.016666666666666663,0.0,-0.005833333333333357,0.0,0.0,-0.0058333333333333015
Rv0649,-0.020833333333333315,0.0,-0.016666666666666663,-0.017500000000000016,0.0,-0.0033333333333332993,-0.016666666666666663,0.0,-0.016666666666666663,0.0,-0.016666666666666663,-0.016666666666666663,-0.0016666666666666496,-0.008333333333333304,0.0,-0.010000000000000009,-0.016666666666666663,-0.010833333333333306,-0.0058333333333333015,0.0,0.0,-0.0058333333333333015,0.0,0.0,0.0025000000000000022,-0.016666666666666663,-0.0025000000000000022,0.0,-0.0058333333333333015,0.0,-0.006666666666666654,-0.008333333333333304,0.0,-0.016666666666666663,0.0,-0.014999999999999958,-0.009166666666666656,-0.0025000000000000022,0.0,0.0,0.0,-0.016666666666666663,-0.0025000000000000022,0.0,0.0,0.0,-0.01583333333333331,0.0,-0.010833333333333306,-0.016666666666666663,0.0,-0.010000000000000009,0.0,-0.009166666666666656,0.0,-0.0025000000000000022,-0.010833333333333306,-0.006666666666666654,-0.0058333333333333015,-0.016666666666666663,0.0,-0.016666666666666663,0.0,0.0,0.0,-0.006666666666666654,-0.003333333333333355,-0.02416666666666667,-0.0058333333333333015,0.0,-0.006666666666666654,-0.010833333333333306,-0.0058333333333333015,-0.006666666666666654,-0.006666666666666654,-0.011666666666666659,-0.0033333333333332993,-0.0033333333333332993,0.0,-0.016666666666666663,-0.0058333333333333015,-0.016666666666666663,-0.014999999999999958,-0.010000000000000009,-0.016666666666666663,-0.0058333333333333015,-0.0025000000000000022,-0.0058333333333333015,-0.0025000000000000022,-0.016666666666666663,-0.009166666666666656,-0.0025000000000000022,0.0,-0.01583333333333331,0.0,-0.016666666666666663,-0.016666666666666663,-0.007500000000000007,-0.016666666666666663,-0.0033333333333332993
Rv0650,-0.004166666666666652,0.0,-0.016666666666666663,-0.017500000000000016,0.0,-0.006666666666666654,0.0,0.0,0.0,0.0,-0.01583333333333331,0.0,-0.018333333333333313,-0.0016666666666666496,0.0,-0.016666666666666663,-0.01583333333333331,-0.010833333333333306,-0.012500000000000011,0.0,0.0,-0.011666666666666659,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0,-0.0058333333333333015,0.0,-0.016666666666666663,-0.008333333333333304,0.0,-0.016666666666666663,0.0,-0.016666666666666663,-0.016666666666666663,-0.0025000000000000022,-0.003333333333333355,0.0,0.0,-0.016666666666666663,-0.0025000000000000022,0.0,0.0,0.0,-0.01749999999999996,0.0,-0.010833333333333306,0.0,0.0,0.0,0.0,-0.02583333333333332,0.0,0.0,-0.010833333333333306,-0.016666666666666663,-0.016666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,-0.016666666666666663,-0.003333333333333355,-0.031666666666666676,-0.01583333333333331,0.0,-0.010000000000000009,-0.016666666666666663,-0.0058333333333333015,-0.006666666666666654,-0.016666666666666663,-0.016666666666666663,0.0,0.0,0.0,0.0,-0.0058333333333333015,-0.01583333333333331,-0.007500000000000007,0.0,0.0,-0.0058333333333333015,0.0,-0.016666666666666663,-0.0025000000000000022,-0.016666666666666663,-0.016666666666666663,0.0,0.0,0.0,0.0,0.0,-0.0025000000000000022,-0.016666666666666663,-0.01583333333333331,0.0
Rv0661c,-0.0033333333333332993,0.0025000000000000022,-0.0033333333333332993,-0.015000000000000013,0.0025000000000000022,0.0,0.0,0.0025000000000000022,-0.004999999999999949,0.008333333333333304,0.0,-0.0008333333333332971,0.0,-0.0008333333333333526,0.0,0.0,0.0,-0.0008333333333332971,0.0,0.0,0.0,-0.0025000000000000022,0.0025000000000000022,0.0,0.0,-0.004166666666666652,0.0,-0.0008333333333332971,0.0,0.0,0.0,0.0,0.0,0.0,0.0008333333333333526,-0.004166666666666652,0.0,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0025000000000000022,0.0016666666666667052,0.0025000000000000022,-0.004166666666666652,0.0025000000000000022,-0.0008333333333332971,-0.0008333333333332971,0.0025000000000000022,-0.0008333333333332971,-0.0008333333333332971,0.0,0.009166666666666656,0.0050000000000000044,-0.0008333333333332971,0.0,0.0,0.0,0.0,0.0025000000000000022,0.0016666666666667052,0.0050000000000000044,0.0050000000000000044,0.0,0.0025000000000000022,-0.013333333333333308,0.0,-0.0016666666666666496,0.0,-0.0008333333333332971,0.0,0.0,0.0,-0.0008333333333332971,0.0058333333333333015,0.0058333333333333015,0.0016666666666666496,0.0,0.0,0.0,0.009166666666666656,-0.0016666666666667052,0.0,0.004166666666666652,0.0050000000000000044,0.0,0.0,-0.0008333333333332971,0.0,-0.0008333333333332971,0.0,0.0,0.0,-0.004166666666666652,0.0,0.0,0.0,0.005833333333333357
Rv0689c,-0.0050000000000000044,-0.016666666666666663,-0.003333333333333355,-0.016666666666666663,-0.016666666666666663,0.0,-0.0050000000000000044,-0.016666666666666663,-0.0025000000000000022,-0.00833333333333336,-0.00833333333333336,-0.003333333333333355,-0.016666666666666663,0.004166666666666652,0.0,-0.0050000000000000044,-0.00833333333333336,0.0,-0.00833333333333336,0.0,0.0,0.0,-0.016666666666666663,0.0,-0.004166666666666652,0.0,0.0,-0.0008333333333333526,0.0,0.0,-0.00833333333333336,0.0,0.0,-0.00833333333333336,0.0,0.0,-0.0050000000000000044,0.0,-0.003333333333333355,-0.016666666666666663,0.0,-0.00833333333333336,0.0,-0.01416666666666666,-0.016666666666666663,-0.006666666666666654,0.0,-0.006666666666666654,0.0,-0.003333333333333355,-0.011666666666666659,-0.0016666666666666496,-0.0008333333333333526,0.0,-0.007500000000000007,-0.011666666666666659,0.0,-0.00833333333333336,0.0,-0.0050000000000000044,0.0,-0.00833333333333336,-0.016666666666666663,-0.012499999999999956,-0.011666666666666659,0.0,-0.020000000000000018,-0.015000000000000013,-0.00833333333333336,-0.0050000000000000044,0.0,-0.003333333333333355,0.0,0.0025000000000000022,-0.00833333333333336,-0.003333333333333355,-0.011666666666666659,-0.016666666666666663,-0.010833333333333361,-0.00833333333333336,0.0,-0.00833333333333336,-0.0016666666666667052,-0.02083333333333337,-0.0050000000000000044,0.0,-0.01583333333333331,0.0,0.0,-0.003333333333333355,-0.0050000000000000044,-0.003333333333333355,0.0,-0.00833333333333336,0.0,0.0,-0.0050000000000000044,-0.00833333333333336,-0.00833333333333336,-0.019999999999999962
Rv0746,0.0,-0.0025000000000000022,0.0,-0.019166666666666665,-0.0025000000000000022,-0.006666666666666654,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.008333333333333304,0.0,-0.01583333333333331,0.0,-0.01583333333333331,-0.01583333333333331,-0.0025000000000000022,-0.0050000000000000044,-0.01583333333333331,-0.0025000000000000022,-0.0025000000000000022,0.0,0.0,0.0,0.0,-0.0033333333333332993,-0.0025000000000000022,-0.01583333333333331,-0.0058333333333333015,0.0,-0.016666666666666663,-0.0025000000000000022,0.0,0.0,0.0,-0.005833333333333357,-0.0025000000000000022,0.0,0.0,0.0,-0.0025000000000000022,-0.0025000000000000022,0.0,-0.01583333333333331,0.0,-0.008333333333333304,0.0,0.0,0.0,0.0,-0.010000000000000009,0.0,0.0,-0.008333333333333304,0.0,-0.01583333333333331,0.0,0.0,0.0,-0.0025000000000000022,0.0,0.0,-0.0008333333333332971,-0.005833333333333357,-0.0033333333333332993,-0.014999999999999958,0.0,-0.01583333333333331,-0.0008333333333332971,-0.01583333333333331,-0.004166666666666652,0.0,-0.01583333333333331,0.0,0.0,0.0,0.0,-0.0033333333333332993,0.0,-0.009166666666666656,0.0,0.0,0.0,0.0,-0.01583333333333331,0.0,0.0,-0.01583333333333331,0.0,0.0,0.0,0.0,0.0,0.0,-0.01583333333333331,0.0,-0.0025000000000000022
