,0
Rv0494+Rv0602c+Rv3417c+Rv3833,0.92
Rv0195+Rv1049+Rv1719+Rv1773c,0.9033333333333333
Rv0023+Rv0042c+Rv0330c+Rv1189+Rv1990c,0.9016666666666666
Rv2488c+Rv3095+Rv3133c+Rv3246c,0.8916666666666667
Rv0302+Rv0880+Rv1657+Rv1675c+Rv2021c+Rv3249c,0.885
Rv0047c+Rv0767c+Rv3183+Rv3849,0.8816666666666667
Rv0232+Rv1359+Rv2760c+Rv3167c,0.87
Rv0135c+Rv0158+Rv0653c+Rv0894+Rv1846c+Rv1994c+Rv2250c+Rv2359+Rv3082c+Rv3219,0.8683333333333333
Rv0078+Rv0081+Rv0891c+Rv0967+Rv1674c+Rv3124+Rv3223c+Rv3911,0.8666666666666667
Rv1395+Rv2034+Rv2506+Rv3416,0.8583333333333333
Rv0022c+Rv0324+Rv0623+Rv3260c,0.8583333333333333
Rv0054+Rv3164c,0.855
Rv0353+Rv0674+Rv1473A+Rv1556+Rv1956+Rv2017+Rv3830c,0.8033333333333333
Rv0117+Rv1176c+Rv1186c+Rv1219c+Rv2009+Rv2011c+Rv2069+Rv2827c+Rv3050c+Rv3414c+Rv3597c,0.7516666666666667
Rv1404+Rv1423+Rv3066,0.7483333333333333
Rv0067c+Rv0827c+Rv2642+Rv3160c,0.695
Rv0474+Rv1460+Rv2745c+Rv2779c+Rv3405c+Rv3557c+Rv3862c,0.6716666666666666
Rv0445c+Rv3291c,0.64
Rv0238+Rv0981--Rv1332--Rv1828+Rv3173c+Rv3676,0.615
Rv3855,0.5
Rv2595,0.5
Rv1379,0.4833333333333333
