,feature_set,case,num_zero
187,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, -1, 1, 0)",0.0
188,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, -1, 1, 1)",0.0
189,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 0, -1, -1)",0.0
190,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 0, -1, 0)",0.0
191,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 0, -1, 1)",0.0
192,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 0, 0, -1)",0.0
193,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 0, 0, 0)",0.0
194,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 0, 0, 1)",0.0
195,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 0, 1, -1)",0.0
196,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 0, 1, 0)",0.0
197,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 0, 1, 1)",0.0
198,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 1, -1, -1)",0.0
199,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 1, -1, 0)",0.0
200,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 1, -1, 1)",0.0
201,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 1, 0, -1)",0.0
202,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 1, 0, 0)",0.0
203,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 1, 0, 1)",0.0
204,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 1, 1, -1)",0.0
205,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 1, 1, 0)",0.0
206,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(0, 1, 1, 1, 1)",0.0
207,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, -1, -1, -1)",0.0
208,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, -1, -1, 0)",0.0
209,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, -1, -1, 1)",0.0
210,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, -1, 0, -1)",0.0
211,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, -1, 0, 0)",0.0
212,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, -1, 0, 1)",0.0
213,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, -1, 1, -1)",0.0
214,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, -1, 1, 0)",0.0
215,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, -1, 1, 1)",0.0
216,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 0, -1, -1)",0.0
217,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 0, -1, 0)",0.0
218,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 0, -1, 1)",0.0
219,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 0, 0, -1)",0.0
220,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 0, 0, 0)",0.0
221,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 0, 0, 1)",0.0
222,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 0, 1, -1)",0.0
223,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 0, 1, 0)",0.0
224,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 0, 1, 1)",0.0
225,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 1, -1, -1)",0.0
226,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 1, -1, 0)",0.0
227,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 1, -1, 1)",0.0
228,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 1, 0, -1)",0.0
229,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 1, 0, 0)",0.0
230,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 1, 0, 1)",0.0
231,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 1, 1, -1)",0.0
232,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 1, 1, 0)",0.0
233,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, -1, 1, 1, 1)",0.0
234,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, -1, -1, -1)",0.0
235,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, -1, -1, 0)",0.0
236,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, -1, -1, 1)",0.0
237,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, -1, 0, -1)",0.0
238,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, -1, 0, 0)",0.0
239,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, -1, 0, 1)",0.0
240,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, -1, 1, -1)",0.0
241,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, -1, 1, 0)",0.0
242,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, -1, 1, 1)",0.0
243,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 0, -1, -1)",0.0
244,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 0, -1, 0)",0.0
245,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 0, -1, 1)",0.0
246,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 0, 0, -1)",0.0
247,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 0, 0, 0)",0.0
248,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 0, 0, 1)",0.0
249,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 0, 1, -1)",0.0
250,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 0, 1, 0)",0.0
251,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 0, 1, 1)",0.0
252,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 1, -1, -1)",0.0
253,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 1, -1, 0)",0.0
254,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 1, -1, 1)",0.0
255,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 1, 0, -1)",0.0
256,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 1, 0, 0)",0.0
257,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 1, 0, 1)",0.0
258,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 1, 1, -1)",0.0
259,Rv0158+Rv0653c+Rv1176c+Rv2745c+Rv3082c,"(1, 0, 1, 1, 0)",0.0
