GENE_ID,TB_HIGH1,TB_HIGH2,TB_HIGH3,TB_LOW1,TB_LOW2,TB_LOW3
Rv1858,4.198342994,21.89086005,16.1371548,74.96395945,14.11330094,0
Rv1859,143.7932476,247.053992,153.6871885,142.7884942,193.3522229,207.2042361
Rv1860,30.43798671,26.58175864,31.50587365,7.13942471,18.34729122,16.31529418
Rv1862,186.8262632,154.7996532,159.0662401,112.4459392,55.04187367,114.2070593
Rv1872c,3224.32742,3590.101049,3321.180144,2996.773522,3138.798129,3086.853659
Rv1876,48.28094443,31.27265722,59.93800352,64.25482239,32.46059216,29.36752952
Rv1878,11.54544323,15.63632861,32.27430959,0,26.81527179,0
Rv1880c,172.1320628,143.8542232,142.1606494,49.97597297,127.0197085,119.1016475
Rv1881c,25.19005797,15.63632861,21.51620639,0,28.22660188,70.15576497
Rv1884c,318.0244818,347.1264951,477.1987204,476.5565994,410.6970574,562.8776492
Rv1886c,48.28094443,39.09082153,33.81118148,44.62140444,70.5665047,151.7322359
Rv1899c,319.0740676,404.980911,292.7740941,424.7957702,194.763553,293.6752952
Rv1900c,155.3386908,117.2724646,83.75951775,74.96395945,73.38916489,179.468236
Rv1901,59.82638767,43.78172011,63.78018324,96.38223358,42.33990282,125.6277652
Rv1902c,32.53715821,51.59988441,31.50587365,0,25.40394169,0
Rv1905c,92.36354587,60.98168158,63.78018324,74.96395945,117.1403978,84.83952973
Rv1908c,634.9993779,494.1079841,607.0643947,303.4255502,455.8596204,571.0352963
Rv1909c,56.67763042,43.78172011,53.79051598,0,66.33251442,16.31529418
Rv1911c,98.66106036,161.0541847,96.05449283,92.81252123,79.03448526,238.203295
Rv1916,114.4048466,84.4361745,65.31705512,58.90025385,110.0837473,109.312471
Rv1917c,30.43798671,9.381797166,12.29497508,0,0,19.57835302
Rv1918c,60.87597342,50.03625155,30.7374377,19.63341795,88.91379592,84.83952973
Rv1921c,8.396685988,23.45449292,6.147487541,0,16.93596113,24.47294127
Rv1923,119.6527753,109.4543003,99.1282366,114.2307954,101.6157668,112.5755298
Rv1925,1649.948797,1716.868881,1628.315762,1763.437903,1359.110881,1447.166594
Rv1926c,25.19005797,17.19996147,11.52653914,0,11.29064075,0
Rv1932,44.08260144,57.85441586,89.13856934,89.24280887,79.03448526,39.15670603
Rv1933c,2.099171497,6.254531444,1.536871885,0,0,0
Rv1934c,0,0,6.147487541,0,2.822660188,0
Rv1935c,2.099171497,12.50906289,10.7581032,0,52.21921348,32.63058836
Rv1938,12.59502898,10.94543003,16.90559074,0,0,0
Rv1940,16.79337198,46.90898583,8.452795369,0,4.233990282,0
Rv1942c,17.84295773,32.83629008,12.29497508,57.11539768,0,52.20894137
Rv1943c,17.84295773,3.127265722,14.60028291,0,0,0
Rv1946c,0,0,0.768435943,0,0,0
Rv1952,39.88425845,1.563632861,27.66369393,0,2.822660188,0
Rv1953,4.198342994,7.818164305,23.82151422,0,0,0
Rv1956,339.0161968,261.1266878,349.6383539,212.3978851,153.8349802,174.5736477
Rv1960c,12.59502898,17.19996147,9.221231311,0,36.69458244,55.47200021
Rv1962c,6.297514491,3.127265722,6.915923484,21.41827413,0,11.42070593
Rv1963c,14.69420048,7.818164305,17.67402668,0,0,0
Rv1964,3.148757246,6.254531444,3.07374377,21.41827413,0,19.57835302
Rv1965,1.049585749,0,1.536871885,55.3305415,0,0
Rv1966,7.34710024,7.818164305,7.684359426,0,0,0
Rv1967,10.49585749,0,3.842179713,0,9.879310658,48.94588254
Rv1968,4.198342994,3.127265722,6.915923484,0,0,4.894588254
Rv1969,0,0,2.305307828,0,0,0
Rv1970,4.198342994,3.127265722,5.379051598,0,0,0
Rv1971,3.148757246,9.381797166,4.610615656,0,0,0
Rv1980c,207.8179782,140.7269575,235.9098344,157.0673436,351.4211934,461.7228253
Rv1981c,316.9748961,236.108562,304.3006333,128.5096448,211.6995141,254.5185892
Rv1982c,71.3718309,85.99980736,86.83326152,215.9675975,40.92857273,171.3105889
Rv1983,51.42970168,62.54531444,30.7374377,0,0,81.5764709
Rv1984c,26.23964371,35.9635558,39.19023307,32.12741119,36.69458244,68.52423555
Rv1991c,18.89254347,6.254531444,15.36871885,0,18.34729122,0
Rv1992c,511.1482595,533.1988056,524.8417488,572.938833,309.0812906,468.2489429
Rv1994c,92.36354587,76.61801019,96.82292877,82.10338416,26.81527179,96.26023566
Rv1997,1931.237777,1053.888548,1683.64315,744.285026,479.852232,592.2451787
Rv2002,23.09088647,7.818164305,9.989667254,0,0,37.52517661
Rv2006,581.4705047,331.4901665,434.9347435,221.322166,222.9901549,252.8870598
Rv2007c,1064.279949,742.725609,750.7619159,424.7957702,582.8793288,375.2517661
Rv2009,29.38840096,7.818164305,28.43212988,67.82453474,5.645320376,19.57835302
Rv2010,72.42141665,107.8906674,103.7388523,119.5853639,45.16256301,66.89270613
Rv2027c,363.156669,289.2720793,444.1559748,328.4135366,158.0689705,316.5167071
Rv2029c,2365.766277,2151.558817,2271.496646,1554.609731,1021.802988,820.6592972
Rv2031c,4481.731146,2991.229663,3575.532441,1974.050932,2347.041946,1899.100242
Rv2043c,186.8262632,181.3814119,159.0662401,71.3942471,125.6083784,122.3647063
Rv2045c,100.7602319,101.636136,97.59136471,44.62140444,59.27586395,148.469177
Rv2046,25.19005797,28.1453915,24.58995016,0,15.52463103,0
Rv2048c,703.2224515,827.1617835,818.3842789,838.8824034,865.1453476,701.5576497
Rv2051c,556.2804467,456.5807954,590.1588039,376.6046534,668.9704646,497.6164725
Rv2053c,344.2641255,447.1989983,423.4082044,242.7404401,244.1601063,171.3105889
Rv2062c,61.92555916,84.4361745,49.17990033,137.4339257,125.6083784,137.0484711
Rv2063,5.247928743,6.254531444,6.147487541,0,0,0
Rv2065,35.68591545,78.18164305,29.20056582,17.84856177,22.5812815,26.10447069
Rv2068c,68.22307366,68.79984589,66.08549107,48.19111679,182.0615821,117.4701181
Rv2069,16.79337198,1.563632861,22.28464234,24.98798648,5.645320376,6.526117672
Rv2071c,6.297514491,9.381797166,5.379051598,0,14.11330094,0
Rv2072c,4.198342994,12.50906289,4.610615656,78.53367181,0,0
Rv2080,10.49585749,1.563632861,4.610615656,46.40626061,16.93596113,42.41976487
Rv2088,24.14047222,25.01812578,23.05307828,19.63341795,16.93596113,61.99811788
Rv2089c,18.89254347,37.52718866,10.7581032,3.569712355,38.10591254,16.31529418
Rv2092c,244.5534794,261.1266878,326.5852756,126.7247886,148.1896599,94.62870624
Rv2093c,293.8840096,254.8721563,296.6162739,317.7043996,337.3078925,257.781648
Rv2094c,223.5617644,150.1087547,157.5293682,199.9038919,155.2463103,48.94588254
Rv2095c,39.88425845,34.39992294,44.56928467,89.24280887,105.849757,37.52517661
Rv2096c,126.9998756,85.99980736,134.47629,41.05169208,77.62315517,37.52517661
Rv2097c,183.677506,151.6723875,229.7623468,185.6250425,208.8768539,252.8870598
Rv2101,100.7602319,146.9814889,98.35980066,80.31852798,69.15517461,32.63058836
Rv2103c,53.52887318,39.09082153,66.08549107,23.20313031,33.87192226,42.41976487
Rv2104c,56.67763042,125.0906289,114.4969555,3.569712355,70.5665047,115.8385887
Rv2107,22.04130072,37.52718866,2.305307828,35.69712355,59.27586395,19.57835302
Rv2108,59.82638767,95.38160452,56.86425975,99.95194594,118.5517279,0
Rv2109c,247.7022367,200.1450062,314.2903005,269.5132828,227.2241451,190.8889419
Rv2110c,364.2062547,433.1263025,467.2090531,555.0902712,333.0739022,393.1985897
Rv2111c,31.48757246,21.89086005,26.12682205,17.84856177,22.5812815,16.31529418
Rv2115c,2182.088771,1952.977443,2354.487728,1442.163791,1702.064093,1538.532241
Rv2116,2.099171497,0,3.07374377,0,0,21.20988243
Rv2121c,78.71893114,118.8360974,86.83326152,0,16.93596113,32.63058836
Rv2122c,35.68591545,82.87254163,50.71677221,30.34255502,11.29064075,0
Rv2123,180.5287488,253.3085235,188.2668059,128.5096448,60.68719404,0
Rv2124c,864.8586568,916.2888566,837.5951775,1231.550762,1083.901512,1156.754357
Rv2126c,6.297514491,3.127265722,7.684359426,24.98798648,1.411330094,0
Rv2127,106.0081606,57.85441586,127.5603665,78.53367181,238.5147859,110.9440004
Rv2130c,184.7270917,139.1633246,169.8243433,237.3858716,50.80788338,99.52329449
Rv2131c,193.1237777,187.6359433,179.8140106,117.8005077,213.1108442,123.9962358
Rv2138,75.5701739,32.83629008,26.89525799,48.19111679,22.5812815,97.89176508
Rv2139,20.99171497,79.74527591,40.72710496,37.48197973,52.21921348,9.789176508
Rv2142c,20.99171497,1.563632861,19.97933451,17.84856177,0,0
Rv2145c,312.7765531,207.9631705,435.7031795,257.0192895,414.9310476,259.4131774
Rv2150c,374.7021122,329.9265337,255.1207329,419.4412017,364.1231643,316.5167071
Rv2151c,28.33881521,18.76359433,20.74777045,0,35.28325235,29.36752952
Rv2152c,52.47928743,10.94543003,67.62236295,10.70913706,8.467980564,13.05223534
Rv2154c,120.7023611,103.1997688,97.59136471,67.82453474,163.7142909,161.5214124
Rv2155c,67.17348791,92.2543388,104.5072882,7.13942471,77.62315517,44.05129428
Rv2157c,118.6031896,100.0725031,110.6547757,44.62140444,79.03448526,78.31341206
Rv2158c,439.7764286,534.7624385,365.7755087,342.6923861,235.6921257,303.4644717
Rv2162c,240.3551364,311.1629393,278.9422472,315.9195434,461.5049407,337.7265895
Rv2163c,167.9337198,109.4543003,91.44387717,187.4098986,179.2389219,200.6781184
Rv2171,7.34710024,23.45449292,13.83184697,0,2.822660188,39.15670603
Rv2173,65.07431641,76.61801019,37.65336119,39.2668359,108.6724172,55.47200021
Rv2174,50.38011593,59.41804872,58.40113164,76.74881563,42.33990282,71.78729439
Rv2176,26.23964371,26.58175864,27.66369393,0,39.51724263,32.63058836
Rv2178c,300.1815241,381.5264181,371.1545603,223.1070222,475.6182417,298.5698835
Rv2187,59.82638767,40.65445439,33.04274553,39.2668359,11.29064075,37.52517661
Rv2192c,31.48757246,43.78172011,40.72710496,121.3702201,46.5738931,29.36752952
Rv2193,294.9335953,217.3449677,308.9112489,187.4098986,193.3522229,278.9915305
Rv2194,230.9088647,167.3087161,249.7416814,305.2104063,345.775873,194.1520007
Rv2195,487.0077873,331.4901665,497.1780549,323.0589681,558.8867172,433.9868252
Rv2196,641.2968924,675.489396,624.7384213,615.7753812,595.5812997,371.9887073
Rv2198c,51.42970168,57.85441586,46.10615656,48.19111679,100.2044367,37.52517661
Rv2200c,248.7518224,228.2903977,222.8464234,139.2187818,258.2734072,350.7788249
Rv2201,20.99171497,40.65445439,37.65336119,0,22.5812815,68.52423555
Rv2207,70.32224515,67.23621302,51.48520816,37.48197973,55.04187367,57.10352963
Rv2208,20.99171497,25.01812578,19.97933451,67.82453474,8.467980564,42.41976487
Rv2210c,125.9502898,70.36347875,82.9910818,119.5853639,149.60099,13.05223534
Rv2211c,47.23135868,50.03625155,39.95866902,33.91226737,50.80788338,44.05129428
Rv2213,54.57845892,79.74527591,41.4955409,167.7764807,80.44581536,48.94588254
Rv2214c,128.0494613,134.472426,129.8656743,208.8281728,175.0049317,106.0494122
Rv2215,163.7353768,157.926919,169.0559074,155.2824874,285.088679,246.3609421
Rv2217,100.7602319,92.2543388,79.91733803,171.346193,88.91379592,176.2051771
Rv2218,86.06603138,73.49074447,84.52795369,174.9159054,173.5936016,81.5764709
Rv2220,111.2560893,76.61801019,90.67544123,153.4976313,114.3177376,133.7854123
Rv2221c,233.0080362,267.3812192,206.7092686,446.2140444,169.3596113,316.5167071
Rv2222c,384.148384,247.053992,358.8595852,490.8354488,268.1527179,256.1501186
Rv2224c,334.8178538,264.2539535,301.2268895,371.2500849,259.6847373,267.5708245
Rv2225,59.82638767,98.50887025,96.82292877,160.637056,49.39655329,88.10258857
Rv2231c,12.59502898,35.9635558,13.06341102,32.12741119,49.39655329,35.89364719
Rv2232,19.94212922,9.381797166,32.27430959,62.46996621,11.29064075,92.99717682
Rv2234,4.198342994,4.690898583,14.60028291,0,42.33990282,9.789176508
Rv2236c,7.34710024,14.07269575,6.915923484,16.0637056,8.467980564,0
Rv2238c,28.33881521,21.89086005,18.44246262,0,8.467980564,44.05129428
Rv2241,264.4956086,270.508485,298.9215817,349.8318108,282.2660188,293.6752952
Rv2243,170.0328913,107.8906674,102.9704163,119.5853639,136.8990191,117.4701181
Rv2245,242.4543079,254.8721563,178.2771387,41.05169208,88.91379592,102.7863533
Rv2246,199.4212922,156.3632861,162.9084198,42.83654826,142.5443395,119.1016475
Rv2247,531.0903888,506.617047,421.1028966,424.7957702,350.0098633,296.9383541
Rv2249c,11.54544323,0,6.147487541,0,14.11330094,0
Rv2266,156.3882765,143.8542232,225.1517312,123.1550762,142.5443395,176.2051771
Rv2268c,11.54544323,1.563632861,4.610615656,0,8.467980564,0
Rv2270,0,0,5.379051598,0,0,22.84141185
Rv2281,30.43798671,31.27265722,36.88492525,37.48197973,2.822660188,34.26211778
Rv2284,75.5701739,101.636136,69.15923484,165.9916245,97.38177649,91.3656474
Rv2287,35.68591545,18.76359433,23.82151422,0,29.63793197,0
Rv2289,47.23135868,29.70902436,49.17990033,55.3305415,86.09113573,76.68188264
Rv2290,26.23964371,29.70902436,21.51620639,103.5216583,40.92857273,0
Rv2291,234.0576219,311.1629393,192.8774216,117.8005077,158.0689705,117.4701181
Rv2299c,108.1073321,107.8906674,117.5706992,60.68511003,184.8842423,86.47105915
Rv2301,8.396685988,25.01812578,9.989667254,0,14.11330094,42.41976487
Rv2316,2.099171497,3.127265722,0,0,0,35.89364719
Rv2317,1.049585749,0,0,0,0,0
Rv2318,10.49585749,28.1453915,14.60028291,0,28.22660188,6.526117672
Rv2320c,36.7355012,26.58175864,26.12682205,82.10338416,23.9926116,3.263058836
Rv2321c,8.396685988,0,5.379051598,0,12.70197085,16.31529418
Rv2322c,25.19005797,20.32722719,16.90559074,21.41827413,8.467980564,42.41976487
Rv2328,165.8345483,117.2724646,145.2343932,164.2067683,222.9901549,168.04753
Rv2329c,247.7022367,215.7813348,168.2874714,251.664721,170.7709414,66.89270613
Rv2330c,12.59502898,14.07269575,9.989667254,32.12741119,22.5812815,0
Rv2332,107.0577464,59.41804872,129.8656743,133.8642133,73.38916489,106.0494122
Rv2333c,53.52887318,28.1453915,23.05307828,12.49399324,5.645320376,3.263058836
Rv2334,90.26437438,117.2724646,102.2019804,80.31852798,38.10591254,106.0494122
Rv2335,52.47928743,79.74527591,34.57961742,74.96395945,53.63054357,48.94588254
Rv2338c,19.94212922,6.254531444,17.67402668,0,59.27586395,0
Rv2339,51.42970168,37.52718866,41.4955409,112.4459392,50.80788338,60.36658846
Rv2340c,83.96685988,85.99980736,106.812596,117.8005077,97.38177649,16.31529418
Rv2341,0,10.94543003,3.842179713,0,0,0
Rv2343c,117.5536038,129.7815275,115.2653914,103.5216583,87.50246583,177.8367066
Rv2344c,56.67763042,35.9635558,20.74777045,146.3582065,32.46059216,16.31529418
Rv2346c,25.19005797,17.19996147,56.09582381,46.40626061,42.33990282,0
Rv2347c,26.23964371,21.89086005,19.97933451,0,28.22660188,13.05223534
Rv2349c,9.446271737,14.07269575,11.52653914,0,28.22660188,9.789176508
Rv2350c,13.64461473,12.50906289,19.97933451,82.10338416,14.11330094,17.9468236
Rv2351c,0,21.89086005,6.915923484,0,32.46059216,0
Rv2352c,13.64461473,0,3.07374377,51.76082915,0,0
Rv2353c,197.3221207,106.3270346,228.225475,89.24280887,149.60099,274.0969422
Rv2356c,53.52887318,31.27265722,45.33772061,67.82453474,107.2610871,42.41976487
Rv2357c,22.04130072,45.34535297,19.97933451,5.354568532,0,68.52423555
Rv2358,102.8594034,89.12707308,97.59136471,10.70913706,21.16995141,50.57741196
Rv2359,25.19005797,39.09082153,46.8745925,17.84856177,25.40394169,53.84047079
Rv2363,23.09088647,14.07269575,9.221231311,3.569712355,0,19.57835302
Rv2368c,341.1153683,395.5991138,413.4185371,356.9712355,342.9532128,285.5176481
Rv2371,0,0,0,0,0,0
Rv2373c,1031.742791,813.0890877,1131.137708,464.0626061,697.1970664,492.7218842
Rv2374c,173.1816485,215.7813348,184.4246262,64.25482239,237.1034558,190.8889419
Rv2376c,144.8428333,236.108562,172.1296511,151.7127751,206.0541937,133.7854123
Rv2377c,18.89254347,25.01812578,6.915923484,0,0,3.263058836
Rv2378c,218.3138357,312.7265722,238.2151422,198.1190357,177.8275918,128.890824
Rv2379c,1352.91603,1457.305826,1400.858723,751.4244507,731.0689887,639.5595318
Rv2380c,2200.981315,2245.376788,1907.25801,992.3800346,859.5000272,571.0352963
Rv2381c,1681.436369,1882.613965,1304.035795,1022.72259,503.8448436,554.7200021
Rv2382c,710.5695518,587.9259557,545.5895193,165.9916245,172.1822715,185.9943536
Rv2383c,2078.179782,2329.812963,1775.855463,788.9064304,554.6527269,608.5604729
Rv2384,141.6940761,79.74527591,108.3494679,48.19111679,42.33990282,16.31529418
Rv2385,12.59502898,12.50906289,13.06341102,0,0,35.89364719
Rv2386c,467.0656581,483.1625541,535.599852,107.0913706,158.0689705,203.9411772
Rv2388c,106.0081606,62.54531444,123.7181868,207.0433166,214.5221743,239.8348244
Rv2389c,41.98342994,26.58175864,38.42179713,35.69712355,32.46059216,141.9430594
Rv2392,68.22307366,82.87254163,59.16956758,53.54568532,60.68719404,29.36752952
Rv2393,69.2726594,53.16351728,59.16956758,76.74881563,97.38177649,48.94588254
Rv2394,114.4048466,126.6542617,88.3701334,121.3702201,84.67980564,110.9440004
Rv2396,668.5861218,589.4895886,656.244295,353.4015231,445.9803097,478.0381195
Rv2397c,123.8511183,104.7634017,99.1282366,180.2704739,105.849757,48.94588254
Rv2398c,31.48757246,50.03625155,54.55895193,46.40626061,121.3743881,34.26211778
Rv2399c,41.98342994,10.94543003,58.40113164,44.62140444,56.45320376,127.2592946
Rv2400c,126.9998756,111.0179331,112.1916476,132.0793571,138.3103492,92.99717682
Rv2403c,38.8346727,23.45449292,36.88492525,0,33.87192226,26.10447069
Rv2404c,87.11561713,87.56344022,77.6120302,151.7127751,81.85714545,68.52423555
Rv2408,0,0,0.768435943,0,0,0
Rv2412,27.28922946,17.19996147,9.989667254,96.38223358,22.5812815,0
Rv2416c,14.69420048,7.818164305,17.67402668,0,0,0
Rv2419c,27.28922946,101.636136,31.50587365,0,31.04926207,78.31341206
Rv2421c,29.38840096,59.41804872,19.97933451,0,0,65.26117672
Rv2427c,126.9998756,215.7813348,171.3612152,239.1707278,131.2536987,114.2070593
Rv2428,31.48757246,12.50906289,25.35838611,16.0637056,12.70197085,29.36752952
Rv2429,16.79337198,29.70902436,15.36871885,39.2668359,11.29064075,96.26023566
Rv2430c,432.4293284,569.1623614,643.180884,505.1142982,584.2906589,660.7694143
Rv2431c,118.6031896,109.4543003,119.1075711,89.24280887,62.09852414,171.3105889
Rv2436,12.59502898,32.83629008,35.34805336,3.569712355,77.62315517,1.631529418
Rv2438c,255.0493369,134.472426,162.9084198,212.3978851,320.3719313,267.5708245
Rv2439c,33.58674395,57.85441586,36.1164893,0,31.04926207,27.7360001
Rv2441c,19.94212922,12.50906289,14.60028291,16.0637056,0,6.526117672
Rv2442c,44.08260144,1.563632861,29.20056582,21.41827413,62.09852414,22.84141185
Rv2443,50.38011593,51.59988441,87.60169746,0,70.5665047,60.36658846
Rv2444c,1696.13057,1723.123413,1827.340672,1908.011254,1826.261142,1796.313889
Rv2447c,144.8428333,140.7269575,102.2019804,42.83654826,152.4236502,166.4160006
Rv2448c,213.065907,206.3995377,166.7505995,326.6286805,206.0541937,272.4654128
Rv2450c,18.89254347,31.27265722,21.51620639,94.5973774,112.9064075,0
Rv2453c,91.31396012,121.9633632,72.23297861,82.10338416,8.467980564,84.83952973
Rv2457c,747.305053,773.9982662,871.4063589,810.3247045,839.7414059,907.1303564
Rv2458,19.94212922,14.07269575,13.06341102,14.27884942,22.5812815,0
Rv2460c,324.3219963,193.8904748,307.374377,201.688748,142.5443395,378.514825
Rv2462c,328.5203393,343.9992294,443.3875389,321.2741119,358.4778439,629.7703553
Rv2463,50.38011593,34.39992294,69.15923484,37.48197973,53.63054357,86.47105915
Rv2467,99.71064611,114.1451989,102.2019804,132.0793571,87.50246583,140.3115299
Rv2470,33.58674395,62.54531444,76.07515832,28.55769884,59.27586395,16.31529418
Rv2471,176.3304058,170.4359819,207.4777045,132.0793571,112.9064075,166.4160006
Rv2476c,653.8919213,580.1077914,572.4847773,622.9148059,692.9630762,587.3505905
Rv2482c,143.7932476,82.87254163,134.47629,92.81252123,111.4950774,114.2070593
Rv2485c,5.247928743,10.94543003,11.52653914,0,0,6.526117672
Rv2486,37.78508695,40.65445439,26.12682205,112.4459392,39.51724263,19.57835302
Rv2487c,2.099171497,0,10.7581032,28.55769884,0,13.05223534
Rv2490c,19.94212922,12.50906289,9.221231311,0,8.467980564,6.526117672
Rv2493,66.12390216,64.1089473,84.52795369,108.8762268,121.3743881,53.84047079
Rv2494,30.43798671,20.32722719,47.64302844,0,11.29064075,50.57741196
Rv2498c,78.71893114,42.21808725,63.01174729,123.1550762,25.40394169,24.47294127
Rv2500c,175.28082,228.2903977,211.3198842,215.9675975,230.0468053,215.3618832
Rv2501c,124.9007041,159.4905518,165.2137277,248.0950087,152.4236502,208.8357655
Rv2502c,60.87597342,68.79984589,102.9704163,105.3065145,93.1477862,75.05035322
Rv2503c,59.82638767,68.79984589,39.19023307,58.90025385,5.645320376,40.78823545
Rv2504c,74.52058815,71.92711161,99.1282366,110.661083,56.45320376,65.26117672
Rv2505c,6.297514491,18.76359433,20.74777045,44.62140444,0,16.31529418
Rv2511,26.23964371,6.254531444,19.21089857,48.19111679,0,13.05223534
Rv2519,256.0989226,257.9994221,201.330217,169.5613369,334.4852323,254.5185892
Rv2521,27.28922946,25.01812578,24.58995016,24.98798648,38.10591254,0
Rv2523c,10.49585749,17.19996147,22.28464234,78.53367181,45.16256301,9.789176508
Rv2524c,654.9415071,725.5256475,514.8520816,879.9340955,558.8867172,376.8832955
Rv2526,22.04130072,7.818164305,19.97933451,0,12.70197085,16.31529418
Rv2527,11.54544323,0,19.21089857,0,8.467980564,0
Rv2528c,0,0,0,0,0,0
Rv2530A,6.297514491,12.50906289,3.07374377,10.70913706,0,13.05223534
Rv2530c,18.89254347,6.254531444,21.51620639,46.40626061,0,0
Rv2534c,61.92555916,76.61801019,67.62236295,107.0913706,43.75123291,107.6809416
Rv2535c,132.2478043,168.872349,171.3612152,99.95194594,275.2093683,194.1520007
Rv2537c,29.38840096,23.45449292,11.52653914,0,18.34729122,0
Rv2538c,113.3552608,123.526996,104.5072882,207.0433166,70.5665047,156.6268241
Rv2539c,43.03301569,39.09082153,57.6326957,0,62.09852414,89.73411799
Rv2540c,222.5121787,259.5630549,165.2137277,214.1827413,132.6650288,218.624942
Rv2543,0,0,2.305307828,0,14.11330094,0
Rv2544,2.099171497,0,6.915923484,0,0,0
Rv2545,0,0,1.536871885,0,0,0
Rv2546,0,0,3.07374377,0,11.29064075,0
Rv2547,18.89254347,21.89086005,0,0,28.22660188,0
Rv2548,3.148757246,3.127265722,5.379051598,3.569712355,0,0
Rv2549c,0,0,2.305307828,0,0,0
Rv2550c,4.198342994,3.127265722,12.29497508,0,8.467980564,0
Rv2552c,57.72721617,95.38160452,69.92767078,89.24280887,55.04187367,97.89176508
Rv2555c,1325.6268,1441.669498,1379.342517,1563.534011,1596.214336,1421.062123
Rv2564,32.53715821,35.9635558,29.96900176,0,52.21921348,13.05223534
Rv2572c,46.18177294,37.52718866,44.56928467,80.31852798,79.03448526,73.41882381
Rv2580c,92.36354587,111.0179331,113.7285195,239.1707278,103.0270969,143.5745888
Rv2582,12.59502898,0,23.82151422,0,9.879310658,52.20894137
Rv2583c,411.4376134,395.5991138,487.9568236,671.1059227,534.8941056,478.0381195
Rv2584c,244.5534794,162.6178175,195.1827294,210.6130289,132.6650288,249.6240009
Rv2586c,194.1733635,142.2905904,194.4142935,167.7764807,364.1231643,159.889883
Rv2587c,294.9335953,281.453915,263.5735283,189.1947548,352.8325235,283.8861187
Rv2588c,40.93384419,34.39992294,60.70643947,48.19111679,66.33251442,109.312471
Rv2589,80.81810264,43.78172011,77.6120302,76.74881563,94.5591163,58.73505905
Rv2590,5363.383175,4676.825887,5164.65797,4092.675215,4416.051864,4569.9139
Rv2591,341.1153683,414.3627082,329.6590194,399.8077837,465.738931,357.3049425
Rv2592c,68.22307366,18.76359433,36.88492525,87.45795269,64.92118432,60.36658846
Rv2593c,40.93384419,54.72715014,46.10615656,37.48197973,21.16995141,22.84141185
Rv2594c,112.3056751,192.3268419,104.5072882,117.8005077,118.5517279,115.8385887
Rv2595,12.59502898,40.65445439,45.33772061,0,0,0
Rv2596,8.396685988,15.63632861,10.7581032,0,22.5812815,9.789176508
Rv2601,9.446271737,0,3.07374377,33.91226737,0,14.68376476
Rv2601A,26.23964371,29.70902436,41.4955409,0,33.87192226,19.57835302
Rv2602,23.09088647,14.07269575,53.02208004,16.0637056,38.10591254,96.26023566
Rv2604c,32.53715821,25.01812578,16.1371548,39.2668359,87.50246583,11.42070593
Rv2605c,40.93384419,59.41804872,44.56928467,76.74881563,64.92118432,0
Rv2606c,102.8594034,111.0179331,66.85392701,48.19111679,122.7857182,13.05223534
Rv2607,8.396685988,12.50906289,13.83184697,0,0,0
Rv2608,18.89254347,21.89086005,10.7581032,0,36.69458244,61.99811788
Rv2610c,48.28094443,42.21808725,31.50587365,73.17910327,62.09852414,71.78729439
Rv2612c,27.28922946,9.381797166,13.83184697,0,0,0
Rv2614c,81.86768839,87.56344022,56.86425975,85.67309652,136.8990191,79.94494148
Rv2615c,34.6363297,32.83629008,38.42179713,0,5.645320376,96.26023566
Rv2626c,985.5610179,706.7620532,782.2677896,346.2620984,300.61331,455.1967076
Rv2634c,15.74378623,9.381797166,3.842179713,0,36.69458244,6.526117672
Rv2641,579.3713332,661.4167002,661.6233466,671.1059227,873.6133282,894.078121
Rv2643,244.5534794,239.2358277,298.1531457,274.8678513,256.8620771,391.5670603
Rv2667,19.94212922,59.41804872,9.221231311,0,0,19.57835302
Rv2671,12.59502898,34.39992294,12.29497508,14.27884942,18.34729122,29.36752952
Rv2673,26.23964371,4.690898583,20.74777045,0,55.04187367,34.26211778
Rv2674,52.47928743,15.63632861,62.24331135,82.10338416,40.92857273,58.73505905
Rv2677c,92.36354587,132.9087932,67.62236295,53.54568532,93.1477862,182.7312948
Rv2678c,89.21478863,56.290783,60.70643947,214.1827413,124.1970483,61.99811788
Rv2679,64.02473066,51.59988441,43.03241279,101.7368021,52.21921348,50.57741196
Rv2682c,379.950041,272.0721178,426.4819482,323.0589681,443.1576495,409.5138839
Rv2684,56.67763042,15.63632861,69.15923484,51.76082915,104.438427,89.73411799
Rv2685,78.71893114,43.78172011,55.32738787,0,49.39655329,42.41976487
Rv2691,37.78508695,32.83629008,23.82151422,107.0913706,33.87192226,66.89270613
Rv2692,23.09088647,21.89086005,23.05307828,0,28.22660188,11.42070593
Rv2697c,70.32224515,37.52718866,57.6326957,73.17910327,67.74384451,107.6809416
Rv2701c,9.446271737,15.63632861,11.52653914,0,42.33990282,9.789176508
Rv2702,38.8346727,31.27265722,45.33772061,76.74881563,66.33251442,16.31529418
Rv2703,682.2307366,634.8349416,713.8769907,737.1456013,776.2315517,804.344003
Rv2710,5158.713954,4240.572319,5863.934678,3102.080036,3337.795672,4387.182605
Rv2711,850.1644563,684.8711931,834.5214337,672.8907789,515.1354843,499.2480019
Rv2713,467.0656581,555.0896657,597.0747274,472.986887,400.8177467,342.6211778
Rv2718c,76.61975964,100.0725031,74.53828643,128.5096448,63.50985423,190.8889419
Rv2720,246.6526509,539.4533371,209.0145764,453.3534691,395.1724263,316.5167071
Rv2724c,114.4048466,85.99980736,129.8656743,98.16708976,134.0763589,264.3077657
