ID_REF,t0h.rep1,t0h.rep2,t0h.rep3,d1.rep1,d1.rep2,d1.rep3,d2.rep1,d2.rep2,d2.rep3,d3.rep1,d3.rep2,d3.rep3,d5.rep1,d5.rep2,d5.rep3,d7.rep1,d7.rep2,d7.rep3,d8.rep1,d8.rep2,d8.rep3
Rv0427c,9.511798029,9.386109277,9.367004852,9.461810498,9.235236191,9.206792511,8.086301664,8.540329877,8.4867852,8.383518344,8.074608329,7.661555419,9.7665181,8.097586998,9.253770647,8.893464983,8.551803848,9.442323626,9.976045834,9.752102988,10.22778142
Rv0428c,9.2916738,8.836199467,9.167287825,7.739147174,7.73005631,8.433524644,7.649624341,7.845719248,7.944339117,7.136162395,6.655972823,6.515152699,7.778376373,7.178817798,8.066875245,7.289893931,7.219884,7.015221323,9.426488986,8.721104689,8.768336812
Rv0429c,10.67251558,10.33971805,10.21354619,8.204670989,9.189565816,8.199652435,8.889627519,9.411499591,7.821538338,7.050964868,8.63834721,8.348645113,9.418275615,9.258870072,9.285837704,7.497370371,10.00564061,8.14574119,11.56702751,10.76146081,11.4892583
Rv0430,10.58461235,10.42322038,10.40164985,9.936202251,10.25367445,8.938727978,10.50186071,11.03919829,10.3400552,11.02211863,10.75336826,10.64624558,11.88446641,10.88149406,10.61637633,9.898730766,9.489509892,10.6351547,11.72832706,11.37166145,12.0179368
Rv0431,11.44803001,11.04945199,11.00210681,10.44213136,9.972366508,8.902579033,10.80739899,11.70473027,10.11394242,10.6867184,10.42235215,10.06186586,10.94628807,11.19081751,10.92432837,9.541335761,9.208702431,10.82470703,11.68930043,11.34597242,11.88020783
Rv0432,12.35537133,11.90335209,12.35477739,11.75728028,11.20168637,11.46937118,11.68792436,12.45667281,11.36518158,10.59245279,12.00138546,10.71756717,11.59235943,10.84852837,11.55012125,10.64215847,11.51366864,11.34452921,12.97346832,12.64090165,13.12462849
Rv0433,12.36193769,11.83529207,12.26200468,9.768714857,9.675769319,9.973479715,10.65675262,11.33937074,9.219861651,9.738098526,10.15254902,9.520208368,10.46544259,10.4764093,10.47692425,9.146120451,9.150147712,10.02614756,12.87360729,12.09147589,12.76839551
Rv0434,12.49536407,12.04697677,12.35647214,11.45183514,10.98552298,11.45355192,10.63703148,10.12500976,10.75038389,10.78092208,10.62447011,10.98956464,9.933477235,11.68564393,10.11081698,11.04560131,11.23718345,10.94128126,12.50259616,11.58146041,12.07234727
Rv0435c,11.2064022,10.6679391,11.04960464,10.26777617,10.38197085,11.30980554,9.22024166,9.064744821,9.441246446,8.587095624,8.380369852,9.307978595,8.657872596,9.26020909,8.868009317,8.948516797,8.670908687,9.002712419,9.498887413,9.287245895,9.034583705
Rv0436c,11.27204102,10.32441249,11.33526484,9.517983877,10.09153625,10.06397971,9.654662267,10.23287802,10.07943408,9.433570446,9.231497852,9.682099366,10.34955913,9.622880094,9.440726485,8.518325616,8.93445589,8.702725322,10.39782938,10.89012357,10.48224458
Rv0437c,10.46861979,10.16485226,10.25762223,9.922004396,10.58708356,10.16191584,9.80328057,9.729576929,10.64446242,9.202262952,10.52649219,9.601218296,9.48007289,9.714323078,8.615452756,10.30093717,10.21869722,9.963493832,9.856259283,9.742548614,9.510331097
Rv0438c,8.243123796,8.092716381,8.205712818,8.265801698,7.752855983,9.053696344,7.494395828,8.025166367,7.521195295,7.403027475,8.047896271,7.546394523,7.715986014,7.341436798,7.960993443,7.278583544,8.12362925,7.942494675,7.878853845,7.676219688,7.691222214
Rv0439c,9.311888329,9.09966596,9.114155645,8.789608788,8.773458687,9.094756305,9.332471646,11.2979584,8.465219912,7.765241404,8.296250207,7.400361257,9.182724621,9.635990139,8.4481543,7.962195158,7.11939931,7.951020161,10.18903223,9.738273154,9.323155698
Rv0440,13.99459844,13.719663,13.98800978,14.01000098,13.4386613,13.42955468,14.74279496,14.74293784,14.64586948,14.29074132,14.49281075,14.37602986,14.1407791,14.25007376,14.32819014,14.38302242,14.20506404,14.08789663,14.47215593,14.64506077,14.01316862
Rv0441c,10.90455693,10.75363856,10.82034293,10.6380151,10.83633676,10.97936363,12.00082987,12.20658746,11.82820796,11.35439153,11.17740335,11.58548443,11.82132882,11.47369799,12.16923,10.74238554,11.65488778,11.00245894,11.05097028,11.75500935,11.85568379
Rv0442c,9.632389144,9.775196655,9.998750502,9.646871984,10.02175006,9.582317884,10.66664015,10.3858083,10.23620626,10.61449175,9.423082681,10.2866507,9.546759025,10.37552808,10.1635365,9.754602832,10.09224985,9.79444431,9.400639721,8.398352551,9.391481615
Rv0443,11.83026043,11.4712586,11.63931991,11.00678059,11.19874273,10.73333339,10.41131059,10.92213271,10.32774106,10.0602334,11.13852355,10.18090021,9.042001599,10.35281825,9.794282742,10.69485232,10.54996534,10.71180197,11.3489305,11.0963374,11.37986044
Rv0444c,10.91052242,10.41866119,10.80807283,9.813059313,9.728968193,9.551714823,9.418067262,9.147729123,9.440581606,9.154229,9.646659833,9.651995132,10.41815016,9.363828888,9.677390211,8.783983416,9.335147702,8.745921379,11.33075159,10.29425041,11.17924232
Rv0445c,10.66958024,10.45404865,9.900790028,9.971517337,9.803084101,9.74648465,9.927652274,10.5580451,9.557812491,10.16960316,10.20182908,9.788164921,11.24673873,9.31565096,11.2320918,8.806281208,9.031079104,10.15394582,11.51253367,11.33610729,11.69427076
Rv0446c,10.75985992,10.41260276,10.56369035,7.975338576,9.624471413,8.905121258,8.51950752,8.65376387,8.744724374,8.39027655,8.784165103,7.976244439,8.917998691,9.728390638,8.879225107,8.477970816,9.015837879,9.001187498,10.72746381,10.15722101,10.63651453
Rv0447c,7.148426074,6.973334614,7.047373369,6.932874727,7.08085811,7.02257616,6.678485338,6.444160801,6.864156087,6.74571652,7.168638189,6.962776223,6.851794124,6.848485954,6.700020812,6.74770972,6.737927088,6.775443161,6.838212011,6.769443772,7.181452888
Rv0448c,6.917520898,7.505658091,7.064157823,7.601097563,8.02731168,7.779406891,7.369226794,7.108787159,7.908406905,8.644764505,8.372049773,7.997159821,7.607007258,8.195221188,7.584057855,8.670870724,8.472065445,8.304791912,7.398823597,8.038062659,7.285548951
Rv0449c,7.637982062,7.677872733,7.60052489,8.062186032,8.070672981,8.666216584,7.983867891,7.722855234,7.592599427,7.945073381,7.926911795,7.84423071,8.15247536,8.132771459,7.982107182,8.054667939,8.226493712,8.218501385,7.742593214,7.811025257,8.164564309
Rv0450c,10.95088329,10.59097978,10.55935352,10.02427955,9.589266804,8.744041852,10.84596912,12.31664117,9.385903089,10.77465978,10.93062683,9.883117805,10.57946263,10.4082288,10.01004167,9.695279251,9.222400196,10.63729443,11.87253379,12.02337764,12.2996016
Rv0451c,10.36216199,10.1111203,9.746618175,10.17897707,8.486172308,7.712867307,12.33758102,13.30585439,10.15956997,11.71163458,12.26958537,11.14373484,12.9264975,10.94003145,11.66646518,11.44998767,8.299265246,9.792028703,11.56968814,11.84883914,12.45973103
Rv0452,7.509038091,7.484504048,7.591008926,8.581939769,7.832679912,8.621889884,9.287462399,10.6765338,8.207282926,9.449175126,8.516372485,8.488118623,10.16913067,8.365465841,9.519364048,9.341297561,9.867506699,10.4569929,9.632905556,9.163967023,9.950072477
Rv0453,7.000440376,7.308230471,7.170592192,7.742402092,7.52706065,8.270455763,7.507600881,7.366995992,7.634248176,8.386941048,7.696060176,7.77052359,7.565503089,7.198941871,7.982902758,8.366142832,7.672238997,8.31528521,7.657043704,7.072750958,7.477892296
Rv0454,8.272012085,8.060229739,8.016549607,9.881818258,8.917842963,9.152993957,10.46784729,10.94179495,10.71877099,9.384654667,9.461421929,9.080082325,10.34300611,9.098116951,10.43625891,9.72324734,9.522732633,9.164168332,8.9344425,10.61034772,10.38659053
Rv0455c,12.48443183,12.27196722,12.21935349,11.80738578,11.34658709,9.793719256,12.02094346,12.73447741,11.31539066,12.6165782,12.42916705,12.01440126,13.86055223,12.46570024,12.6664625,11.73478049,11.59546657,12.8578506,13.0771297,12.97786345,13.52972027
Rv0456A,7.432238378,6.894541536,7.366644007,7.568625143,7.616870351,7.081311158,7.923926495,7.722379516,7.985393897,7.907306112,7.568435277,8.498322859,8.038714925,8.202162137,7.954329808,8.373177537,8.382698488,8.329221391,7.533383812,7.762858092,8.85892616
Rv0456c,7.687637089,7.811336969,7.511987037,8.825117225,8.255448307,8.380389626,7.909812187,7.855733381,7.738664018,9.335011032,8.479706089,8.754938537,8.13669221,7.79972312,7.688214445,7.924992667,8.27550738,7.936281147,8.586991852,7.96982136,8.409470639
Rv0457c,7.99145061,7.955269187,7.563347445,7.848327695,8.03688954,8.187927203,8.074355126,7.976334714,7.973463153,8.001828409,8.239858897,8.551678699,8.885910486,8.672408749,9.302802181,8.315033676,8.916028704,8.744717001,9.94531833,9.035548187,9.911822157
Rv0458,11.88432042,11.36511654,11.53535949,11.41736591,11.48236119,11.6637565,9.749056077,9.75277489,9.485697026,8.291665061,9.347597813,9.445007863,9.637235232,8.798093319,8.886981744,9.415281558,9.047609651,8.833212979,8.63172657,7.679632987,7.772040277
Rv0459,12.14405432,11.2443682,11.9308136,11.23921197,11.20307294,11.48839465,9.252701258,9.241391008,9.486021924,8.792617155,10.34142753,8.737255931,7.021838999,7.626623849,9.19411753,10.26707471,9.050772934,9.788184874,8.956176793,6.864459189,7.483604725
Rv0460,12.08952417,10.95066232,11.82111764,11.53433672,11.3515648,11.81176358,11.59385572,11.15236387,11.20894333,11.56849855,11.59557117,11.53839609,11.42861472,8.805038903,11.63967411,11.92558268,11.65446706,12.21515445,12.2061278,11.75643098,12.05346943
Rv0461,10.26808947,10.07287535,10.04942155,9.400567352,9.037837658,8.846991691,9.672723876,10.40529773,9.282025546,10.51924709,10.40530888,10.28464279,9.862313321,9.665763087,10.82842804,9.194074969,9.64585919,10.35645162,11.4480664,11.53975133,11.69554602
Rv0462,12.46793189,12.21066156,12.1383581,11.70816933,11.51110798,10.13315057,12.50542769,12.69902889,11.89177348,12.37417704,12.44739584,12.05037993,12.38514178,12.25567725,12.40677575,11.9097128,11.77976912,12.34194908,13.34788357,13.16234049,13.3675149
Rv0463,12.79347773,12.28975748,12.99236254,11.81814503,11.53759224,12.80375227,12.71463598,12.40159285,12.38767675,12.15102773,12.2881088,13.13376597,12.89095424,12.00822656,13.21927486,11.76436013,12.61045781,12.6880136,13.52033138,13.10451896,13.45160508
Rv0464c,11.3821976,10.49862709,11.04602289,9.622189343,9.325051099,8.920286439,12.00021069,12.34762764,10.62599431,11.53948942,11.36138657,10.20221073,12.58530134,10.48610956,11.60581048,11.52243527,9.896026397,11.89882567,12.37569714,12.25875308,12.83093644
Rv0465c,7.33529927,6.919937872,7.179813449,9.523554274,8.111206734,8.295866098,12.05720145,13.25281391,10.18696127,10.97128331,11.4643422,10.64352934,12.68630434,9.620087454,10.69239536,11.91837166,9.595222849,9.211331132,9.464592457,9.058455151,9.259970353
Rv0466,11.63939095,11.48359795,11.31179647,10.91111327,10.63960881,10.17031438,11.57552229,11.17205506,10.86714098,12.00709587,12.15324486,11.37624358,12.61352817,12.22476906,12.47402349,11.19886264,11.95816329,11.87651331,13.21450189,12.92956911,13.45284768
Rv0467,11.01091055,10.41436359,10.95279819,12.1516403,12.4937309,11.54497791,12.05255711,12.39019853,11.7544654,11.10593704,11.89182413,10.80109946,12.86668815,10.99751368,11.77262033,11.88673271,12.03555758,12.6176322,12.17644226,11.84247811,11.99787646
Rv0468,10.2176163,9.715093107,10.03477016,10.22902286,9.462735326,9.090841813,10.27632573,10.48484749,9.128511836,9.538418122,10.60324051,8.872185252,10.31509896,9.763141582,10.87565864,9.899254879,9.712989092,11.43102331,11.43430315,11.24457148,11.81638038
Rv0469,12.21318055,11.834295,11.74161813,11.61839626,9.553278553,8.85073737,12.01369946,12.2116301,10.49947307,12.4741097,12.09580694,11.52828998,13.5901761,11.892736,12.47004446,11.78710259,11.22871926,13.11581998,13.03771449,12.80677788,13.56891534
Rv0470A,9.432748927,9.412217926,9.30399995,8.929311446,7.844356613,9.004049917,10.46552528,9.242999579,10.03130135,10.15568453,9.800267454,11.32274223,7.998450037,9.566524752,10.1349721,11.42221502,8.879189263,10.90290367,9.131278731,8.192213484,9.31867157
Rv0470c,12.9506617,12.59087072,12.73434068,11.92596588,11.26469722,10.7951665,12.45500309,12.74525258,11.30327667,12.47215061,12.51729048,12.11375355,12.89636203,12.56474362,12.78740368,12.1181839,11.98109495,12.69631718,13.02911935,13.11246637,13.42270113
Rv0471c,11.43525374,11.32529487,11.39972101,10.50463302,10.25065681,10.87840452,11.54654456,11.44813763,10.85970957,10.09270971,10.36749713,10.38408325,11.66897719,11.3670218,11.59237418,10.77272321,10.47408619,10.33323429,11.33427362,10.29184885,11.408997
Rv0472c,11.655143,11.42965749,11.03603285,11.00434636,10.39855546,10.04690176,11.49959544,11.68215526,10.63220916,11.42677508,11.05201206,11.19612707,11.51507503,10.76523432,11.29008111,10.26639245,10.37053965,11.1584469,11.19727289,11.03686816,11.63288055
Rv0473,10.6685394,10.8049776,10.38792872,9.623874729,10.1203714,10.0382911,10.09207356,9.085949906,9.578736421,9.938213285,9.191658961,10.33512368,10.06162055,10.18266253,10.11765226,10.61152404,9.721396564,10.27858743,9.453514985,8.764871972,9.621456683
Rv0474,10.86432363,10.4228276,10.72027478,10.75880062,9.873523151,9.324973214,12.77665576,13.17366885,11.69256995,12.29865158,12.93814762,11.88270776,13.04316069,12.11072892,12.52384284,12.37391013,11.69365533,12.22207437,10.46558744,10.7124668,11.12227615
Rv0475,12.34012881,11.98792738,12.38545881,12.31289883,12.10389509,12.28388945,12.86017729,13.00088159,12.54024117,12.27886953,12.66911412,12.5915663,13.50358794,12.29772412,12.62496354,11.89893926,12.58263219,12.13950523,12.28052209,11.47845576,11.97294552
Rv0476,13.55903323,13.41417636,13.53930369,13.24671258,13.10657981,13.11852455,13.68866424,13.83163392,13.56321936,13.64858519,13.56624594,13.71213016,14.03340895,13.65988698,13.63266013,13.64370842,13.38998651,13.66308673,13.57587667,13.42659469,13.85795328
Rv0477,12.23170377,11.74044642,12.28920116,12.23325816,11.87628836,12.11052709,12.68468795,13.10237232,12.13752134,11.46306124,12.14381347,12.17872637,13.09339686,11.86946482,12.36943405,12.02610903,11.19425714,11.88734515,11.48748452,11.02114989,12.32236566
Rv0478,12.78952751,12.30936398,12.71417366,11.83482684,12.0857216,11.90562842,12.58916841,12.60211859,12.27806885,10.65963292,12.10530529,10.7487869,12.05835714,11.76680174,11.16745516,11.70564097,12.13818602,11.14573003,11.12359645,10.74734683,10.96455931
Rv0479c,11.48151023,11.02339848,11.12527501,10.16922009,9.202331232,9.408972572,11.1387414,11.45101961,9.971122751,11.76147413,11.6821794,11.31796865,12.40364748,11.51111946,12.32089761,11.54710424,11.95388124,12.48480919,13.29779341,13.00728166,13.43817219
Rv0480c,8.489602454,8.276544308,8.32344121,7.46328786,7.926457092,7.72278753,7.493185056,7.58828456,8.213361511,7.146159765,8.078021461,7.155257253,8.046138705,7.522464566,7.921591231,7.42072722,8.204770887,7.576866805,9.133716368,8.672553524,9.485447795
Rv0481c,8.768823845,8.562508656,8.712964719,8.17436124,8.405381904,8.62237474,7.951679526,8.599424841,7.906999099,7.869609217,8.804914596,8.153232309,9.142852948,7.963829815,8.143789214,7.696322851,7.911022434,7.728848999,8.757753952,9.041863166,9.347842333
Rv0482,7.309829379,7.759301526,7.512083978,8.593164309,8.486366967,8.180402675,7.673951827,6.795107692,8.327006001,8.622353517,8.599014767,8.241533942,8.278980009,7.804883672,8.625625593,8.480645031,8.254654068,7.994326354,8.500824986,7.793098317,8.867955437
Rv0483,12.95238172,12.66587343,12.71791152,12.44611428,12.24465662,12.07431112,12.56961918,12.85711019,11.99850797,12.23514038,12.36244338,12.15826692,13.18492529,12.41539846,12.72221966,11.91531734,12.18847795,12.2132279,13.53602405,13.16372695,13.46567725
Rv0484c,10.45402897,10.33830542,10.78207628,10.47536773,9.833830437,10.17876342,10.41585083,10.82818189,10.11083789,9.344035774,9.810417783,9.73156068,10.30170019,9.729831666,9.797072853,8.99682604,9.087073678,9.832016647,9.859691185,9.274719171,9.9121078
Rv0485,13.02026119,12.42120705,12.87170999,13.25102786,13.06014591,13.28437796,13.6590956,13.8494449,13.68997106,13.20940657,13.40632604,13.39519504,13.63807183,13.02213598,13.19469014,13.39905624,13.3742775,12.91432753,12.37270189,12.06806749,12.61390359
Rv0486,13.18476634,12.99857053,13.15821198,13.09905706,13.31146602,13.49568901,12.77969245,12.88784956,13.00155734,12.03555912,12.71554944,12.40091253,12.39742426,11.66189048,11.75627057,11.91023166,12.02157823,11.77182488,11.22362363,11.27723883,10.84015635
Rv0487,13.17426061,12.76800842,13.08113875,12.488405,12.4243685,11.93684138,12.12198508,11.50762824,12.14796496,12.01964906,12.25997421,12.08255111,12.56404381,12.09974246,12.07624166,11.36781558,12.3189607,11.52418912,11.73572832,11.55242132,11.80264687
Rv0488,6.828887511,7.110247752,7.100042824,9.206069636,8.743469393,8.45210578,9.257401632,10.04059771,8.765848016,8.827075513,9.300114989,9.066812429,9.010046209,8.777014762,9.044016323,10.76273214,9.864338981,10.46794609,7.325307861,10.42582369,7.794059727
Rv0489,11.44632918,11.00005998,11.04351494,10.52600715,10.92541284,9.117847076,10.4300126,11.08983614,10.38488049,9.34006931,10.23902715,9.942402402,10.90989286,10.95195647,10.76616219,9.516800645,9.51145451,9.944949633,10.81523958,11.10198727,10.64115069
Rv0490,12.36556672,12.00238633,12.28487014,12.10904889,12.23353018,12.28349834,12.13924334,12.23388811,11.84558352,11.78395017,11.9655664,11.82984351,12.18292165,11.36014806,11.80875682,11.73434359,11.71550136,11.68749744,11.92939827,11.35691556,11.83456726
Rv0491,12.62979893,12.34353886,12.6311329,12.48944781,12.5112757,12.42748275,12.29753845,12.27214503,12.0475941,12.43452152,12.74737421,12.18278322,12.38098276,12.07491699,12.49774193,12.39497336,12.54782434,12.4472229,12.69534071,12.60270801,12.79599857
Rv0492A,8.476901966,8.250811053,8.695278551,9.252149884,9.056756926,9.292524098,8.292428889,8.939608988,8.137871389,8.133152656,8.150575405,8.368508583,7.646199358,8.111053249,7.971440435,8.246623418,8.439866902,8.094024239,8.092221369,8.990051887,7.828276651
Rv0492c,8.574855429,8.460971142,8.774582319,8.230847513,8.422862915,8.376000132,8.087541239,7.47454332,8.71303484,8.199498056,8.027742322,8.143294603,7.781462096,7.950292772,7.79770218,7.737356282,7.818355413,7.762133441,7.62601129,7.605605861,7.327724314
Rv0493c,7.716941801,7.3833543,7.527433088,8.447246193,8.44802124,8.74207989,8.001951931,8.301775477,7.890527673,7.927719127,7.485468275,8.753712479,8.511739033,7.892916825,8.660165078,9.018011687,8.169911658,8.998315928,7.952865961,7.304712331,7.885320067
Rv0494,7.359145747,7.303965358,7.246243749,7.721739164,7.58987391,8.07552099,7.631212747,7.564518199,7.647257655,8.283221586,7.608884576,8.220582031,8.113598978,8.098318656,8.080128646,9.199946213,8.521942665,8.858040723,7.285288177,7.353255334,7.328475751
Rv0495c,12.20774034,12.11426622,11.95350168,11.55295869,11.54362221,11.49140761,12.00046581,11.7301476,11.10681509,10.80043007,11.44723275,11.22380145,12.19724091,11.18071178,11.40756621,11.39766013,10.73185071,11.1744245,11.87288589,10.91274486,11.41488107
Rv0496,10.91929064,10.64793181,10.85439247,11.01652569,11.27095037,11.18677253,11.0347305,11.04777074,10.83382195,10.28302067,11.20781392,11.09402636,10.68910298,10.90831391,11.21385888,10.72970114,10.84365579,10.64776357,11.38978143,10.69322847,11.72259207
Rv0497,11.72953606,11.20302895,11.64631257,11.61834393,11.46185699,11.90593197,11.34269951,10.81832148,10.40274832,10.18789374,11.29662764,10.06045591,10.88150451,10.33856907,10.6979537,10.44215984,10.29306412,9.979639867,11.92718296,11.46439658,11.32201749
Rv0498,10.27159944,9.626651773,9.64666773,10.28733299,9.594878659,10.93217135,8.840900002,8.796970258,8.867154057,9.170676855,9.76989516,8.380037539,8.225606488,8.271937929,8.733532872,8.500704259,7.979924955,7.832725833,9.353906983,8.776823813,9.550338842
Rv0499,10.1303608,9.727468213,9.877489988,9.20094045,9.620733025,9.853132012,8.633648706,7.36561977,9.25347745,9.446507094,9.464915076,9.843826976,8.498999038,9.139561588,9.32441284,9.36365135,9.28352291,9.536266623,9.216068519,8.503622604,8.654672469
Rv0500,10.9267767,10.65370552,10.82155683,9.314798769,8.896597758,8.855136653,10.09489036,10.1843741,9.272862767,9.61699813,9.480023506,10.04331458,9.785857886,9.976539321,10.61275634,9.598216144,9.206400248,9.613496574,10.57367201,10.10339651,10.19298776
Rv0500A,12.69311671,12.45651464,12.63570971,8.866513289,9.971057083,8.765411896,12.92763273,13.4049502,12.99139466,9.14514334,8.993581161,9.204190531,13.71576765,13.26333405,13.51524257,11.82982275,11.61493281,11.42629048,13.04621225,13.56263699,13.57630834
Rv0500B,11.03147102,12.16793057,9.66852234,12.51142535,12.057727,11.50685214,12.76600027,13.11819831,12.55437131,12.52128717,12.87110432,12.28637409,13.46646798,12.62960509,12.98213303,12.32460593,12.24673895,12.90821272,13.28618956,13.42504952,13.72249831
Rv0501,12.24920333,11.93962821,11.86462284,11.7353527,10.5138423,10.75403131,12.3696257,13.03437445,11.44006138,11.68436538,11.89243627,11.59970796,12.16010971,11.99614313,12.30948983,11.00309329,11.1608952,11.83405446,12.75958914,12.54027254,13.21189822
Rv0502,13.18815532,12.8922707,13.19687572,12.53787504,11.85455475,11.61136615,13.2724768,13.59701831,12.66785574,12.7475029,13.04643896,12.6400183,12.78810403,12.89085298,13.03921779,12.77252434,12.80751701,12.76580814,13.35294923,13.55449273,13.72761358
Rv0503c,12.66176874,12.29287979,12.57718938,10.96892392,10.25899087,9.383002388,11.90755509,12.36053575,10.9014576,12.1022086,12.17282928,11.43894015,12.32483451,12.1987548,12.28107292,11.02819162,11.43232792,12.25758047,13.37115551,13.13893535,13.57314068
Rv0504c,11.71624331,11.25987483,11.45969307,10.17928436,9.479522098,9.536246444,11.67299833,10.83129978,11.00190425,10.62087667,10.68919918,9.215488459,10.22946353,10.30689403,9.529319741,10.70356877,9.224968256,10.55672928,12.26044415,11.39805431,12.266763
Rv0505c,11.73271093,11.43490048,11.73319784,11.36621181,11.4111715,11.37184963,11.43971156,10.87807455,11.23779351,10.06909509,10.87671141,10.28372374,10.23767995,10.28719776,10.66027459,9.739253119,10.32534068,10.16780261,11.0159891,9.698346119,10.76889289
Rv0506,10.67024898,10.33692396,10.42343259,9.822965697,9.51679622,8.698789494,10.30425132,10.72081746,9.417931519,10.91341592,10.01389264,10.89294362,10.03017609,9.753778949,10.34420893,10.2335653,9.329952581,10.77445523,11.17216549,10.94399375,12.12919724
Rv0507,9.857748641,9.408481633,9.579377838,9.122561733,8.832271171,8.787541771,8.440180086,8.897479482,8.120886531,9.264802406,8.835521517,9.370984165,8.958638823,8.472187932,8.172984794,8.489025886,8.622357188,9.171383056,9.711956331,9.836131692,10.00548701
Rv0508,11.44019966,11.32531512,11.34007628,7.961261359,9.053906396,7.671135973,10.44191991,9.464777868,11.10417381,9.94416447,10.16859677,10.77930036,10.66142765,10.97219809,10.96637583,11.1149209,7.394596695,11.7998112,11.30912083,11.24880168,10.75655897
Rv0509,13.90643186,13.66739386,13.90794405,13.60954085,13.65708259,13.83969434,12.67837379,12.96625512,13.30867562,12.41311928,13.14620332,12.74547415,12.23213214,12.70649521,12.59358232,11.96475733,12.5857894,12.08991727,13.10164706,12.87339891,13.11993694
Rv0510,13.83593258,13.53484576,13.92445276,13.38647525,13.47062497,14.00898268,12.38293109,12.07642293,12.76360619,11.80071633,12.53246879,12.14123895,11.84280576,12.25244099,11.10178748,10.65521033,12.21269176,10.93822639,11.87560796,11.61129335,11.53038396
Rv0511,14.12513675,13.73876373,14.0872234,13.84601514,14.00745361,14.28084809,12.56897677,12.54329146,13.41395478,11.27206891,12.87847483,12.37090677,11.79321284,12.11527003,11.38595438,10.63681143,12.18819157,10.42386517,11.95985731,11.34978988,11.6230333
Rv0512,13.48096419,12.94242054,13.54390187,13.51343396,13.52483081,13.84202743,11.67832514,12.28242503,12.96026502,11.00232901,12.88467801,11.52946375,10.68084722,11.34626564,10.08359036,9.149332103,10.83761252,8.165005862,10.97570594,11.08247178,11.32613666
Rv0513,13.66492124,13.50980106,13.6168906,13.68293711,13.72221053,13.96409261,12.44682341,12.3198111,13.35943567,11.97003465,12.95282091,12.41859866,12.05867351,12.53887345,11.65173918,9.819564076,12.2447347,10.66880583,11.60943196,11.51788197,11.2266887
Rv0514,13.48164826,13.29280538,13.66488034,13.66582197,13.63980874,14.04253096,11.87661626,11.5012744,13.02971008,10.50544379,12.40952035,11.98995954,10.53274408,11.01191661,9.542754634,8.582391696,11.42039351,9.033069962,10.5654076,9.592802017,10.83392476
Rv0515,12.95487689,12.77813612,13.0088008,13.4121042,13.52728306,13.61553847,12.72409128,12.90591761,13.12538398,12.11158649,12.91268322,12.53340998,12.01052552,12.23207626,12.06233687,11.82752866,12.56410995,11.86854721,11.20699829,11.31495843,11.10213628
Rv0516c,9.094362934,8.475390445,9.227986916,9.037265781,8.273177745,8.784987474,7.847959464,9.018795066,7.600316377,8.466677648,8.778955652,7.041898133,10.35445021,10.44247621,10.61727426,8.843667556,10.83726459,11.6732015,12.3580117,12.98291743,13.53874019
Rv0517,8.812176295,8.067298026,8.5694684,8.5211214,8.590246836,8.008972164,9.04794198,9.467203516,9.266738282,8.539772191,8.522036038,8.867956376,9.421475191,9.100756895,8.625644462,8.27334936,9.269110099,9.103777017,10.38092226,10.15707373,10.66894082
Rv0518,8.38343326,8.11789083,8.216124915,7.725613467,7.422651309,7.689786872,8.22948592,9.261212675,7.531245336,7.659281799,7.928561882,7.81688339,8.984740428,8.826268163,7.788763187,7.99642866,7.949977221,7.423978089,9.190930972,8.902441887,10.07141867
Rv0519c,11.37772445,11.07793352,11.10432705,9.278749813,10.41719997,9.75081047,9.08063746,7.876385703,9.635178077,8.58642196,9.624444891,8.506429105,9.433047317,10.25607716,9.5870703,9.032395111,8.790163972,9.361499506,10.57117655,9.372824952,9.832582411
Rv0520,7.576270954,8.337071679,7.731360924,8.83318177,6.94235102,8.610724845,8.329111921,8.07816554,8.341386913,7.506624874,7.810622455,7.638142488,9.147613042,8.974718769,7.754346641,8.413885872,7.063801645,8.289380416,7.96075182,8.166378049,8.957031207
Rv0521,6.550141622,6.691960063,6.536074526,8.206827668,7.204114794,7.582321279,7.690625678,7.638171264,7.050570132,7.911659479,7.752579275,7.85061153,9.082693176,8.511797069,8.662227439,8.578710216,7.25642777,9.304591284,6.889963007,7.206327978,7.793265924
Rv0522,11.61508651,11.35972064,11.14043027,8.852257623,8.937450306,9.224187713,9.971020321,9.895944311,9.806838919,10.1397119,9.399701223,9.819227491,9.311645123,11.19026627,10.67257325,9.613777281,9.563782508,9.500173971,10.8236703,10.61424608,11.5862031
Rv0523c,8.10678451,7.773312096,8.703459043,7.295678805,8.567895967,6.747149815,9.032832356,8.322505889,9.525164887,8.93956301,9.132528468,9.114593683,9.513169589,9.19580877,10.03963186,9.044690238,8.067947095,9.070557976,9.449928973,9.130443682,9.507625284
Rv0524,12.76987197,12.46805847,12.72100728,12.78595231,12.89544952,13.1329522,11.5978256,11.73485862,12.1662718,11.19430441,11.81052184,11.5365226,11.16716736,10.79012457,11.02195704,10.64651689,11.65626915,10.85816046,11.45213504,10.54726644,10.77171817
Rv0525,12.95197951,12.53394934,12.99681556,12.63350245,12.91548214,13.27145709,11.53921698,11.34915167,12.60702927,9.611186687,11.38170316,11.24058267,10.61832516,10.29600171,9.676084004,8.441793234,9.84373527,9.237610898,11.26585885,10.326763,10.50549423
