ID_REF,t0h.rep1,t0h.rep2,t0h.rep3,d1.rep1,d1.rep2,d1.rep3,d2.rep1,d2.rep2,d2.rep3,d3.rep1,d3.rep2,d3.rep3,d5.rep1,d5.rep2,d5.rep3,d7.rep1,d7.rep2,d7.rep3,d8.rep1,d8.rep2,d8.rep3
Rv0067c,8.311427867,7.784470967,8.101005392,9.062950154,9.13961771,9.22091305,9.86285224,10.2816357,9.322588199,8.816483615,9.229008253,10.13114652,9.324856423,8.396038358,9.146357911,9.465713055,8.000229774,9.053952915,8.3095474,8.549188123,8.065279873
Rv0068,7.741385955,7.517695539,7.835227935,9.297839951,8.139807506,9.39085339,7.800400651,8.869661897,8.506803864,7.702169873,7.790496612,7.58543484,7.375488821,7.190759053,7.506779906,8.251467642,8.952312303,8.165695157,7.462607682,7.539731594,7.498223573
Rv0069c,8.690536597,8.33950625,7.73620939,8.042661436,7.424389797,7.333909784,9.187083721,9.131202871,9.629715235,7.910206546,8.300585685,8.123284254,8.04638987,7.859587689,8.223993915,7.31973988,7.398615314,7.815817875,8.946787693,8.383777541,7.643169692
Rv0070c,8.342508649,7.884036747,9.056548649,8.505720027,8.194391322,7.874547882,9.398077407,10.78159444,8.668230875,7.687447734,8.49346558,9.176975368,8.876937976,8.10766825,9.001286962,9.123455193,9.072444028,8.668932259,9.586033014,8.038871397,9.144066937
Rv0071,7.234605788,6.917439149,7.242609346,8.018078871,7.65102143,8.211308576,7.068864065,7.606210842,7.004919466,7.9300942,7.136483883,7.631590717,7.439776357,7.121872813,7.113934833,7.509083338,7.681864462,7.391823327,7.299254504,7.351499144,7.265301381
Rv0072,13.00587058,12.43653078,12.58047164,11.90674628,11.02661566,10.93614157,11.10626116,12.44120534,9.770826428,10.85194599,12.28584853,10.32570142,9.826782305,12.09099793,11.46333331,11.85438674,11.42618571,12.44099062,12.81433743,13.28423323,13.69338359
Rv0073,13.29732246,12.95131737,12.88701266,12.73501455,12.86636904,12.26815511,10.76057934,11.82827766,11.53929028,11.26324855,12.17184166,10.99855379,11.70260557,11.00313028,11.98853392,8.137239893,10.89511789,11.69869703,13.49784233,13.09224519,13.66666579
Rv0074,12.73917169,12.47475081,12.41687861,12.26580705,12.75062761,12.28517209,10.84177143,10.82854492,11.97297724,10.04319123,11.94732463,9.762271735,8.936380081,10.91582168,9.937111104,9.797388204,10.81082305,10.53344426,12.31851524,11.38058278,11.87956856
Rv0075,11.77088727,11.22202477,11.50514573,12.11036511,11.94458667,11.96831738,9.61224687,10.53383187,11.0910268,9.380613925,10.67374641,9.493809635,9.357841427,9.349819298,10.33706268,8.073638862,9.695472667,9.451187114,11.52553489,11.32044707,11.88161464
Rv0076c,7.961497316,7.975270601,8.440882259,7.628807203,8.769839943,7.698363256,8.621537517,8.895167587,8.586283094,7.952278212,9.069296141,8.372696992,9.538900834,8.046645951,8.51452794,7.826659551,9.133170933,9.309939414,9.3323269,8.465777352,9.79257042
Rv0077c,7.261435725,7.333961231,7.280498017,8.320122031,7.583267661,8.445217912,8.770168472,8.276100634,7.829206557,7.900833363,7.452225851,8.802722757,8.167755887,7.655687014,7.611696924,8.040903617,7.787702793,7.959704777,7.582558771,7.809963417,7.774724403
Rv0078,7.001158871,7.249647866,7.542786535,7.807941863,7.857984126,7.908101065,8.221102572,7.100738709,8.767535374,7.361880852,7.206376756,7.585809002,6.855839156,8.332987364,7.836005185,7.748615456,9.187207889,7.493891592,7.568315601,7.228268532,7.98596683
Rv0078A,12.79347482,12.27041349,12.61152837,12.20946232,12.0111349,11.220751,13.19238557,13.53766667,12.58626769,13.0361612,13.24180362,12.95285588,13.17909832,12.79174079,13.08170017,13.1538114,12.93201473,13.06434469,12.67470274,13.13898419,13.32787361
Rv0079,15.00377869,14.96246385,15.1600261,14.59996215,14.12699213,14.71099016,13.70982077,13.80814671,13.92406709,13.39581472,13.25899048,13.41284654,14.02060828,14.15922231,14.15706227,13.37493429,13.06792435,13.76368414,14.06062948,14.23431709,14.61759796
Rv0080,15.11708458,14.8670947,14.99619078,14.24801413,14.68397459,14.64994297,13.33131081,13.30000776,13.50544337,13.34890953,13.42963197,13.40493076,12.87051075,13.33994922,13.47370746,13.33601038,13.52950843,13.63997315,13.85079041,13.68377717,14.71529481
Rv0081,13.48185918,12.80341279,13.34548913,13.42631504,13.00229075,13.34221206,12.31683676,12.4264484,12.47069819,12.61088187,13.15426696,12.70187843,11.58494531,12.2963643,12.62840519,11.79012571,12.5511359,12.77322093,9.616264613,10.8540241,12.10177018
Rv0082,12.77611466,12.49842918,12.70710279,12.92831433,13.08923805,12.87924296,12.26186189,11.8120378,12.73338466,11.86979479,12.27365471,12.1468399,11.1168373,11.69605589,11.13893353,10.97943568,11.83467229,11.43917984,9.220322666,9.2136294,10.26584676
Rv0083,12.55441729,12.39819985,12.62446009,12.03654294,12.52315939,12.78731591,10.88067316,9.995982916,11.78244168,9.852311005,10.59871147,10.44316935,8.797039832,10.20375854,9.116637754,8.470488128,10.31598693,9.041003675,8.02417966,7.935038347,8.551806715
Rv0084,12.89551399,12.8156362,12.82631887,12.98889614,12.97986644,13.39605608,11.78089633,11.27550671,12.40736084,11.31286,12.10278363,11.7138977,11.07877715,11.25135922,10.47588953,10.06438363,11.49346637,10.43721217,10.06836604,9.555730017,10.56437415
Rv0085,12.50376156,12.18901268,12.53877488,12.16924222,12.67547203,13.00475871,10.60276655,10.38846966,11.77586447,10.08554171,10.98479726,10.94313529,9.588318046,10.93266701,9.614359092,9.20384629,9.980537174,9.201208923,8.457206027,8.40682089,9.150074864
Rv0086,12.60789155,12.29208285,12.59861924,12.16006862,12.25611911,12.9041113,10.48621402,10.2325094,11.58002392,9.748825049,11.25496908,10.62338557,9.259711416,10.03210438,8.979089217,9.278045543,10.35515184,9.35304374,8.785077572,8.194457601,9.339782655
Rv0087,11.57418515,11.0270021,11.52101448,11.06422812,11.16668523,11.31633309,9.250767568,8.689444658,10.04809336,8.691793707,9.595037573,9.591742638,8.636908721,8.806536801,8.99663722,8.226053715,9.023803624,8.138645381,8.218290655,7.476307649,8.836282591
Rv0088,12.40938156,12.21844998,11.83444779,12.28991195,11.96788465,10.5367497,11.59716755,11.82139858,11.58604915,12.57734889,12.59737749,12.34015143,12.85713653,11.99144205,12.3483876,12.13576487,11.81332061,12.40618507,11.86457595,11.67462142,12.36378148
Rv0089,9.993623617,9.136960292,9.563033253,9.355461853,8.922958763,8.455218478,11.33298458,11.11007332,10.30033163,9.792623111,9.687310696,9.542095113,9.660972719,8.513392179,10.17034219,8.77644609,8.855308954,8.999932179,9.784986904,9.39308009,9.852738458
Rv0090,7.22350649,6.977517225,7.141337894,7.207795933,7.52351366,7.493285603,7.606503432,7.144715368,7.893051557,8.048868678,6.915919995,8.877392059,7.574335421,7.983993661,8.239096927,7.839541746,7.570721821,8.59065026,7.009404552,6.669548161,7.041316894
Rv0091,6.698093474,6.801960737,6.695188094,7.085081822,6.923005186,6.995723575,8.122790853,6.875564491,8.58051854,6.960922373,7.066083699,7.17584122,6.852153638,7.378129513,7.232019281,7.031851776,7.107693154,7.156856926,7.238841981,7.078638721,7.305168744
Rv0092,9.620194944,9.339496245,9.301879349,8.654431231,9.198168783,9.010000808,8.526120858,8.394571025,8.457400179,8.24223657,8.593974677,8.802570849,8.748778107,8.507390729,8.729160207,8.106598729,8.543931618,8.714992539,9.088333243,8.840935945,8.781067991
Rv0093c,10.51338903,10.35638164,10.34655255,9.741274077,9.345130378,9.633069029,9.024261143,8.672659045,9.303820195,7.796584429,9.322128129,8.282770292,9.420521451,9.79736925,8.673424007,9.519530942,9.333500513,9.605131948,8.824789996,9.075801666,8.866791472
Rv0094c,10.97282571,10.98999082,10.95579007,12.5540051,11.67721119,12.13367097,13.32800791,13.62874289,12.97149842,12.55580083,12.63295834,12.33585724,11.30799437,12.49033513,11.92495003,12.26379159,12.04695203,11.40033287,10.73249512,12.04748513,10.6273298
Rv0095c,9.387954249,8.797069584,9.663766059,8.805069726,9.400285194,8.104245509,10.57385261,10.4804084,9.811642527,9.703676438,9.706643094,9.925758329,10.17868487,9.871317268,9.373691945,10.6540686,9.293084706,10.40419519,10.13892411,9.198798994,10.7635604
Rv0096,6.674735805,6.67688024,7.021420455,7.632916181,7.134212137,7.939319179,6.694109364,6.564329593,6.845319939,7.187351654,7.052245201,7.647343275,6.661468483,7.447382662,6.767893351,7.391125241,6.863122207,6.964384135,6.629025278,6.878978706,6.740108691
Rv0097,8.128860373,8.025504568,7.604518669,7.760266981,7.865002574,7.825364424,7.654015507,7.959283791,7.991212465,9.238466344,8.399332724,7.772735511,8.056122106,8.168071023,7.193130624,8.255901176,7.269912418,8.977694369,8.544037801,7.974453244,8.847527198
Rv0098,8.799862523,8.203805962,8.63274452,7.235204066,8.534993623,8.125075485,8.707085672,8.019383828,8.033467052,7.87130453,8.392706287,8.659828858,7.065498141,7.544013749,7.268503175,9.790182126,10.32208713,9.724924401,8.486254224,8.48774831,8.552375147
Rv0099,9.451164147,9.019742898,9.127174062,8.901362064,9.397355126,8.79358812,9.400906714,9.765978898,8.79867412,8.937602029,8.997670003,9.112595833,8.856998172,8.887279304,8.934627782,9.176550987,9.933228991,9.32256964,9.165610664,8.864010817,9.034320811
Rv0100,9.621458556,8.572905739,10.06299623,8.157853377,8.851734485,8.298738836,10.44930406,11.43264445,10.24130353,9.297591358,9.353257048,8.781070636,9.763839787,9.293697347,7.598049361,8.774834212,10.60831652,8.768972223,7.837688173,9.681037756,7.890266735
Rv0101,10.21503704,9.710456805,10.16081022,9.913114422,9.981437057,10.36958742,8.156371331,7.831551143,9.006400503,8.591755412,8.601885957,8.602396477,7.987222993,8.384671318,8.047936729,8.851144351,8.548293166,8.353902239,7.837552804,7.578852889,7.597749521
