,0
Rv3173c+Rv3291c,1.0
Rv0067c+Rv0078+Rv0330c+Rv0445c+Rv0494+Rv0602c+Rv1395+Rv3246c+Rv3416+Rv3862c,0.9983333333333333
Rv0042c+Rv0353+Rv0967+Rv2009,0.995
Rv2745c+Rv3414c,0.995
Rv2506+Rv3830c,0.995
Rv0023+Rv0880+Rv3160c,0.9866666666666667
Rv2827c+Rv3833,0.9583333333333334
Rv0324+Rv1189,0.945
Rv0158+Rv1719+Rv3095,0.9316666666666666
Rv0232+Rv1049+Rv1460+Rv2021c+Rv3050c,0.9083333333333333
Rv0653c+Rv1176c+Rv1186c+Rv2011c+Rv2034+Rv2488c+Rv3133c+Rv3164c+Rv3249c,0.8916666666666667
Rv2760c+Rv3855,0.8866666666666667
Rv0827c+Rv1956,0.8416666666666667
Rv0894+Rv3597c,0.8366666666666667
Rv1675c+Rv3260c,0.815
Rv2595,0.6633333333333333
Rv0117+Rv1423,0.545
Rv3066,0.5
Rv0238,0.5
Rv1359,0.5
Rv3676,0.5
Rv0981--Rv1332--Rv1828,0.5
Rv1404,0.5
Rv0891c,0.5
Rv1846c,0.5
Rv2069,0.5
Rv0054,0.5
Rv1556,0.5
Rv3417c,0.5
Rv3167c,0.5
Rv0474,0.5
Rv0674,0.5
Rv1674c,0.5
Rv1994c,0.5
Rv2250c,0.5
Rv2017,0.5
Rv3219,0.5
Rv0767c,0.5
Rv3557c,0.5
Rv3849,0.5
Rv0081,0.5
Rv0302,0.5
Rv2779c,0.5
Rv3082c,0.5
Rv1990c,0.5
Rv2642,0.5
Rv3911,0.5
Rv2359,0.5
Rv3124,0.5
Rv1773c,0.5
Rv0022c,0.5
Rv1657,0.5
Rv1473A,0.5
Rv0047c,0.5
Rv3223c,0.5
Rv3183,0.5
Rv0623,0.5
Rv0135c,0.5
Rv1219c,0.5
Rv0195,0.5
Rv3405c,0.5
Rv1379,0.49666666666666665
