GENE_ID,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25
Rv0001,9.819133623,9.872421194,10.38113594,10.33923187,10.22813192,10.11182383,10.01672297,10.18916717,9.657836979,9.79969848,10.07823654,9.411018945,9.893719182,10.00413445,10.67191493,10.61798688,10.5352892,10.54556268,10.81907956,9.039927122,9.046569549,9.31310192,10.94965372,11.02999689,10.61503766,10.24335288
Rv0002,8.02904415,8.215297043,8.666462584,8.621375123,8.706601716,8.737487294,8.7029664,8.766530908,8.360141878,8.268785469,8.525887075,8.106628991,8.299365939,8.332438622,8.134722491,8.374522636,8.202449978,8.327768311,8.246928837,7.883230055,8.134348197,8.213399127,8.683744653,8.701892073,8.529829966,8.587558798
Rv0003,7.475415819,7.824518279,8.037102288,8.184864566,7.981735584,7.945540776,7.973065024,8.038916938,8.312400547,7.89710865,7.948250514,8.34779247,7.534897974,7.656095471,7.240084014,7.36442642,7.535196104,7.563227326,7.120995155,8.260048636,8.416398676,8.423033906,7.353445329,7.544949831,7.604546516,7.955614446
Rv0004,6.649500299,6.921986302,6.496768743,6.708840201,6.670779588,6.875395697,6.641206801,6.723163432,6.841830973,6.547859717,6.312429765,6.764347707,6.171518554,6.121734633,5.903344508,6.086746338,6.428764522,5.913452964,5.90631909,6.689440228,6.891106762,6.843510151,6.030374898,6.103722554,6.370729168,6.596263232
Rv0005,11.27039167,11.60719915,12.19188309,12.12794601,12.23609941,12.14041518,12.20293984,12.37269694,10.98811141,11.28852389,12.39351105,10.99614054,12.18507635,12.24533275,12.01044515,12.25000729,11.80749972,11.86574546,11.86348381,9.226257078,9.12799336,9.378302865,11.17988573,11.57516092,11.49463998,11.82238927
Rv0006,10.95121594,11.31736349,11.73360643,12.02068858,11.99121566,11.80276818,12.04385078,11.87088879,10.28693218,10.75477704,11.88739306,10.24553622,12.0714924,12.13700002,11.65029026,11.56988712,11.06125258,10.7934313,11.35107112,8.853296867,8.894204746,9.180087647,10.70927333,11.08040967,11.13932432,11.41874605
Rv0007,8.219455068,8.40224783,8.651377029,8.563870144,8.849549258,8.537922365,9.064774483,8.690231768,8.725695459,8.668743167,8.743092151,8.40707155,9.083818222,9.015988933,8.66485972,8.647226744,8.3104809,7.751055935,8.206318527,8.608173076,8.370283125,8.402982522,8.264995547,8.492305921,8.73993823,8.631283758
Rv0008c,7.005307628,7.02952364,6.467488442,6.622706719,6.276728713,6.455777733,6.486738479,6.370378515,7.411166659,7.026529511,6.351863959,6.828857132,6.468519497,6.555570915,6.748779032,6.684728238,6.777792705,6.331315916,6.700278144,7.494421264,7.445030144,7.199513819,6.965257074,6.86251865,6.98874917,6.560761599
Rv0009,9.89373353,10.64923327,11.15029567,10.83221955,11.01843262,10.76323581,10.87576508,10.85759361,9.096502976,9.803839513,10.74404323,8.559026238,10.44137869,10.24146069,9.938419973,10.07846461,9.602283799,10.02840563,9.687317422,7.146062649,6.827528805,7.476043023,9.954026716,10.19234424,10.10667461,10.30182519
Rv0010c,8.121215258,8.584726063,8.647845487,8.732325863,8.747727208,8.546100449,8.710109053,8.572565979,7.719865329,7.992796728,8.502264392,7.678222927,8.031956488,7.889655588,7.7582906,7.886719714,7.759629637,7.712245268,7.717660493,6.960527577,6.908768892,7.117415601,7.853337982,8.079049667,8.117958576,8.383524429
Rv0011c,7.434475101,7.448835653,7.94534618,8.090342275,7.811652031,7.724515111,7.973065024,8.17883382,7.219954151,7.43167951,7.897786324,7.214130188,7.579767148,7.715924494,7.680552331,7.458229123,7.159015924,7.312338998,7.689557887,6.55855483,6.573786778,6.962348223,7.827328384,7.834462128,7.860708329,7.842148524
Rv0012,7.657893657,7.833914512,7.987593783,7.851993773,7.988694443,7.909436351,7.807165715,7.866551197,7.115984983,7.3710083,7.881595388,7.214130188,7.842212547,7.86826711,7.793974322,7.699310484,7.100542788,7.54343371,7.578228489,6.866172045,7.01042829,6.963579161,7.608528644,7.817129772,7.78485163,7.596322476
Rv0013,7.898276097,8.520151353,8.571613207,8.60152725,8.541321534,8.258827984,8.469475421,8.622049765,7.205552328,7.746474601,8.189897121,7.081828222,7.994431885,7.933141257,7.775846514,7.647936425,7.396262082,7.34537551,7.496409909,6.771517627,6.789899644,6.820810734,8.149593704,8.274150469,8.418127767,8.587558798
Rv0014c,9.380940443,9.594093706,9.833367009,9.980051145,10.01542484,9.694425611,9.892886892,9.723775161,8.630728351,8.981209169,9.67005809,8.769235256,9.517608076,9.486517819,8.675639948,8.870979427,8.323321796,8.517990331,8.754234446,8.001054357,8.157464118,8.377932801,8.972173368,9.189911339,9.193775044,9.452272019
Rv0015c,9.208888111,9.738945991,10.01567256,10.01096226,10.06903878,9.961826474,10.00405053,9.98846107,9.499120505,9.486997676,10.09411122,9.246724128,10.02560148,9.860760355,9.322518856,9.410969777,9.125999418,9.161901784,9.768183978,8.673134604,8.793222502,8.960151288,8.981443291,9.115207126,9.23144025,9.606972822
Rv0016c,9.317421892,9.668337053,9.983858742,10.04212082,10.16537461,9.909756964,9.983564983,9.916930528,8.810785018,9.357709919,10.01052959,8.911555616,9.884839464,9.810669935,9.309703099,9.494870886,9.129659181,9.161901784,9.612233043,8.209792183,8.258335372,8.291833709,9.128677371,9.257319835,9.226132966,9.723932661
Rv0017c,7.771171525,8.160204215,8.544081166,8.63100087,8.801804771,8.560317268,8.651952461,8.641852652,7.765455151,7.948579589,8.700757389,7.955869649,8.694409114,8.686556735,8.421823786,8.33815514,8.11017299,8.233855957,8.50993365,7.625074272,7.807871017,7.940528191,8.092306344,8.020518158,8.087338155,8.383524429
Rv0018c,8.920527826,8.928293409,9.258487478,9.450450667,9.521631763,9.436583422,9.616341902,9.406623526,9.194233811,9.193122076,9.37753023,9.206824428,9.571727611,9.438491704,9.100501934,9.290740587,8.963250073,9.065115137,9.530556047,8.987499315,8.795586403,8.830751325,8.720520773,8.809940282,8.922446626,9.491856928
Rv0019c,7.876198899,8.344810826,8.637198694,8.797763432,8.744096099,8.54916327,8.910750471,8.779931366,7.562723812,7.939571179,8.604534286,7.316516421,8.90580792,8.648682257,8.480428022,8.322514802,7.711600887,8.073539939,8.599416389,7.09906297,6.947735416,6.959300776,8.158124153,8.113557763,8.159588337,8.531024477
Rv0020c,10.84361344,11.20814076,11.61108516,11.63168607,11.82664655,11.85769593,11.90294295,11.92468667,9.966574431,10.7024832,11.80236041,9.910056882,11.76885889,11.82732479,11.58218096,11.47821498,10.95180745,11.10114414,11.40802601,8.742895554,8.530048376,8.705203566,11.11078351,11.09549075,11.11252774,11.2487752
Rv0021c,7.546576761,7.421736794,7.084063769,6.869643699,6.9396521,7.201881988,6.923071459,6.94951657,7.830129655,7.683119009,7.013678226,7.654688079,6.935590587,7.000465703,7.094188651,7.09248137,7.100542788,7.239350013,7.069924604,7.896000018,7.844294014,7.725557469,7.294111795,7.19889718,7.282475328,7.088150559
Rv0022c,5.126755808,5.650121679,2.978462444,1.793621797,2.163095693,3.281240277,2.360816261,2.930450626,5.331152497,5.301162556,3.03621034,4.782060327,2.773378653,2.205494779,2.998470127,3.815553463,4.567206993,4.041125852,2.926344392,5.714709657,5.867528473,5.600180111,3.070029176,2.845963701,2.898567661,2.184304796
Rv0023,7.054965431,7.295133967,6.894427848,6.708840201,6.66139194,7.073991617,7.036758087,7.082337679,7.25023507,7.43650711,7.011654499,6.941746559,6.921765815,6.963920304,6.129277273,6.48744009,6.16907553,5.841174931,6.011985557,7.423112144,7.338286236,6.925587151,5.74721754,5.420723568,5.614866695,5.980864054
Rv0024,6.712307456,7.02952364,6.451371878,6.565901301,6.765225035,6.762485222,6.690059817,6.590634671,7.942603465,7.564523479,6.947861033,7.734445332,6.821095173,6.622532548,6.214774459,6.516742227,6.628212404,6.031831063,5.925794649,7.968607349,7.732339365,7.891970739,5.296940289,5.303355075,5.402806527,5.635679507
Rv0025,5.582076731,5.933834831,6.065010326,5.248026961,5.732845219,5.667126327,5.420595453,5.468807938,5.42505386,5.55862941,5.383845473,5.755601086,5.17082372,4.89842616,5.60117185,5.250561664,5.39764618,5.485777138,5.374731649,5.522938024,5.524564834,5.537863267,5.145687657,4.997712442,4.932892794,5.026017738
Rv0026,8.159553047,7.982623077,7.763374243,7.848098599,7.954127354,7.73628844,7.670306193,7.638134765,8.223077345,8.262131136,7.776929482,7.884512771,7.318232481,7.332136149,7.434556663,7.422847768,7.664796452,7.626415188,7.595342482,8.267087321,8.214626494,8.04244744,7.565683914,7.720684933,7.747645712,7.827285675
Rv0027,5.325053052,5.986919297,5.978315394,5.911792021,6.066098839,5.797885483,5.746219305,6.110827523,5.069438186,5.419621636,6.008749906,5.393165841,5.942033338,5.70556894,6.186593737,5.888647349,5.348241848,5.973855839,5.620170885,4.896700616,4.986541049,4.934566821,6.228760563,6.401956557,6.077642759,6.04054768
Rv0028,5.325053052,5.579444417,5.730706892,5.851432986,5.530524299,5.712042486,6.143195848,5.828258665,5.004368525,5.410023401,5.601161744,5.046517469,5.503082417,5.390244817,5.693071211,5.334366392,5.072127432,5.732791089,5.831841547,4.953579088,5.194127933,4.916322319,5.869618132,5.742678902,5.902178631,5.89718136
Rv0029,7.900086143,7.942388947,7.82227686,7.908594411,7.787912309,7.562272816,7.731785491,7.670150847,7.653517921,7.803800341,7.922557582,7.868971157,7.994431885,7.824514709,7.965196414,7.881639966,7.877499733,7.812757862,7.948529205,7.63163363,7.707188755,7.487894946,8.023350915,7.969574692,8.066730598,7.896050405
Rv0030,6.021512542,6.213856829,6.094317829,5.58104944,6.030266533,5.955617879,5.940708717,5.952707711,6.199609445,6.209724788,5.599854685,6.092438673,5.808110764,5.70556894,6.269536401,5.869130355,6.252004486,6.235243168,6.177647101,5.872201845,5.988735779,6.253559351,6.257377563,6.329779086,6.206721935,6.256623863
Rv0031,4.882334471,4.752234241,5.333517267,5.140470716,5.161383302,4.601800087,4.13310612,5.136431936,4.339889255,4.548077277,4.799435555,4.717074834,4.858873518,4.84583767,5.051415476,4.639619048,4.805493415,4.781749079,4.776486728,4.439014735,4.496021485,4.579778763,5.084092747,4.687419897,4.942875178,4.799163115
Rv0032,7.531790153,7.670047941,7.324239849,7.355893059,7.084498106,7.207686688,7.017840504,6.980758449,9.108382565,8.445123958,6.814001092,8.988877711,6.850582103,7.111327914,7.21073717,7.400275022,8.05735004,7.604749287,7.142410935,9.101864029,9.117588599,9.047475433,7.956027569,8.1125822,7.964611893,7.786154339
Rv0033,4.473690419,4.776601648,4.964724127,5.341457734,4.801627996,4.838921134,4.13310612,4.302342099,5.723241986,5.30170401,3.501523468,5.505999894,4.098273384,4.011039488,3.905258674,4.556804801,4.730354246,4.661164581,3.828188289,5.937187775,5.578350048,5.751875045,5.585053487,5.550018259,5.482727466,4.933876336
Rv0034,4.955253947,5.615215812,4.128250406,3.070479305,3.584971479,4.223081762,4.018148322,3.360768615,6.079730582,4.988891192,3.28288728,5.799185786,3.379610008,3.659125504,3.60427533,3.937382573,4.478149007,4.409304428,3.782776935,6.153176495,6.347173986,5.856018175,4.667622325,4.68702935,4.697995854,4.542560034
Rv0035,7.666289798,8.205085901,7.769887044,7.925682102,7.849232491,7.726419631,7.548676644,7.39619319,8.358692366,8.06084081,7.205787382,8.659673487,6.879478408,7.093622693,6.818445887,7.205118606,7.711600887,7.298909619,6.618631848,8.58244663,8.573292048,8.540814864,7.835958969,8.083695028,8.012090612,7.888149216
Rv0036c,7.713110476,8.114563201,7.900274007,7.878663574,8.030447694,8.090436958,8.07617204,7.786935173,8.229598344,7.99322497,7.863860105,7.884512771,7.745753918,7.848800964,7.546697412,7.583146342,7.811662271,7.466221053,7.47871972,8.188734771,8.035292956,7.863670992,7.874657402,7.875502727,7.980527467,8.001951241
Rv0037c,7.713240807,7.85475933,7.499056251,7.240997357,7.353646689,7.26334887,7.405097604,7.100351947,8.107457821,8.006686278,7.526643099,7.963258694,7.822162807,7.855466643,7.823795533,7.48914536,7.86069029,7.877430788,7.91935125,8.211252645,8.338716466,8.00266229,7.461667464,7.419717136,7.523645265,7.613750259
Rv0038,8.026589388,8.145730895,8.366800843,8.330218355,8.227043674,8.389480823,8.362476659,8.401501085,7.733056418,7.817035946,8.260400181,7.509319398,8.270404732,8.402387224,8.42613559,8.334393423,7.937192574,8.19269549,8.37491392,7.318237466,7.183650662,7.350918576,8.17137464,8.352794971,8.253068043,8.262469738
Rv0039c,6.665460282,6.681435592,6.084243826,6.064119685,6.141713782,6.606032017,6.505572611,6.162411192,7.826953401,7.135689964,6.195340385,7.416136309,6.718724236,6.372941836,6.800460336,6.789095804,6.839609314,6.324704595,6.23564925,7.796378046,7.394229721,7.36667594,6.306130776,6.625371812,6.825854301,6.470721578
Rv0040c,9.023820425,9.009702791,9.627579531,9.667100742,9.620025909,9.824362671,9.657566333,9.986040794,8.953006406,9.573978455,10.08394435,9.274011541,10.66769579,10.895185,11.01539898,10.79773627,8.848013708,8.718625737,8.300526339,8.232983995,8.154825432,8.144232655,9.566662591,9.22602033,8.755071612,7.511202262
Rv0041,9.200656684,9.757072233,9.929022235,9.718006875,9.822492097,9.752017957,9.780471658,9.775815506,9.007984902,9.353769812,9.657048105,9.206824428,9.625259471,9.611885595,9.573036457,9.430377498,9.100117778,9.211886133,9.03425993,8.761579584,8.986501001,9.011169876,9.564274728,9.659257283,9.634142966,9.591977003
Rv0042c,7.960082423,8.205085901,8.683128191,8.732325863,8.628556569,8.582369843,8.727789416,8.703149214,7.30402084,7.715144558,8.434115725,7.435260645,7.977246163,7.988770315,7.585605807,7.787873191,7.444075555,7.239350013,7.086548802,6.690064819,6.899964855,6.959300776,7.759467387,7.765833756,7.830432195,8.01585693
Rv0043c,7.076940269,6.948242182,7.530080273,7.041577996,7.450695201,7.442815928,7.304629134,7.309603119,7.374976048,7.107036304,7.205787382,7.277137598,6.930252226,6.923754113,6.407662961,6.776522962,6.839609314,6.813808016,6.538931126,7.152158534,7.180018826,7.047909221,6.867614649,6.979234234,7.046019136,7.134673861
Rv0044c,6.950720467,7.430327212,7.039202828,6.838884972,6.841311963,7.134945944,6.893524295,6.969256222,7.174821313,7.138867493,7.185462883,7.13129242,6.669581751,6.65736912,6.469898656,6.7556335,7.008134034,6.945194165,6.572676428,7.515853664,7.492654462,7.281960644,7.004404563,7.281909177,7.271136381,7.198954025
Rv0045c,8.089443198,7.746020367,7.418445553,7.605236605,7.633652925,7.802418269,7.912430249,7.688796011,7.938602881,7.784392006,7.340565174,7.656249464,7.875747651,7.903361163,8.189069797,8.199726461,8.132232455,8.040598883,8.347884513,7.738808282,7.759880685,7.757988423,8.895731708,8.826203443,8.746173074,7.83180926
Rv0046c,11.06613623,9.916731539,10.5631529,10.58174357,10.5584305,10.93529005,10.90267449,11.01120088,9.001940523,10.2783866,10.90640438,9.420751976,11.4591866,11.54654494,12.08727414,12.01301328,11.69281743,11.86470565,12.2884442,8.202467614,7.959230137,8.900512578,12.20328651,11.97989216,11.71523887,10.66156635
Rv0047c,10.44209663,8.64258238,9.422478065,9.301693235,9.246131647,9.99854863,9.810652272,10.30801044,8.528257147,9.219411641,10.10736105,8.703655505,10.71739699,10.6359278,11.18733545,11.37502801,10.83112708,11.05018153,11.35616132,7.914048948,7.641275579,8.328502399,11.37650352,11.26285865,10.92685917,9.847457128
Rv0048c,7.79182599,7.281893625,7.397654967,7.460625711,7.423295418,7.393301642,7.509091156,7.632121665,7.053026961,7.024243084,7.682630224,6.968248552,7.8897632,8.008289737,8.439842991,8.096251356,7.701800241,7.866092642,8.200264501,6.698420183,6.917519529,6.786537443,7.869246712,7.595755282,7.574466279,7.315261662
Rv0049,7.689890066,7.95539226,8.180014621,8.171734661,8.189285245,8.230992438,8.21318951,8.112018088,7.86720103,7.939571179,8.434115725,7.642775099,8.517278518,8.59812317,8.315609966,8.294371234,8.146753577,8.012973757,8.025024468,7.237771163,7.081154896,7.16649085,7.917227563,7.963624673,8.062939449,7.894901001
Rv0050,9.704086686,10.15508104,10.43835117,10.61620385,10.54786829,10.40982941,10.44644084,10.3762878,9.478305264,9.521565248,10.38493552,9.508706461,10.33271226,10.33382701,10.13477909,10.18789444,9.883767917,9.984555046,9.960804289,8.813465371,8.877135127,8.939227727,9.473457156,9.664190995,9.766979404,10.06623892
Rv0051,8.170796271,8.350767463,8.270371356,8.425109733,8.205257748,8.174161729,8.228899148,7.913419538,8.23609,8.168147611,8.317550038,8.241217865,8.125184393,8.218130262,7.890649831,8.120514556,8.404084695,8.187408545,7.70818699,8.252905143,8.394627271,8.164657125,7.286610625,7.320317323,7.589314517,7.758141922
Rv0052,6.409075288,6.740982755,6.530212449,6.275604575,6.487166186,6.401857834,6.732717532,6.590277624,6.263143323,6.106225589,6.764304042,6.141546515,6.669581751,6.434490413,6.242415247,6.43149467,6.38043227,6.340789832,6.112158565,6.03279494,6.069473423,5.942672305,5.93764834,5.926837134,5.991032866,6.156175566
Rv0053,7.639602009,8.157356223,8.961080011,8.922712328,9.109114912,9.237393695,9.302796462,9.277719962,6.882448851,7.703995293,8.653629176,6.725753654,8.62289573,8.714348304,8.603322948,8.195235704,7.512949813,8.280722453,8.463920484,6.071906278,5.948246401,6.509185833,8.810936858,8.847361559,8.988695011,9.271688637
Rv0054,8.338713049,9.00731176,9.152821694,9.2765366,9.483825558,9.767750266,9.683199719,9.778289382,8.079525922,8.604095961,9.281929583,7.678222927,8.909315086,8.84706845,8.628332504,8.677130866,8.153959694,8.644159045,8.519756177,7.370861624,7.205797627,7.281960644,9.143320985,9.466611174,9.405738231,9.492649263
Rv0055,7.667658867,8.496101424,8.981032133,9.023365545,9.076825373,9.134708054,9.030540136,9.128004491,6.918216151,7.544865341,8.642306448,6.525750497,8.261448925,8.401521736,7.903868942,7.91714351,7.420366888,7.674005611,8.03821719,5.363950116,5.362730914,5.559626159,8.466408549,8.757352837,8.74766101,8.956534044
Rv0056,8.230225701,9.04662614,9.378407967,9.112628338,9.33886994,9.541060921,9.403726955,9.531734107,7.681955205,8.321727726,8.722080049,7.409583204,8.331091465,8.648682257,8.228052364,8.066796314,7.815230043,8.00282685,8.259480072,6.230111696,6.347173986,6.843510151,8.743484036,8.904663363,8.993470669,9.134123002
Rv0057,8.293213614,8.931843935,9.251523723,9.108513663,9.210816389,9.108934655,9.149024153,9.223768836,8.292097273,8.500749395,8.408039736,7.894594293,8.289248732,8.093436733,8.255442314,7.913947435,7.557104561,7.566032946,7.920567765,7.225633784,7.237058805,7.39591496,8.278924484,8.674753663,8.780029296,9.252650336
Rv0058,9.375280212,10.19404143,10.404784,10.44433418,10.32544018,10.12641511,10.1836132,10.18169213,9.493203875,9.585500909,9.604068796,9.176832916,9.420181004,9.425111366,9.060030913,9.080987516,8.794758756,8.820160923,8.992290574,8.876494285,8.970454432,8.987618351,9.143281218,9.3135312,9.439524789,10.00890265
Rv0059,6.747876414,7.02952364,7.542909104,7.50047874,7.361954166,7.278539382,7.146132874,7.230989505,7.036848601,6.947449629,6.891328604,6.930349365,6.650407927,6.485566185,6.802561915,6.396454867,6.297615466,6.555762043,6.453202013,6.590330058,6.535167533,6.681369493,6.709716506,6.806087632,6.629941318,7.000274852
Rv0060,8.678549378,9.136481332,9.45112757,9.313696791,9.433651368,9.308583459,9.269955913,9.281943732,8.739692001,8.650822368,8.915196743,8.715078171,8.873853754,8.976785859,9.158315391,8.946760797,8.856872652,8.876150367,9.131430325,8.128019048,8.136203408,8.457343198,9.24000159,9.272599367,9.076975885,8.891998989
Rv0061c,6.767867849,7.05579506,7.67591843,8.592106434,8.555451025,7.7460902,8.528095401,8.396788846,6.384985271,6.823419331,8.346855788,6.208142876,8.453952265,8.530469294,8.472207176,7.743343028,6.926330999,7.485336554,8.035599767,5.811871776,6.117387711,6.205688374,8.133585555,8.332515073,8.454217197,8.026354722
Rv0062,8.366080616,8.7284132,8.848856336,8.844964569,8.961298678,8.88259207,9.175067839,8.866981158,8.711789354,8.684958345,7.93972327,8.357807434,7.82559237,7.78232884,7.574774389,7.396560787,7.619934244,7.62090466,7.558356555,8.547029652,8.388346043,8.438828604,9.215973967,9.094835396,9.463935196,9.506592265
Rv0063,8.376892084,8.634520314,8.346121722,8.645808816,8.628766189,8.533643066,8.525108807,8.36424344,8.817516874,8.641597374,8.354429757,8.799068914,8.694409114,8.557601951,8.537414956,8.54420021,8.271257876,7.759828077,7.468000542,8.871884545,8.70075063,8.500832206,8.443242456,8.508461487,8.609759685,8.376248925
Rv0064,8.988365909,8.982854822,9.277646373,9.241687954,9.015219226,9.084355735,9.141975941,9.270056171,9.703055881,9.30256621,9.203501517,9.793668995,9.608869923,9.644961316,9.836415884,9.885027654,9.885933461,10.10554946,10.23815079,9.65005576,9.724244161,9.752981141,9.466307461,9.298719304,9.060997936,9.026855119
Rv0065,5.836162986,6.08347599,6.261080038,6.225306333,6.141084753,6.053423095,5.866028919,5.961142042,6.688963628,6.562380729,6.086468332,6.694347668,6.026820071,6.259545693,6.108211201,6.527681021,7.130075579,7.01854805,6.585757998,6.706727436,6.655126992,6.660438189,5.770623903,5.687533103,5.37510286,5.246333679
Rv0066c,8.366080616,8.634520314,9.254229929,9.06025744,9.163809233,9.358864687,9.18868865,9.479147614,9.176109492,9.19572243,9.404734823,9.250654072,9.475643036,9.679179885,9.142551777,9.328318052,8.849086219,9.033979386,8.706058072,8.766554966,8.846889275,8.935412357,8.433941299,8.239422632,8.029943525,8.109409788
Rv0067c,6.211378887,5.505125525,5.882663977,5.627294657,5.29521736,6.063540413,5.502736326,5.992135855,5.682224795,5.935564955,6.040673391,6.386322358,5.710564979,5.975430746,5.998003882,6.005096164,5.471869031,5.897484256,5.431642417,6.052483143,6.146118385,6.253559351,5.372040304,5.278690474,5.024743245,5.246791539
Rv0068,6.742714573,6.618162368,6.094317829,5.911792021,5.604871651,5.955617879,6.218760943,6.354143832,6.841830973,7.082141934,6.586224406,6.859188044,7.191313725,7.04710077,7.679594383,7.076040896,6.926330999,7.014943393,7.139126987,6.953563654,7.226534178,7.04455271,6.774817565,6.495649597,6.314791037,6.171390385
Rv0069c,8.057673515,7.982623077,7.897182682,8.033412229,8.002512263,7.909436351,7.769321969,7.751860325,7.567892644,7.621940073,7.446844444,7.409583204,7.172983378,7.059389847,6.960686976,7.334856053,7.321432669,7.466221053,7.323655677,7.605215341,7.802388525,7.689901037,7.544480539,7.595455063,7.522786274,7.81978964
Rv0070c,8.153085976,7.913403701,7.689723092,7.925682102,7.857990747,7.929317133,7.748880314,7.872074976,8.121550968,8.077361947,7.513582729,8.001076384,7.588386852,7.495153392,7.775679132,7.640647158,7.771203743,8.115870341,7.866430712,8.304513962,8.383617111,8.241508191,8.166971319,7.839160826,7.858249516,8.061224845
Rv0071,5.900628531,5.968832099,6.020129856,5.438813142,5.838513244,5.755602367,5.420595453,5.643352277,6.257791217,5.855389485,5.724213785,6.742187238,5.401630807,5.339858693,5.775556148,5.808867364,5.663069399,6.350970018,6.01400152,6.859833948,6.977331421,6.865857941,6.054662794,6.121104176,6.098096129,5.941970081
Rv0072,8.124310695,8.447598254,9.073436667,9.080685626,9.080087043,8.963272408,9.045534841,9.133017269,8.203335611,8.350321717,8.99158581,8.073861729,8.86914038,8.849012395,8.745327285,8.626525415,8.095277035,8.464863576,8.527269377,7.62945049,7.700586534,7.782412249,8.837240962,8.948324955,8.948640682,8.980598368
Rv0073,8.175549967,8.538671325,8.937016343,9.181668368,9.072713214,8.837460159,8.999637061,9.133017269,8.305664487,8.286649628,8.955909563,8.014265966,8.735830124,8.828730085,8.524823941,8.452525954,7.787925079,7.893155967,7.948743849,7.776784822,7.88054819,7.896027539,8.370250402,8.61560174,8.700173491,8.897091544
Rv0074,7.944877299,8.498995375,8.163815527,8.32952445,8.349891558,8.064375159,8.291465333,8.185413822,8.324033311,8.421578301,8.403764973,8.184825037,7.963693236,8.030601457,7.421811533,7.732470895,7.721335403,7.306030143,7.026751636,8.245867398,8.317582556,8.218065397,7.141496834,7.674077415,7.837686618,8.206988085
Rv0075,7.601323383,7.659036311,7.763374243,8.022469556,8.187230859,7.644940365,7.839444043,7.570579677,7.729099275,7.695105142,7.623424853,7.689847928,7.508890244,7.545025492,7.449931278,7.3204319,7.159015924,7.190363085,7.255293902,7.605215341,7.722250019,7.705311689,7.345673769,7.33928317,7.428358117,7.683788802
Rv0076c,6.904310689,6.520836527,6.929651101,7.192666721,7.028529759,6.826307144,7.051930043,6.827809395,6.717443004,6.590049383,6.843138105,6.710136119,6.89583343,6.880178226,7.274387135,6.873236345,7.100542788,7.215597251,7.262514449,6.418908543,6.50890268,6.768392282,7.368361995,7.172941957,7.117277992,6.992420719
Rv0077c,6.459115842,6.469745473,5.707490502,4.77417764,5.187636529,4.4162406,4.972926278,5.34840626,7.356577657,7.109164375,4.902645402,7.165000416,5.346676502,5.066560354,5.544163262,5.974448146,6.839609314,6.242911251,5.77333131,7.579007783,7.569618588,7.446691436,5.681048404,5.687533103,5.771357034,5.48148257
Rv0078,6.201431023,6.420027033,5.783157881,5.793973003,5.53056184,5.277797256,5.521364098,5.75456362,7.32852815,6.742857508,5.615639968,6.930349365,5.678038673,5.786201762,5.412875437,5.92662295,6.628212404,6.087566257,5.761675186,7.549847093,7.341541152,7.3541605,5.660544521,5.436207737,5.592520685,5.393059446
Rv0078A,6.988367795,7.054354496,7.514651654,7.512621062,7.464968839,7.337061337,7.509927064,7.69372019,7.632931751,7.52347996,7.668055101,7.735433252,7.631490224,7.70950331,7.747793839,7.691462311,7.740609574,7.79373459,8.088070762,7.296741115,7.198087264,7.435528788,7.829712365,7.752838915,7.569348665,7.38058423
Rv0079,8.277820657,7.168432782,6.602542394,9.033341382,9.640422296,9.519112279,10.22707234,10.60010864,9.318725616,10.5583946,11.60798448,9.345576611,11.55247214,11.55936016,10.83802782,10.69055737,10.36875837,10.75122128,11.36289541,8.636713212,8.085121136,8.320433965,11.06921008,10.8958885,10.97989842,10.01281631
Rv0080,6.347080949,5.717497584,4.806127514,7.555972678,8.205257748,8.266376544,8.829556831,9.079343588,8.366073076,9.158601634,9.908822754,8.565350988,10.06424821,9.933000683,9.650381544,9.354109382,9.204444552,9.320545831,9.793016,7.674736235,7.259377759,7.614460448,9.437349001,9.175435915,9.166048581,8.278168828
Rv0081,4.893235901,5.162389765,3.29977043,5.140470716,5.951357012,5.962991779,6.587095018,6.909208045,6.01396965,6.195213338,7.303324689,6.185732506,7.647324451,7.668276723,7.123419106,6.651553909,6.304755244,6.072142888,6.862534257,5.992593681,5.997015927,5.918917544,6.622349111,6.536305634,6.720675098,6.062909857
Rv0082,5.828788821,6.304290719,4.783601469,6.502007381,7.665912957,7.248363424,8.07617204,7.988781922,8.128546249,8.373349614,8.956032754,8.056006748,8.924652543,8.900345035,8.287774461,8.251797323,8.026273794,7.430801095,7.7929083,7.954724075,7.759880685,7.75279429,7.468840134,7.776055078,7.990371343,7.336914687
Rv0083,7.713110476,7.816857922,6.151205029,7.14577887,7.617248302,7.655380506,8.243042837,8.280673763,9.588503616,9.036238546,8.756932106,9.307119338,9.193985589,9.170982772,8.681952151,8.71061633,8.547808669,7.702377243,8.229343192,9.419955007,9.482954123,9.376699608,7.836349381,7.779446157,8.095838512,7.906450657
Rv0084,7.179591886,7.338581113,6.863100332,7.242957985,7.712989491,7.628165216,8.012213015,8.207389106,8.047584557,8.069125028,8.117527474,7.680176722,8.512625676,8.601321152,7.96933839,7.919882532,7.444075555,6.719108426,7.451278881,7.642500052,7.634745958,7.463934623,7.670320233,7.50821794,7.836565978,7.640068521
