GENE_ID,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25
Rv0306,6.261333429,6.409901368,5.373797229,5.047404762,4.979831602,4.978678938,4.504005866,5.327809008,6.688963628,6.10139793,4.567816553,6.472901974,4.890501074,5.135960538,5.414990895,5.686619071,6.16907553,5.95685438,5.24679486,6.735510312,7.078335006,6.837868692,6.228415314,6.066631166,6.27778183,5.786309807
Rv0307c,6.078356856,6.259782253,5.399810151,5.221953513,5.08950289,5.183930132,5.54249418,5.226975553,6.101896872,6.158903121,5.402676061,5.349437362,5.346676502,5.677395076,6.186593737,5.868061844,5.869642138,5.705260592,5.787998567,6.247298107,6.360070483,6.394983199,6.487593864,6.508049411,6.522894756,5.95765372
Rv0308,7.603308581,7.746846812,8.416760501,7.814353215,7.913090788,7.794124299,8.012263471,8.033231923,7.604186407,7.399204675,7.638455531,7.588329596,7.766052143,7.771734548,7.915785722,7.597933624,7.396262082,7.556631226,7.373383277,7.285693013,7.423863139,7.448754796,7.985364307,7.906939825,7.830432195,7.963831533
Rv0309,8.564020631,8.862842798,9.367713639,9.383693495,9.373841632,9.312234723,9.238486401,9.149792136,7.433933574,8.276511447,8.699809696,7.663236494,8.897155711,9.174346992,9.100501934,9.048065716,7.911911742,8.194509707,8.012230925,6.970910836,7.014512519,7.286109527,9.137607651,8.95023902,8.780970397,8.390183382
Rv0310c,6.014702125,6.155472105,6.693619597,6.674411122,6.778451935,6.683073995,6.429817155,6.43353805,5.988621924,6.283298836,6.377089134,6.445733548,6.091687893,6.28128666,6.210593978,6.260528104,5.663069399,5.945812073,5.561103775,6.42155312,6.363560314,6.533807545,6.660437849,6.651820686,6.40216267,6.028310371
Rv0311,6.772494018,6.545861623,5.9757475,5.424126039,5.718169147,5.955438205,5.404838084,6.000044392,7.46936979,7.3710083,5.852114216,7.478228284,6.1198422,6.242796667,6.407662961,6.468438655,6.909398688,6.97082633,6.565990218,7.951323717,7.948299376,7.859659993,6.844582885,6.520180443,6.439096201,6.20766132
Rv0312,8.903806379,9.04662614,9.531898293,9.621909694,9.648989454,9.4516371,9.403726955,9.382387023,9.324116879,9.326951331,9.638725829,9.482210151,10.08107484,10.22917036,10.17585556,9.900790876,9.281413919,8.712858444,7.8419335,9.274556563,9.161529975,9.017952821,8.614561739,8.884051471,8.676611744,7.281251399
Rv0313,8.38873237,8.543546943,8.894153597,8.869232518,8.827969899,8.785559799,8.814741871,8.851732,7.411166659,8.276511447,8.759170518,7.504797155,8.883219952,8.953872802,9.254227045,8.964067155,8.653275457,8.794901034,9.261769503,6.903851622,7.048884917,7.174160235,8.780839425,8.72804681,8.749585263,8.751434326
Rv0314c,7.857662965,8.132885866,8.265457479,8.688771597,8.467984451,8.181087114,8.430229675,8.367232249,7.594114404,7.939571179,8.21172831,7.656249464,8.299784311,8.313198344,8.394861414,8.220501833,8.329699638,8.155923645,8.728393108,7.449658871,7.370076783,7.337773726,8.342778146,8.362218192,8.412302329,8.371865946
Rv0315,8.93046845,10.2278181,10.34388449,10.28843585,10.17340932,10.0408982,10.07223966,9.893352239,8.931290128,9.07070162,9.1095443,8.269992968,8.301465823,8.233563786,8.2157413,8.151777735,8.065015624,8.00496764,8.016508057,7.651393007,8.116311217,8.342514482,9.429098597,9.939998607,10.17646074,10.50377551
Rv0316,7.939998103,8.557404326,7.947001798,8.436119279,8.237814496,8.325383966,8.328765898,7.861551014,8.255391526,7.930506165,7.012169393,7.867113993,6.775703009,6.573303461,6.70700721,6.647767114,6.669024184,6.50873576,6.625079021,8.145551243,7.993315781,7.707864203,7.81117455,8.338213812,8.75534267,9.103274478
Rv0317c,7.576294327,7.401392888,7.455265436,7.355893059,7.385048415,7.357307445,7.313151215,7.391559957,6.99145858,7.200497376,7.24559705,6.936017684,7.35422852,7.191701666,7.176655962,6.931479414,6.891763355,6.919098346,7.084033187,7.188202645,7.215932209,6.955245912,7.045389382,7.157341334,7.257789137,7.484307116
Rv0318c,6.840013185,7.042719149,5.780109979,5.627294657,6.030266533,5.813493512,6.007732094,5.707657205,7.395163182,7.154523536,5.908508811,7.295739553,5.910145086,5.341708415,6.020729144,6.124988629,6.520826891,6.522545234,6.414831746,7.541946883,7.686859318,7.517296372,6.439883701,6.670728188,6.616675087,6.342454121
Rv0319,6.569615826,6.415129365,5.941437103,5.747572089,5.475226217,5.9924964,5.978404675,5.749143608,7.191005287,6.899719418,6.023302706,7.23155096,5.739188148,5.991264844,5.904630947,5.682488738,6.16907553,5.653440117,5.623311771,7.323996794,7.131953616,6.880037473,5.585053487,5.365765689,5.671589411,5.704606397
Rv0320,5.647821353,5.838594951,5.302713268,5.432341521,5.08950289,5.694783557,5.367442594,4.988979005,6.200845044,5.935564955,5.383845473,6.5767313,5.261427832,5.688532233,5.60117185,5.881306186,5.887165697,5.843229714,5.874203661,6.463710957,6.612650477,6.450907222,5.758968189,5.560287477,5.543647861,5.217635207
Rv0321,6.303465385,6.711516377,6.703514126,6.869643699,6.879681667,6.720369539,6.813592826,6.612145292,6.518790404,6.28275043,6.645677951,6.418043658,6.327244248,6.396960652,6.309340579,6.355266124,6.433450737,6.263798423,6.240291538,6.535421974,6.563320122,6.639198728,6.745585756,6.723992618,6.648550334,6.534857536
Rv0322,6.840013185,6.830868717,5.648271796,5.432341521,5.417683208,5.752562691,5.828941796,5.65477698,6.749781436,6.638549498,5.601161744,6.807672881,5.803962622,5.793018823,5.974914916,5.726808259,6.197251507,6.562430153,6.03777341,7.274559652,7.632090214,7.318877942,6.353290178,5.979111882,6.214732721,5.95765372
Rv0323c,6.28645072,6.237002277,5.733634978,6.079051966,6.066098839,5.736915464,6.113826509,6.017726269,6.882448851,6.721993969,6.351863959,6.890605086,6.147457574,6.072708364,6.378352857,5.856863811,6.557589934,6.701610357,6.663168487,7.130709289,7.157224976,7.094189888,6.730278151,6.528265568,6.716271411,6.351128792
Rv0324,6.105960589,6.3260404,5.19860694,5.244461426,4.801627996,5.118704591,5.420595453,5.092436819,6.845772216,6.444811587,4.68826926,6.601561671,5.625959918,4.84583767,5.365571969,5.431620705,6.38043227,5.803631035,5.279858305,7.164273572,7.077430507,6.865857941,5.036106964,4.747746535,4.722138165,4.875468397
Rv0325,4.128981864,4.395316685,3.883905705,3.155268626,3.256348523,3.047583954,3.477033332,3.338143475,5.457579083,5.816553142,3.501523468,6.207731526,3.500547455,3.659125504,3.719886696,4.044954202,4.944961476,4.781749079,3.552350574,5.944231001,5.997015927,5.93643621,3.268919569,3.005095761,3.012880983,3.032616929
Rv0326,4.955253947,5.104595465,4.620209177,4.656190379,4.063280956,4.086628765,4.569937583,4.383390109,6.079730582,5.55862941,4.13101808,6.499568214,4.71269393,3.832403846,4.412377492,4.726621618,5.887165697,5.555197462,4.737666606,6.698420183,6.808836904,6.649857544,4.646141192,4.327459799,4.378004177,4.126240085
Rv0327c,6.589307303,6.493184958,6.084243826,5.911792021,5.635245953,5.813493512,5.60202339,5.707657205,7.947284673,7.746474601,6.195340385,8.249097009,6.302891942,5.87403472,6.283676091,6.710252417,7.159015924,7.229821052,6.279018131,8.319487793,8.437199134,8.482380772,6.641519174,6.503872978,6.239833125,5.774975515
Rv0328,6.065774552,6.237002277,5.91522484,5.504720278,6.141084753,5.523323761,5.618866611,5.75456362,6.101896872,5.707023365,6.022791771,6.068141108,5.975171934,6.018317611,6.446323151,6.343294342,6.648762603,6.551146532,7.549000007,5.819552453,6.061599973,6.176498651,6.299256957,5.998426705,5.839267648,5.697584232
Rv0329c,6.549651855,6.720242665,5.858423449,5.945699206,6.046906959,5.775712522,5.473604926,5.79410883,7.4450559,7.040634879,6.111644178,7.596847251,5.739188148,5.721828859,5.866177864,6.160825243,6.784958446,7.119558438,7.069924604,7.775344488,7.710238892,7.623856927,6.216452247,6.100254824,5.781423527,5.654717958
Rv0330c,6.549651855,6.389388684,5.435355569,4.465370561,4.979831602,4.978678938,4.972926278,4.881577518,6.641232034,6.543242755,5.045314851,6.764347707,5.321050402,5.211880645,5.720750602,5.450724403,6.252004486,6.179425455,6.112158565,7.194123408,7.074427759,6.988986403,5.941920598,5.787076323,5.801894497,5.368693777
Rv0331,7.226974089,7.0943264,6.51478525,6.323555912,6.14296761,6.490151769,6.079384682,6.213707033,7.316326533,7.154523536,6.132412429,7.214130188,6.591308381,6.5376177,6.620753121,6.628781773,6.757224681,6.721879223,6.538952856,7.506367439,7.613361849,7.330976721,6.311390036,6.037090446,6.136294529,5.779675163
Rv0332,7.194439628,7.659036311,7.361951068,7.024373428,7.068489459,7.092306976,7.08150786,6.914188074,7.201603445,7.224867405,6.684891859,6.987985328,6.989921459,7.22296689,6.802561915,7.031966895,7.117793581,7.226278228,6.724497998,7.184372811,7.298643446,7.199513819,7.387908398,7.552726585,7.535340021,7.29213917
Rv0333,5.937938722,6.166421254,6.385042522,6.527838661,6.373116495,5.955617879,6.267024715,5.939551638,5.723241986,6.254530463,6.067901894,6.294457401,6.303017946,6.365115229,6.157851564,6.140022839,6.197251507,6.118474128,6.03944518,5.550891819,5.784288622,6.044147243,6.533735882,6.539738126,6.405317622,6.251837993
Rv0334,6.327152651,6.867996034,6.693619597,6.674411122,6.542054299,6.620508691,6.276631895,6.507654738,7.084849374,6.823419331,6.377089134,7.292468687,6.506064134,6.414264579,6.446323151,6.601562415,6.892265286,6.999125788,6.636660156,7.133166851,7.198087264,7.327851569,7.15591546,7.342664754,7.091630456,6.779499188
Rv0335c,5.900628531,6.320709152,4.964724127,4.656190379,5.019473085,5.246333884,4.913521668,4.532056768,7.432743546,7.174585732,5.030983507,7.307638568,5.465789514,5.256467377,5.480012263,5.637852445,6.452336705,6.095355524,5.726130887,7.722514175,7.555524767,7.508365133,6.16438769,6.142330236,6.344999101,5.697584232
Rv0336,9.113216359,8.794281201,9.147829814,8.992960086,8.828327088,8.877150727,8.938349897,9.159731072,9.366846101,9.000274603,8.820836164,9.165789785,8.855790776,8.862311157,9.004008052,9.103037632,9.457056576,9.205754936,9.249955684,9.392539062,9.194304682,9.187869605,8.578795021,8.838591602,9.124278526,9.136721342
Rv0337c,8.859401269,9.548567056,9.681372182,9.692426912,9.812399895,9.702795192,9.540454627,9.5213802,8.422348576,8.994318697,9.630801628,8.584160554,9.630466176,9.684804897,9.354178731,9.598113809,8.839100029,8.780903216,8.911728472,8.006111512,7.993230913,8.071582446,8.991060137,9.391390062,9.882325855,9.832649149
Rv0338c,10.48214566,10.95252941,11.37620928,11.33664585,11.37936823,11.19365593,11.22148042,11.13401682,10.22758778,10.21820102,11.02926432,10.19951675,10.44018872,10.534554,10.07933699,10.07321399,9.955631752,10.11487888,10.29665084,9.651894278,9.575707187,9.746263938,9.779198474,9.772812575,9.805001119,10.218017
Rv0339c,8.427536788,8.486746745,7.851981932,7.928036478,7.946428714,7.946422233,7.93215971,7.816397311,9.444976465,9.170287545,7.925002575,9.101018798,8.912813747,8.503458621,8.283082544,8.44457201,8.773029468,8.711592052,9.314460987,9.541040505,9.408865725,9.186760463,8.319574837,7.920681569,7.861736132,7.875556545
Rv0340,6.93632114,6.696554383,6.619463926,6.52049993,6.351685113,6.620000074,6.55395284,6.771056752,7.303470543,7.185334963,6.913791088,6.994440009,7.066679953,7.254723765,7.921835134,7.618720954,7.937192574,7.98882087,8.394531975,7.407907996,7.412082712,7.416730269,8.158124153,7.748635625,7.659805785,7.38058423
Rv0341,9.056019498,9.260793669,9.65310922,10.12266491,9.752669184,9.365238603,9.718147624,9.440307434,9.616140434,9.582684269,9.788112629,9.758220391,10.99963188,11.25226372,12.12072758,12.03166695,12.56765065,12.56900932,13.75326703,10.18250185,9.821520738,10.61791345,14.76199895,14.16813368,14.13559679,13.00429717
Rv0342,8.513409063,8.742656287,9.212314669,9.214947943,9.057098968,8.775014596,8.668598139,8.853143772,8.871841607,8.815742097,9.005280307,8.99825797,9.659729777,9.77721978,10.54851863,10.51225136,10.71777469,10.61052549,11.95364782,9.009192054,8.87927584,9.495260142,12.78648851,12.92251015,12.91441007,12.2176172
Rv0343,8.439609864,8.69778955,8.661575862,8.591811204,8.447202076,8.436617449,8.294439328,7.942918743,8.716439632,8.500749395,8.482195869,8.563003209,8.558550315,8.537017356,8.686855693,8.913577065,9.081342427,9.002156825,10.18353599,8.728304571,8.673056005,8.731303036,10.59284868,10.64485966,10.75498228,10.37298888
Rv0344c,6.06369857,6.582464868,6.333214285,6.119873661,6.09508901,6.345956614,5.828941796,6.185175054,6.729792354,6.306293367,5.557696093,6.719681057,6.374749322,6.145636838,6.296157099,6.076830869,6.050523656,6.12609873,6.12115563,7.040368076,7.022646451,6.88786483,6.622349111,6.758768318,6.731656293,6.026193659
Rv0345,6.971226693,7.10055246,6.952836385,6.769376357,6.695201619,6.739120431,6.585201296,6.648929472,6.312574701,6.693147946,6.703995175,6.239719179,6.552469641,6.218212494,6.043101983,6.515540046,6.178915149,6.337897078,6.141632172,6.428985564,6.536293211,6.351833882,6.498208808,6.900497664,6.719917003,6.729247656
Rv0346c,9.348890442,9.326495682,9.82129935,9.643517467,9.779605435,9.631518526,9.754023927,9.844137392,8.707124038,9.021766027,9.848699682,8.500819987,9.350573544,9.573988655,9.44519165,9.382010742,9.100117778,8.67567406,8.760623099,7.989184929,8.171382182,8.304160452,9.163507861,9.244217379,9.147811084,9.148972509
Rv0347,6.980851123,7.096470225,7.242307145,7.136747401,7.001261514,7.069754707,7.207986722,7.235447115,7.528420039,7.080711309,7.284337646,7.815961121,7.552948076,7.671286936,7.488543238,7.737926738,7.255966164,7.458373359,7.239181465,7.609652121,7.668832989,7.653522229,7.468176797,7.656845042,7.543745488,7.408521714
Rv0348,7.149506493,7.369400782,7.682837272,7.631884978,7.493099317,7.40702571,7.221343416,7.543808238,6.918216151,7.122488131,7.600279766,7.285237824,7.553594658,7.809630662,7.714441762,7.304457205,7.023952412,7.292938392,7.431683589,6.643224768,6.7195032,6.914909614,7.933107723,7.863778209,7.638173073,7.568503379
Rv0349,5.931812306,6.600424026,6.534793735,6.622706719,6.308736629,6.174505475,6.113826509,6.400126454,6.603667211,6.366314244,6.600852552,7.079206084,6.795178516,6.663230337,6.575422252,6.629290413,6.649741775,6.433173243,6.497366419,6.85610446,7.046776659,6.791924806,6.68885757,6.575847292,6.464471173,6.420935831
Rv0350,10.29546303,11.90994756,12.3173772,12.30889913,11.6652344,11.3989746,11.35847451,11.37211066,10.13165491,10.82764555,12.00078265,10.46775886,11.95796572,12.11945395,11.78467713,11.49641595,11.54648649,11.90943759,12.18437983,9.314512763,9.112799928,9.608928384,12.55845436,12.36967879,12.00909377,12.89159847
Rv0351,9.254064975,10.91194258,11.41986544,11.63381006,10.85158534,10.24477524,10.43840929,10.38499749,8.987086532,9.907534513,10.96283665,9.182343961,10.52807492,10.80164081,10.51189214,10.2223045,9.967950188,10.6801649,10.8453538,7.558239037,7.13589685,7.927630465,11.0418595,11.27794635,10.86772981,11.91978986
Rv0352,9.005616569,10.28129972,10.41312922,10.56100804,9.959889097,9.469496593,9.804949841,9.689525014,8.325779041,8.950148902,10.17394433,8.546292943,10.15974362,10.24146069,10.00599622,9.564178935,9.349592927,9.494828552,10.31146403,8.136450468,7.946162797,8.084978916,10.0895,9.988146752,9.974172182,11.05032683
Rv0353,6.767867849,7.926021007,8.003360447,8.368694085,7.805033869,7.200065106,7.316144101,7.316112257,7.58397159,7.297149358,7.807575805,7.214130188,7.479351787,7.80125843,7.544504137,7.359244221,7.49762137,7.418798526,7.979048926,7.232027198,7.053338471,7.248332919,7.763920405,7.915119903,7.816134074,8.682637504
Rv0354c,6.872132411,7.373333085,7.393357077,7.33821916,7.108170577,7.069754707,6.813592826,7.016759328,7.493280698,7.123039686,7.30555409,7.678222927,6.835913971,6.976205252,7.025760452,7.280673302,7.384056947,7.279726751,7.240743481,7.503986105,7.576785635,7.613003542,6.869995812,7.22817577,7.079442529,7.929005732
Rv0355c,9.67390118,9.703777654,9.642536904,9.626419453,9.586015521,9.580486726,9.330834968,9.424608561,11.31766043,10.84196417,9.750208381,11.48236858,9.762977688,9.780197851,9.978136801,10.33936742,10.57341097,10.6088319,9.883020797,11.56551161,11.65867734,11.71777819,9.836848577,9.673518047,9.501617787,9.636504796
Rv0356c,6.965864453,7.081596622,7.223450241,7.266263334,7.385632506,7.201881988,7.241106262,6.94951657,8.093225644,7.612527927,7.143934189,7.772104448,7.511266213,7.436032017,7.36283449,7.376134343,7.501267426,7.534554282,7.157033762,8.012826928,7.816492701,7.772692279,7.378018549,7.465220863,7.331076002,7.026281612
Rv0357c,7.625391054,7.809156672,8.014372716,7.95893733,8.03648867,8.029636221,7.961140229,8.158772261,7.772672898,7.756215586,8.189897121,7.831468521,8.304702212,8.170813635,7.927859286,7.806747684,7.546191919,7.689526504,7.624339617,7.558239037,7.672802417,7.674323991,7.879666161,7.759742883,7.763446663,7.822201589
Rv0358,6.06369857,6.040524338,4.976135662,4.77417764,4.915975351,5.118704591,5.473604926,5.059717058,7.765455151,7.212460323,4.840692749,7.630423722,5.074145922,5.390244817,5.2299441,5.316547572,6.050523656,5.497581652,5.254668407,7.808007513,7.652397967,7.663124629,5.636918924,5.673406679,5.738638625,5.42619011
Rv0359,6.840013185,6.815574938,6.68191003,5.911792021,6.314463384,6.203252287,6.37700924,6.489479468,7.161241466,6.742857508,6.195340385,6.807672881,5.83379819,6.04487242,5.83117215,6.163598309,6.428764522,6.659153638,5.752009037,7.423112144,7.542644312,7.399077339,6.331408932,6.19406803,6.267074773,6.040992456
Rv0360c,6.405265584,6.261543143,5.590576181,5.028397933,5.116040389,5.57036794,5.827187493,5.837714854,7.105606552,6.519257371,5.698846527,6.499568214,5.271712658,5.377395118,5.575199829,5.807516907,5.816265417,5.485777138,4.949333477,7.015060936,6.960493834,6.585232553,5.219157915,5.107191037,5.044549386,4.901806698
Rv0361,8.164246477,8.095384051,8.615666456,8.468705814,8.483377711,8.361074447,8.495395304,8.435278666,7.729099275,7.912203449,8.811519016,7.953647322,8.866655678,8.904232225,8.781581097,8.743795564,8.536825217,8.645486008,9.192578121,7.3022336,7.364122236,7.511912183,9.233466054,9.257319835,9.155515612,8.931638355
Rv0362,7.882401743,7.875554016,7.820957335,8.062158048,7.90090761,8.064375159,7.90953339,7.973296262,7.885936973,7.917776947,7.933529463,7.666503494,7.940201673,7.88256127,7.729280236,7.753403323,7.808012292,7.754918576,7.830752238,7.922361337,7.825819459,7.991700077,8.319785291,8.277824754,8.179796178,7.773179395
Rv0363c,8.247609158,8.463027071,8.827162067,8.85268344,8.76189758,8.742908473,8.915387198,9.013839204,7.934643253,8.247606042,8.860760165,7.969052411,8.796420873,8.917501933,8.548233252,8.640451246,8.161129995,7.996916844,7.90558079,7.506367439,7.564056232,7.67266354,7.880047875,7.835907399,7.728750279,7.806281668
Rv0364,8.097059156,8.524860921,8.701941635,8.582557514,8.609621436,8.220481128,8.390817483,8.16522356,7.691803496,7.639281481,8.170192486,7.569233539,7.498105814,7.609334775,7.230367911,7.416348471,7.35836591,7.072980314,7.101692684,7.179275689,7.35126207,7.382263056,7.689744278,7.806696103,7.89096232,8.073675588
Rv0365c,7.991552473,8.256959415,7.935460971,7.925682102,7.917547594,7.840610515,7.684833783,7.425307461,8.14243587,8.083636811,7.344835953,8.108922133,6.881750476,6.835245049,6.5823219,7.030406471,7.346809508,7.454510758,7.312914704,8.394684005,8.171382182,7.956552054,7.247917166,7.361746107,7.501682187,7.586268397
Rv0366c,6.617040685,6.670105186,5.91522484,6.639140284,6.533988261,5.712042486,5.88938625,5.681968805,7.340627436,6.742857508,5.923045174,7.23155096,5.220627719,5.390244817,5.206266252,5.75084666,6.581185573,6.575129619,6.286121201,7.470227995,7.318601001,7.07213794,6.04468991,5.943172319,5.99280004,5.766096072
Rv0367c,6.755389348,6.450071973,5.808685189,6.527838661,6.314463384,6.257820905,6.505572611,5.857034709,7.710571901,7.122488131,6.176315794,7.069640912,6.28191698,5.991264844,6.469898656,6.509589633,7.137438071,6.945194165,6.828882082,7.443138256,7.325192636,7.081716633,6.596680123,6.419450487,6.611089127,6.148507559
Rv0368c,7.256254825,7.227406874,4.33880889,3.73706007,3.256348523,3.792332004,3.743566228,2.969891448,8.248986334,8.101794241,3.211094695,8.264657108,3.639746997,3.659125504,4.107288524,5.265872549,6.33042453,5.349122297,4.248995236,8.724218583,8.592016946,8.237166184,4.548640812,4.473181885,4.955983277,4.65507251
Rv0369c,5.900628531,5.509111872,4.298529414,4.656190379,3.898691537,4.342160712,4.569937583,4.302342099,6.441069653,6.329458275,4.799435555,6.870314672,4.737855329,4.37685309,4.894074725,4.855376181,5.491651853,5.123939115,4.776486728,6.882010655,6.926217408,6.689147323,5.356655751,5.092095764,4.599013708,4.673935181
Rv0370c,6.83026994,6.117372824,5.973336798,5.140470716,5.448292729,5.850310297,6.007732094,5.992135855,7.407799052,6.93640771,5.873485225,7.437434391,6.351192307,6.282909375,6.800460336,6.299555346,6.520826891,6.584736041,6.465768626,7.576038834,7.544417344,7.330976721,6.745585756,6.204196607,5.894881666,5.773018533
Rv0371c,5.911415625,5.684202915,2.564457866,2.568927758,2.636479137,3.411592989,3.302779623,3.691787916,6.875485786,6.258816919,2.847074322,6.901057775,3.379610008,3.237068486,3.478585892,3.808442382,5.536453183,4.488174987,3.872213754,7.197074703,7.172727609,6.993128947,3.723180685,3.130931884,3.100942096,3.332209449
Rv0372c,6.185737633,6.28220812,3.856795929,3.070479305,1.698372648,2.892874087,1.617441665,2.743222833,7.500154885,7.095716422,2.423983949,7.114138407,2.948590298,2.499067852,2.754232548,4.426941118,5.921350619,5.307314778,3.350309466,7.87588186,7.658430192,7.346952196,3.290662167,2.738559995,3.347554591,3.634987559
Rv0373c,7.739914331,7.481101886,5.733634978,5.047404762,4.683629912,5.183930132,5.132774592,4.421766682,8.734685685,8.269339209,5.089248904,8.539883902,5.145406074,5.431081822,5.365571969,6.042086857,7.130075579,7.092570939,5.520182065,8.867992369,8.853375225,8.717544505,5.713141158,5.816464303,5.718494666,5.844109671
Rv0374c,5.108646419,4.395316685,3.559549982,2.818372624,2.558003584,3.047583954,2.035137877,2.143193043,5.551674735,5.057115434,2.359033286,5.616341857,2.503261645,2.540135396,3.340892079,3.460110539,4.805493415,4.815614669,3.4754464,6.116235149,6.222818219,6.034314971,3.132214637,3.504197675,3.708354469,3.631673675
Rv0375c,6.156965367,6.38200817,4.103137808,4.260100094,2.99231475,3.175422113,3.743566228,2.96551164,8.14243587,7.612527927,3.660383832,7.772537997,3.663816445,3.365468711,4.298478193,5.261894169,6.38043227,5.755284077,4.127712082,8.397252599,8.246229773,8.049193281,4.281682408,4.171696449,4.266609595,3.994576841
Rv0376c,6.858312784,7.05579506,5.849248596,4.935558546,5.019473085,4.903216159,5.001107184,5.039823013,8.064333035,7.865404272,5.471440468,8.007892995,5.586152379,5.619540932,5.869608977,5.98831708,6.803406387,6.584736041,5.943872744,8.464930409,8.389918916,8.121194426,6.005768488,5.720644412,6.114167546,5.720860109
Rv0377,7.081612712,6.890472353,6.258016224,6.064119685,5.718169147,6.231437469,6.063452995,6.229652761,7.743062992,7.554727892,6.023302706,7.874138608,6.595861418,6.365115229,6.499709898,6.618224902,7.144618318,6.595760976,6.559272876,8.052475938,7.96105283,7.735647773,6.451842197,6.19406803,6.14957489,6.194484508
Rv0378,5.06117795,4.966958964,3.20847659,3.71230146,3.277519372,3.95064055,3.743566228,3.960851454,7.24086689,6.635385023,4.417990393,7.044953012,4.356817117,4.252599941,5.089366109,5.285747408,6.252004486,5.973855839,5.069471534,7.484792586,7.189044936,7.147812787,4.385970496,4.327459799,4.499299572,4.258747967
Rv0379,6.488046848,6.830868717,7.552918173,6.838884972,7.132723647,6.873962998,6.952883551,7.031442643,5.801935413,6.581803235,7.24559705,4.989526427,6.429971634,6.330400508,5.966370142,5.926028997,5.779464339,5.939650174,5.620170885,5.048140784,4.849897007,4.933872336,6.26670314,6.600708738,6.495223598,6.635794799
Rv0380c,7.425130913,7.555160911,7.484161046,7.413649593,7.342825195,7.149790461,7.396884429,7.391201314,6.729792354,7.36827884,7.122712782,6.710136119,6.779562906,6.834949586,6.446323151,6.50029565,6.557589934,6.315118214,6.572676428,6.907459852,6.981510292,6.54527095,6.881259258,7.253410588,7.466213939,7.541049357
Rv0381c,7.751226135,7.621926389,7.213928549,7.519999878,7.850370251,7.473753473,7.808002484,7.641723352,7.66882153,7.640582131,7.577369758,7.52725495,7.851628145,7.932096694,7.829883059,7.649418516,7.715332002,7.442704633,7.81271874,7.890541011,7.768932446,7.558733964,7.555036563,7.54055415,7.683165968,7.529682483
Rv0382c,7.40056192,7.373333085,7.298858917,7.463983864,7.54518875,7.696401575,7.5584056,7.620710527,6.858756513,7.012284871,7.780730254,6.969028034,7.936576794,7.88142756,7.890649831,7.463683436,6.857375702,6.953477154,7.643288319,6.610940833,6.655126992,6.612201985,6.745585756,6.528265568,6.659793695,6.942063321
Rv0383c,9.098596165,9.290995381,9.428135701,9.809538111,9.668500857,9.680992124,9.831392728,9.900247858,9.15388552,9.237900859,9.762142156,9.165789785,9.895488586,9.820309395,9.885219505,9.772318881,9.301733158,9.312214795,9.749996557,8.543881088,8.195758866,8.657961429,9.260353306,9.280885109,9.230062638,9.455037159
Rv0384c,9.178077124,9.070368058,8.756775429,8.645808816,8.498083302,8.748309357,8.733051939,8.685295648,9.187550614,9.233053236,8.770640552,9.157669837,8.91734805,9.00103663,8.954195416,8.968596886,9.316893666,9.365418164,9.521556091,9.352068742,9.201487931,9.261536888,10.27790166,9.965743109,9.704215591,9.463987437
Rv0385,7.531790153,7.230877707,6.382622197,6.488744538,6.308736629,6.509797772,6.265214926,6.590277624,7.076963299,7.330232412,6.821120058,6.987985328,6.560610335,6.737279012,6.874987011,6.724033281,6.777792705,6.706704332,6.743730527,7.614075298,7.67142201,6.982941501,6.492201631,6.43229247,6.625251315,6.664748463
Rv0386,8.592734343,8.697482789,7.991953577,7.813688382,7.79376935,7.809640539,7.757250109,7.794357305,9.876263013,9.381187963,8.029047987,9.853614397,8.22813611,8.165459143,8.338402874,8.489130311,9.031351276,8.881134635,8.629938089,10.02450237,9.93546152,9.802377385,8.195825827,7.893375252,7.905881486,7.906450657
Rv0387c,5.569542927,5.542763475,4.806127514,4.656190379,4.361465777,5.04353476,4.569937583,4.083026386,7.660996902,7.148772083,5.030983507,7.454134782,5.220627719,5.299717358,5.509022995,5.256123938,6.475529926,5.566449567,5.738076553,7.480894059,7.564056232,7.460911409,5.381576456,5.347604328,5.441412947,5.040818331
Rv0388c,5.544941865,5.34391161,4.33880889,4.628020846,4.178812406,5.118704591,4.322157339,4.421766682,8.049666807,7.320460371,4.765484631,7.816960022,5.220627719,4.89842616,5.32741856,6.205206356,6.564744834,5.725478598,5.888944333,8.215625182,7.913728485,7.755523144,5.681813827,5.662890202,5.755905142,5.167604766
Rv0389,7.264201844,7.509892822,6.429370037,6.119873661,6.03953801,6.652859905,5.978404675,6.162411192,8.517638848,8.052508749,6.473797832,8.241217865,6.468519497,6.341061751,6.620753121,6.738888149,7.282510305,7.053119997,6.987260076,8.515457905,8.454477332,8.354417464,6.576602785,6.43229247,6.507858921,6.174490848
Rv0390,6.772494018,7.142678104,7.008741902,7.407063844,7.035955006,6.926494782,7.196086592,7.06036841,6.924540233,7.301580382,6.964598964,6.741203934,6.508543436,6.658837129,6.538398191,6.69935187,6.732727291,6.680014413,7.019939984,6.808833789,6.780333216,6.638125335,7.726931339,7.675859799,7.828427907,7.299828071
