index,siglvl,prior_prob,num_sample,num_pos,instance_str,__col_key__,index
Rv0378[1]+Rv1690[0]+Rv2594c[0],2.306704144916516e-06,0.24,16,13,,2,Rv0378[1]+Rv1690[0]+Rv2594c[0]
Rv0378[1]+Rv1690[0]+Rv2633c[0],7.225185536752221e-06,0.24,13,11,,2,Rv0378[1]+Rv1690[0]+Rv2633c[0]
Rv0378[1]+Rv1696[0],2.306704144916516e-06,0.24,16,13,,2,Rv0378[1]+Rv1696[0]
Rv0378[1]+Rv1696[0]+Rv2275[0],0.00030681952772160237,0.24,10,8,,2,Rv0378[1]+Rv1696[0]+Rv2275[0]
Rv0378[1]+Rv1696[0]+Rv2889c[-1],2.0711771115400346e-05,0.24,10,9,,2,Rv0378[1]+Rv1696[0]+Rv2889c[-1]
Rv0378[1]+Rv1696[0]+Rvnt41[0],0.00030681952772160237,0.24,10,8,,2,Rv0378[1]+Rv1696[0]+Rvnt41[0]
Rv0378[1]+Rv1713[0],6.691768851263546e-07,0.24,17,14,,2,Rv0378[1]+Rv1713[0]
Rv0378[1]+Rv1713[0]+Rv3278c[-1],7.793332243666296e-05,0.24,9,8,,2,Rv0378[1]+Rv1713[0]+Rv3278c[-1]
Rv0378[1]+Rv1718[0],7.628667739068007e-06,0.24,17,13,,2,Rv0378[1]+Rv1718[0]
Rv0378[1]+Rv1718[0]+Rv3612c[0],7.71468171881784e-05,0.24,15,11,,2,Rv0378[1]+Rv1718[0]+Rv3612c[0]
Rv0378[1]+Rv1734c[1],0.00030681952772160237,0.24,10,8,,2,Rv0378[1]+Rv1734c[1]
Rv0378[1]+Rv1804c[0],2.339454690081233e-06,0.24,18,14,,2,Rv0378[1]+Rv1804c[0]
Rv0378[1]+Rv1807[0],7.628667739068007e-06,0.24,17,13,,2,Rv0378[1]+Rv1807[0]
Rv0378[1]+Rv1807[0]+Rv2780[0],8.937763270089327e-05,0.24,11,9,,2,Rv0378[1]+Rv1807[0]+Rv2780[0]
Rv0378[1]+Rv1837c[0]+Rv2936[0]+Rv3133c[1],0.0007962623999999696,0.24,5,5,,2,Rv0378[1]+Rv1837c[0]+Rv2936[0]+Rv3133c[1]
Rv0378[1]+Rv1856c[-1],7.850416222199286e-06,0.24,15,12,,2,Rv0378[1]+Rv1856c[-1]
Rv0378[1]+Rv1856c[-1]+Rv3614c[-1],0.0007962623999999696,0.24,5,5,,2,Rv0378[1]+Rv1856c[-1]+Rv3614c[-1]
Rv0378[1]+Rv1858[0]+Rv3158[0],2.6418075401712926e-06,0.24,9,9,,2,Rv0378[1]+Rv1858[0]+Rv3158[0]
Rv0378[1]+Rv1884c[-1],0.000886664581110308,0.24,11,8,,2,Rv0378[1]+Rv1884c[-1]
Rv0378[1]+Rv1888A[0],2.339454690081233e-06,0.24,18,14,,2,Rv0378[1]+Rv1888A[0]
Rv0378[1]+Rv1888A[0]+Rv2009[-1],0.000886664581110308,0.24,11,8,,2,Rv0378[1]+Rv1888A[0]+Rv2009[-1]
Rv0378[1]+Rv1955[1],0.000886664581110308,0.24,11,8,,2,Rv0378[1]+Rv1955[1]
Rv0378[1]+Rv1989c[0],6.691768851263546e-07,0.24,17,14,,2,Rv0378[1]+Rv1989c[0]
Rv0378[1]+Rv1997[1],7.850416222199286e-06,0.24,15,12,,2,Rv0378[1]+Rv1997[1]
Rv0378[1]+Rv2009[-1],0.000886664581110308,0.24,11,8,,2,Rv0378[1]+Rv2009[-1]
Rv0378[1]+Rv2010[-1],8.682631446599309e-05,0.24,13,10,,2,Rv0378[1]+Rv2010[-1]
Rv0378[1]+Rv2021c[0],9.536193124048964e-08,0.24,14,13,,2,Rv0378[1]+Rv2021c[0]
Rv0378[1]+Rv2021c[0]+Rv3418c[0],1.1007531417583927e-05,0.24,8,8,,2,Rv0378[1]+Rv2021c[0]+Rv3418c[0]
Rv0378[1]+Rv2022c[0],1.5206301362535868e-07,0.24,16,14,,2,Rv0378[1]+Rv2022c[0]
Rv0378[1]+Rv2035[1],0.00028072650031907287,0.24,12,9,,2,Rv0378[1]+Rv2035[1]
Rv0378[1]+Rv2145c[0],0.00028072650031907287,0.24,12,9,,2,Rv0378[1]+Rv2145c[0]
Rv0378[1]+Rv2145c[0]+Rv2275[0],0.00030681952772160237,0.24,10,8,,2,Rv0378[1]+Rv2145c[0]+Rv2275[0]
Rv0378[1]+Rv2160A[0],2.339454690081233e-06,0.24,18,14,,2,Rv0378[1]+Rv2160A[0]
Rv0378[1]+Rv2160c[0],7.628667739068007e-06,0.24,17,13,,2,Rv0378[1]+Rv2160c[0]
Rv0378[1]+Rv2160c[0]+Rv2924c[1],0.0007962623999999696,0.24,5,5,,2,Rv0378[1]+Rv2160c[0]+Rv2924c[1]
Rv0378[1]+Rv2164c[1],8.682631446599309e-05,0.24,13,10,,2,Rv0378[1]+Rv2164c[1]
Rv0378[1]+Rv2182c[-1]+Rv2489c[0],0.0002898649939967468,0.24,8,7,,2,Rv0378[1]+Rv2182c[-1]+Rv2489c[0]
Rv0378[1]+Rv2190c[-1],8.682631446599309e-05,0.24,13,10,,2,Rv0378[1]+Rv2190c[-1]
Rv0378[1]+Rv2190c[-1]+Rv3375[0],2.5594676828055718e-05,0.24,12,10,,2,Rv0378[1]+Rv2190c[-1]+Rv3375[0]
Rv0378[1]+Rv2190c[-1]+Rv3662c[0],8.682631446599309e-05,0.24,13,10,,2,Rv0378[1]+Rv2190c[-1]+Rv3662c[0]
Rv0378[1]+Rv2225[-1]+Rv2780[0],2.5594676828055718e-05,0.24,12,10,,2,Rv0378[1]+Rv2225[-1]+Rv2780[0]
Rv0378[1]+Rv2275[0],0.00030681952772160237,0.24,10,8,,2,Rv0378[1]+Rv2275[0]
Rv0378[1]+Rv2275[0]+Rv3174[0],0.00030681952772160237,0.24,10,8,,2,Rv0378[1]+Rv2275[0]+Rv3174[0]
Rv0378[1]+Rv2334[-1],0.00028072650031907287,0.24,12,9,,2,Rv0378[1]+Rv2334[-1]
Rv0378[1]+Rv2334[0]+Rv2654c[1],0.0007962623999999696,0.24,5,5,,2,Rv0378[1]+Rv2334[0]+Rv2654c[1]
Rv0378[1]+Rv2337c[1],0.0001911029760000016,0.24,6,6,,2,Rv0378[1]+Rv2337c[1]
Rv0378[1]+Rv2422[1],0.0001911029760000016,0.24,6,6,,2,Rv0378[1]+Rv2422[1]
Rv0378[1]+Rv2489c[0],2.339454690081233e-06,0.24,18,14,,2,Rv0378[1]+Rv2489c[0]
Rv0378[1]+Rv2498c[0],7.628667739068007e-06,0.24,17,13,,2,Rv0378[1]+Rv2498c[0]
Rv0378[1]+Rv2530A[1]+Rv3613c[0],7.793332243666296e-05,0.24,9,8,,2,Rv0378[1]+Rv2530A[1]+Rv3613c[0]
Rv0378[1]+Rv2551c[0],2.339454690081233e-06,0.24,18,14,,2,Rv0378[1]+Rv2551c[0]
Rv0378[1]+Rv2594c[0],6.691768851263546e-07,0.24,17,14,,2,Rv0378[1]+Rv2594c[0]
Rv0378[1]+Rv2633c[0],7.225185536752221e-06,0.24,13,11,,2,Rv0378[1]+Rv2633c[0]
Rv0378[1]+Rv2729c[1],2.0711771115400346e-05,0.24,10,9,,2,Rv0378[1]+Rv2729c[1]
Rv0378[1]+Rv2780[0],2.5594676828055718e-05,0.24,12,10,,2,Rv0378[1]+Rv2780[0]
Rv0378[1]+Rv2807[1]+Rv3018A[1]+Rv3616c[-1],0.0002898649939967468,0.24,8,7,,2,Rv0378[1]+Rv2807[1]+Rv3018A[1]+Rv3616c[-1]
Rv0378[1]+Rv2834c[1]+Rv3616c[-1],0.0001911029760000016,0.24,6,6,,2,Rv0378[1]+Rv2834c[1]+Rv3616c[-1]
Rv0378[1]+Rv2924c[0],0.0007170019184887799,0.24,13,9,,2,Rv0378[1]+Rv2924c[0]
Rv0378[1]+Rv2924c[1],0.0007962623999999696,0.24,5,5,,2,Rv0378[1]+Rv2924c[1]
Rv0378[1]+Rv2931[0],7.793332243666296e-05,0.24,9,8,,2,Rv0378[1]+Rv2931[0]
Rv0378[1]+Rv2935[-1],0.000886664581110308,0.24,11,8,,2,Rv0378[1]+Rv2935[-1]
Rv0378[1]+Rv2936[-1],0.00028072650031907287,0.24,12,9,,2,Rv0378[1]+Rv2936[-1]
Rv0378[1]+Rv2949c[-1]+Rv3157[0],2.6418075401712926e-06,0.24,9,9,,2,Rv0378[1]+Rv2949c[-1]+Rv3157[0]
Rv0378[1]+Rv2976c[-1],0.00030681952772160237,0.24,10,8,,2,Rv0378[1]+Rv2976c[-1]
Rv0378[1]+Rv2976c[0]+Rv3787c[1],0.0007962623999999696,0.24,5,5,,2,Rv0378[1]+Rv2976c[0]+Rv3787c[1]
Rv0378[1]+Rv2987c[0],8.682631446599309e-05,0.24,13,10,,2,Rv0378[1]+Rv2987c[0]
Rv0378[1]+Rv3018A[1]+Rv3616c[-1],0.0002898649939967468,0.24,8,7,,2,Rv0378[1]+Rv3018A[1]+Rv3616c[-1]
Rv0378[1]+Rv3139[0],0.0002898649939967468,0.24,8,7,,2,Rv0378[1]+Rv3139[0]
Rv0378[1]+Rv3157[0],3.6958591609348446e-07,0.24,13,12,,2,Rv0378[1]+Rv3157[0]
Rv0378[1]+Rv3158[0],9.536193124048964e-08,0.24,14,13,,2,Rv0378[1]+Rv3158[0]
Rv0378[1]+Rv3282[-1],8.682631446599309e-05,0.24,13,10,,2,Rv0378[1]+Rv3282[-1]
Rv0378[1]+Rv3282[-1]+Rv3919c[-1],0.00028072650031907287,0.24,12,9,,2,Rv0378[1]+Rv3282[-1]+Rv3919c[-1]
Rv0378[1]+Rv3312A[-1],9.536193124048964e-08,0.24,14,13,,2,Rv0378[1]+Rv3312A[-1]
Rv0378[1]+Rv3312A[-1]+Rv3589[1],1.5216811433127475e-07,0.24,11,11,,2,Rv0378[1]+Rv3312A[-1]+Rv3589[1]
Rv0378[1]+Rv3312A[-1]+Rv3854c[-1],1.5216811433127475e-07,0.24,11,11,,2,Rv0378[1]+Rv3312A[-1]+Rv3854c[-1]
Rv0378[1]+Rv3320c[0],2.339454690081233e-06,0.24,18,14,,2,Rv0378[1]+Rv3320c[0]
Rv0378[1]+Rv3375[0],6.691768851263546e-07,0.24,17,14,,2,Rv0378[1]+Rv3375[0]
Rv0378[1]+Rv3431c[1],5.452690763019241e-06,0.24,11,10,,2,Rv0378[1]+Rv3431c[1]
Rv0378[1]+Rv3612c[0],2.4481552454047595e-05,0.24,16,12,,2,Rv0378[1]+Rv3612c[0]
Rv0378[1]+Rv3613c[0],2.5594676828055718e-05,0.24,12,10,,2,Rv0378[1]+Rv3613c[0]
Rv0378[1]+Rv3613c[0]+Rv3891c[0],2.5594676828055718e-05,0.24,12,10,,2,Rv0378[1]+Rv3613c[0]+Rv3891c[0]
Rv0378[1]+Rv3614c[0],0.00030681952772160237,0.24,10,8,,2,Rv0378[1]+Rv3614c[0]
Rv0378[1]+Rv3616c[-1],0.0002898649939967468,0.24,8,7,,2,Rv0378[1]+Rv3616c[-1]
Rv0378[1]+Rv3635[1],0.0001911029760000016,0.24,6,6,,2,Rv0378[1]+Rv3635[1]
Rv0378[1]+Rv3662c[0],2.339454690081233e-06,0.24,18,14,,2,Rv0378[1]+Rv3662c[0]
Rv0378[1]+Rv3746c[1]+Rvnt41[0],2.0711771115400346e-05,0.24,10,9,,2,Rv0378[1]+Rv3746c[1]+Rvnt41[0]
Rv0378[1]+Rv3787c[1],5.452690763019241e-06,0.24,11,10,,2,Rv0378[1]+Rv3787c[1]
Rv0378[1]+Rv3848[0],7.628667739068007e-06,0.24,17,13,,2,Rv0378[1]+Rv3848[0]
Rv0378[1]+Rv3891c[0],6.691768851263546e-07,0.24,17,14,,2,Rv0378[1]+Rv3891c[0]
Rv0378[1]+Rv3918c[-1],0.00028072650031907287,0.24,12,9,,2,Rv0378[1]+Rv3918c[-1]
Rv0378[1]+Rv3919c[-1],7.850416222199286e-06,0.24,15,12,,2,Rv0378[1]+Rv3919c[-1]
Rv0378[1]+Rv3920c[-1],2.6329456479734503e-05,0.24,14,11,,2,Rv0378[1]+Rv3920c[-1]
Rv0378[1]+Rv3922c[0],7.628667739068007e-06,0.24,17,13,,2,Rv0378[1]+Rv3922c[0]
Rv0378[1]+Rv3923c[-1],5.452690763019241e-06,0.24,11,10,,2,Rv0378[1]+Rv3923c[-1]
Rv0378[1]+Rvnt41[0],0.00028072650031907287,0.24,12,9,,2,Rv0378[1]+Rvnt41[0]
Rv0385[0]+Rv0683[-1]+Rv1407[1]+Rv2322c[0],0.0001911029760000016,0.24,6,6,,2,Rv0385[0]+Rv0683[-1]+Rv1407[1]+Rv2322c[0]
Rv0385[0]+Rv0952[-1]+Rv0974c[1]+Rv3431c[1],0.0002898649939967468,0.24,8,7,,2,Rv0385[0]+Rv0952[-1]+Rv0974c[1]+Rv3431c[1]
Rv0385[0]+Rv0952[-1]+Rv1358[1],0.0002898649939967468,0.24,8,7,,2,Rv0385[0]+Rv0952[-1]+Rv1358[1]
Rv0385[0]+Rv0952[-1]+Rv3431c[1],0.0002898649939967468,0.24,8,7,,2,Rv0385[0]+Rv0952[-1]+Rv3431c[1]
Rv0385[0]+Rv1358[1],2.0711771115400346e-05,0.24,10,9,,2,Rv0385[0]+Rv1358[1]
Rv0385[0]+Rv1358[1]+Rv3459c[-1],7.793332243666296e-05,0.24,9,8,,2,Rv0385[0]+Rv1358[1]+Rv3459c[-1]
Rv0385[0]+Rv1407[1]+Rv2322c[0],4.586471423995153e-05,0.24,7,7,,2,Rv0385[0]+Rv1407[1]+Rv2322c[0]
Rv0385[0]+Rv1437[0]+Rv2309A[1],0.0002898649939967468,0.24,8,7,,2,Rv0385[0]+Rv1437[0]+Rv2309A[1]
Rv0385[0]+Rv1437[0]+Rv2309A[1]+Rv3442c[-1],0.0007962623999999696,0.24,5,5,,2,Rv0385[0]+Rv1437[0]+Rv2309A[1]+Rv3442c[-1]
Rv0385[0]+Rv1768[1]+Rv3289c[0],2.0711771115400346e-05,0.24,10,9,,2,Rv0385[0]+Rv1768[1]+Rv3289c[0]
Rv0385[0]+Rv1768[1]+Rv3289c[0]+Rv3874[0],4.586471423995153e-05,0.24,7,7,,2,Rv0385[0]+Rv1768[1]+Rv3289c[0]+Rv3874[0]
Rv0385[0]+Rv1768[1]+Rv3289c[1]+Rv3874[-1],0.0007962623999999696,0.24,5,5,,2,Rv0385[0]+Rv1768[1]+Rv3289c[1]+Rv3874[-1]
Rv0386[1]+Rv0847[1],2.0711771115400346e-05,0.24,10,9,,2,Rv0386[1]+Rv0847[1]
Rv0386[1]+Rv1182[0]+Rv3320c[0],4.586471423995153e-05,0.24,7,7,,2,Rv0386[1]+Rv1182[0]+Rv3320c[0]
Rv0386[1]+Rv1407[1],2.0711771115400346e-05,0.24,10,9,,2,Rv0386[1]+Rv1407[1]
Rv0386[1]+Rv1858[0],7.793332243666296e-05,0.24,9,8,,2,Rv0386[1]+Rv1858[0]
Rv0386[1]+Rv3320c[0],5.452690763019241e-06,0.24,11,10,,2,Rv0386[1]+Rv3320c[0]
Rv0386[1]+Rv3662c[0],5.452690763019241e-06,0.24,11,10,,2,Rv0386[1]+Rv3662c[0]
Rv0386[1]+Rv3848[0],2.0711771115400346e-05,0.24,10,9,,2,Rv0386[1]+Rv3848[0]
Rv0387c[1],6.691768851263546e-07,0.24,17,14,,2,Rv0387c[1]
Rv0387c[1]+Rv2028c[1],2.306704144916516e-06,0.24,16,13,,2,Rv0387c[1]+Rv2028c[1]
Rv0387c[1]+Rv2275[0]+Rv2301[0]+Rv3500c[1],4.586471423995153e-05,0.24,7,7,,2,Rv0387c[1]+Rv2275[0]+Rv2301[0]+Rv3500c[1]
Rv0387c[1]+Rv2744c[-1],0.0002898649939967468,0.24,8,7,,2,Rv0387c[1]+Rv2744c[-1]
Rv0387c[1]+Rv2935[-1],0.00030681952772160237,0.24,10,8,,2,Rv0387c[1]+Rv2935[-1]
Rv0387c[1]+Rv2936[-1],8.937763270089327e-05,0.24,11,9,,2,Rv0387c[1]+Rv2936[-1]
Rv0387c[1]+Rv3613c[0],2.5594676828055718e-05,0.24,12,10,,2,Rv0387c[1]+Rv3613c[0]
Rv0388c[1]+Rv1752[0]+Rv2935[0],0.0002898649939967468,0.24,8,7,,2,Rv0388c[1]+Rv1752[0]+Rv2935[0]
Rv0389[1]+Rv3088[0]+Rv3490[0],0.0007962623999999696,0.24,5,5,,2,Rv0389[1]+Rv3088[0]+Rv3490[0]
Rv0395[1]+Rv2671[0]+Rv3431c[1],0.0002898649939967468,0.24,8,7,,2,Rv0395[1]+Rv2671[0]+Rv3431c[1]
Rv0396[1]+Rv1612[-1],0.0005599117439180068,0.24,15,10,,2,Rv0396[1]+Rv1612[-1]
Rv0396[1]+Rv1613[-1],6.492847576988758e-05,0.24,17,12,,2,Rv0396[1]+Rv1613[-1]
Rv0396[1]+Rv2035[0]+Rv3561[1],0.0007962623999999696,0.24,5,5,,2,Rv0396[1]+Rv2035[0]+Rv3561[1]
Rv0397[1]+Rv1067c[1]+Rv2936[0]+Rv3903c[1],0.0007962623999999696,0.24,5,5,,2,Rv0397[1]+Rv1067c[1]+Rv2936[0]+Rv3903c[1]
Rv0399c[0]+Rv2032[1]+Rv2810c[1]+Rv3848[0],0.0007962623999999696,0.24,5,5,,2,Rv0399c[0]+Rv2032[1]+Rv2810c[1]+Rv3848[0]
Rv0399c[1]+Rv1185c--Rv1630[-1]+Rv2810c[1]+Rv3157[0],0.0007962623999999696,0.24,5,5,,2,Rv0399c[1]+Rv1185c--Rv1630[-1]+Rv2810c[1]+Rv3157[0]
Rv0399c[1]+Rv1768[1]+Rv3158[0],4.586471423995153e-05,0.24,7,7,,2,Rv0399c[1]+Rv1768[1]+Rv3158[0]
Rv0399c[1]+Rv2032[1]+Rv2810c[1]+Rv3848[0],0.0002898649939967468,0.24,8,7,,2,Rv0399c[1]+Rv2032[1]+Rv2810c[1]+Rv3848[0]
Rv0399c[1]+Rv2810c[1],7.793332243666296e-05,0.24,9,8,,2,Rv0399c[1]+Rv2810c[1]
Rv0399c[1]+Rv2810c[1]+Rv3157[0],4.586471423995153e-05,0.24,7,7,,2,Rv0399c[1]+Rv2810c[1]+Rv3157[0]
Rv0399c[1]+Rv2810c[1]+Rv3848[0],7.793332243666296e-05,0.24,9,8,,2,Rv0399c[1]+Rv2810c[1]+Rv3848[0]
Rv0401[1]+Rv3540c[0],0.0002898649939967468,0.24,8,7,,2,Rv0401[1]+Rv3540c[0]
Rv0403c[1]+Rv1009[0]+Rv1298[-1]+Rv2498c[0],0.0002898649939967468,0.24,8,7,,2,Rv0403c[1]+Rv1009[0]+Rv1298[-1]+Rv2498c[0]
Rv0406c[0]+Rv0684[-1]+Rv3561[1],0.0002898649939967468,0.24,8,7,,2,Rv0406c[0]+Rv0684[-1]+Rv3561[1]
Rv0406c[0]+Rv3561[1],1.4242935499897413e-06,0.24,12,11,,2,Rv0406c[0]+Rv3561[1]
Rv0412c[0]+Rv2003c[1]+Rv2412[-1],0.00028072650031907287,0.24,12,9,,2,Rv0412c[0]+Rv2003c[1]+Rv2412[-1]
Rv0417[1],2.4485578231647764e-08,0.24,15,14,,2,Rv0417[1]
Rv0417[1]+Rv0647c[0]+Rv1768[1]+Rv2385[0],0.0007962623999999696,0.24,5,5,,2,Rv0417[1]+Rv0647c[0]+Rv1768[1]+Rv2385[0]
Rv0417[1]+Rv0840c[0]+Rv1734c[0],0.0007962623999999696,0.24,5,5,,2,Rv0417[1]+Rv0840c[0]+Rv1734c[0]
Rv0417[1]+Rv0840c[0]+Rv2275[0]+Rv2933[0],4.586471423995153e-05,0.24,7,7,,2,Rv0417[1]+Rv0840c[0]+Rv2275[0]+Rv2933[0]
Rv0417[1]+Rv0967[-1]+Rv1347c[0],4.586471423995153e-05,0.24,7,7,,2,Rv0417[1]+Rv0967[-1]+Rv1347c[0]
Rv0417[1]+Rv0967[0]+Rv1347c[0],0.0002898649939967468,0.24,8,7,,2,Rv0417[1]+Rv0967[0]+Rv1347c[0]
Rv0417[1]+Rv1317c[0]+Rv3371[0],1.1007531417583927e-05,0.24,8,8,,2,Rv0417[1]+Rv1317c[0]+Rv3371[0]
Rv0417[1]+Rv1347c[0],2.4485578231647764e-08,0.24,15,14,,2,Rv0417[1]+Rv1347c[0]
Rv0417[1]+Rv1438[-1],0.0002898649939967468,0.24,8,7,,2,Rv0417[1]+Rv1438[-1]
Rv0417[1]+Rv1761c[1]+Rv1768[1]+Rv2275[0],0.0001911029760000016,0.24,6,6,,2,Rv0417[1]+Rv1761c[1]+Rv1768[1]+Rv2275[0]
Rv0417[1]+Rv1888A[0],2.4485578231647764e-08,0.24,15,14,,2,Rv0417[1]+Rv1888A[0]
Rv0417[1]+Rv1888A[0]+Rv3161c[0],2.0711771115400346e-05,0.24,10,9,,2,Rv0417[1]+Rv1888A[0]+Rv3161c[0]
Rv0417[1]+Rv1936[0],5.452690763019241e-06,0.24,11,10,,2,Rv0417[1]+Rv1936[0]
Rv0417[1]+Rv1955[1],7.793332243666296e-05,0.24,9,8,,2,Rv0417[1]+Rv1955[1]
Rv0417[1]+Rv1997[1],3.6958591609348446e-07,0.24,13,12,,2,Rv0417[1]+Rv1997[1]
Rv0417[1]+Rv2009[-1],7.793332243666296e-05,0.24,9,8,,2,Rv0417[1]+Rv2009[-1]
Rv0417[1]+Rv2010[-1],5.452690763019241e-06,0.24,11,10,,2,Rv0417[1]+Rv2010[-1]
Rv0417[1]+Rv2035[0],0.0007962623999999696,0.24,5,5,,2,Rv0417[1]+Rv2035[0]
Rv0417[1]+Rv2035[1],2.0711771115400346e-05,0.24,10,9,,2,Rv0417[1]+Rv2035[1]
Rv0417[1]+Rv2044c[0]+Rv2145c[0],2.6418075401712926e-06,0.24,9,9,,2,Rv0417[1]+Rv2044c[0]+Rv2145c[0]
Rv0417[1]+Rv2145c[0],2.6418075401712926e-06,0.24,9,9,,2,Rv0417[1]+Rv2145c[0]
Rv0417[1]+Rv2664[0],0.0001911029760000016,0.24,6,6,,2,Rv0417[1]+Rv2664[0]
Rv0417[1]+Rv2664[1],7.793332243666296e-05,0.24,9,8,,2,Rv0417[1]+Rv2664[1]
Rv0417[1]+Rv2748c[0]+Rv2935[0]+Rv3358[1],0.0001911029760000016,0.24,6,6,,2,Rv0417[1]+Rv2748c[0]+Rv2935[0]+Rv3358[1]
Rv0417[1]+Rv2935[0]+Rv3358[1],0.0001911029760000016,0.24,6,6,,2,Rv0417[1]+Rv2935[0]+Rv3358[1]
Rv0417[1]+Rv2935[0]+Rv3621c[1],0.0007962623999999696,0.24,5,5,,2,Rv0417[1]+Rv2935[0]+Rv3621c[1]
Rv0417[1]+Rv2939[0],1.4242935499897413e-06,0.24,12,11,,2,Rv0417[1]+Rv2939[0]
Rv0417[1]+Rv2980[1],3.6958591609348446e-07,0.24,13,12,,2,Rv0417[1]+Rv2980[1]
Rv0421c[0]+Rv0456A[1],0.00028072650031907287,0.24,12,9,,2,Rv0421c[0]+Rv0456A[1]
Rv0421c[0]+Rv0456A[1]+Rv3558[1],8.937763270089327e-05,0.24,11,9,,2,Rv0421c[0]+Rv0456A[1]+Rv3558[1]
Rv0421c[0]+Rv1185c--Rv1630[-1]+Rv3540c[0],5.452690763019241e-06,0.24,11,10,,2,Rv0421c[0]+Rv1185c--Rv1630[-1]+Rv3540c[0]
Rv0421c[0]+Rv1186c[1]+Rv2634c[1],7.793332243666296e-05,0.24,9,8,,2,Rv0421c[0]+Rv1186c[1]+Rv2634c[1]
Rv0421c[0]+Rv1768[1]+Rv1858[-1],0.0007962623999999696,0.24,5,5,,2,Rv0421c[0]+Rv1768[1]+Rv1858[-1]
Rv0421c[0]+Rv1807[0]+Rv3371[0]+Rvnt24[1],2.306704144916516e-06,0.24,16,13,,2,Rv0421c[0]+Rv1807[0]+Rv3371[0]+Rvnt24[1]
Rv0421c[0]+Rv3063[1]+Rv3540c[0],2.0711771115400346e-05,0.24,10,9,,2,Rv0421c[0]+Rv3063[1]+Rv3540c[0]
Rv0421c[0]+Rv3371[0]+Rvnt24[1],2.339454690081233e-06,0.24,18,14,,2,Rv0421c[0]+Rv3371[0]+Rvnt24[1]
Rv0421c[0]+Rv3540c[0],3.253270143477316e-05,0.24,23,15,,2,Rv0421c[0]+Rv3540c[0]
Rv0422c[0]+Rv1884c[0]+Rv3021c[1],0.0001911029760000016,0.24,6,6,,2,Rv0422c[0]+Rv1884c[0]+Rv3021c[1]
Rv0422c[0]+Rv2304c[0]+Rv3431c[1],7.793332243666296e-05,0.24,9,8,,2,Rv0422c[0]+Rv2304c[0]+Rv3431c[1]
Rv0422c[0]+Rv3431c[1],5.452690763019241e-06,0.24,11,10,,2,Rv0422c[0]+Rv3431c[1]
Rv0448c[0]+Rv0722[-1],0.0006294629487756387,0.24,20,12,,2,Rv0448c[0]+Rv0722[-1]
Rv0448c[0]+Rv1039c[1],6.691768851263546e-07,0.24,17,14,,2,Rv0448c[0]+Rv1039c[1]
Rv0448c[0]+Rv1039c[1]+Rv2633c[0],7.225185536752221e-06,0.24,13,11,,2,Rv0448c[0]+Rv1039c[1]+Rv2633c[0]
Rv0448c[0]+Rv2664[1],0.00030681952772160237,0.24,10,8,,2,Rv0448c[0]+Rv2664[1]
Rv0448c[0]+Rv3017c[1]+Rv3395c[1],2.0711771115400346e-05,0.24,10,9,,2,Rv0448c[0]+Rv3017c[1]+Rv3395c[1]
Rv0449c[0]+Rv0967[-1],0.0007962623999999696,0.24,5,5,,2,Rv0449c[0]+Rv0967[-1]
Rv0449c[1],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]
Rv0449c[1]+Rv0755A[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv0755A[0]
Rv0449c[1]+Rv1025[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv1025[0]
Rv0449c[1]+Rv1025[0]+Rv1888A[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv1025[0]+Rv1888A[0]
Rv0449c[1]+Rv1317c[0],0.0007962623999999696,0.24,5,5,,2,Rv0449c[1]+Rv1317c[0]
Rv0449c[1]+Rv1343c[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv1343c[0]
Rv0449c[1]+Rv1645c[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv1645c[0]
Rv0449c[1]+Rv1808[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv1808[0]
Rv0449c[1]+Rv1888A[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv1888A[0]
Rv0449c[1]+Rv2489c[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv2489c[0]
Rv0449c[1]+Rv2594c[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv2594c[0]
Rv0449c[1]+Rv2933[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv2933[0]
Rv0449c[1]+Rv3320c[0],0.0002898649939967468,0.24,8,7,,2,Rv0449c[1]+Rv3320c[0]
Rv0453[1]+Rv2275[0]+Rv3342[0]+Rv3551[0],7.793332243666296e-05,0.24,9,8,,2,Rv0453[1]+Rv2275[0]+Rv3342[0]+Rv3551[0]
Rv0456A[0]+Rv1535[-1]+Rv3903c[1],0.0007962623999999696,0.24,5,5,,2,Rv0456A[0]+Rv1535[-1]+Rv3903c[1]
Rv0456A[0]+Rv3157[0]+Rv3903c[1],0.0007962623999999696,0.24,5,5,,2,Rv0456A[0]+Rv3157[0]+Rv3903c[1]
Rv0456A[1],0.00028072650031907287,0.24,12,9,,2,Rv0456A[1]
