index,siglvl,prior_prob,num_sample,num_pos,instance_str,__col_key__,index
Rv3163c[0]+Rv3899c[-1],0.00023521280000005085,0.2,11,8,,3,Rv3163c[0]+Rv3899c[-1]
Rv3163c[0]+Rv3904c[-1]+Rvnt04[1],0.00037120000000001596,0.2,7,6,,3,Rv3163c[0]+Rv3904c[-1]+Rvnt04[1]
Rv3176c[0]+Rv3258c[0]+Rv3454[-1],0.0008643583999999871,0.2,10,7,,3,Rv3176c[0]+Rv3258c[0]+Rv3454[-1]
Rv3176c[0]+Rv3368c[-1],0.0009696964382629458,0.2,21,11,,3,Rv3176c[0]+Rv3368c[-1]
Rv3213c[0]+Rv3341[-1]+Rvnt36[0],0.00023521280000005085,0.2,11,8,,3,Rv3213c[0]+Rv3341[-1]+Rvnt36[0]
Rv3224B[0]+Rv3341[-1],4.604968959998068e-05,0.2,14,10,,3,Rv3224B[0]+Rv3341[-1]
Rv3241c[1]+Rv3242c[-1]+Rvnt06[0],0.00031999999999998696,0.2,5,5,,3,Rv3241c[1]+Rv3242c[-1]+Rvnt06[0]
Rv3241c[1]+Rv3541c[0],2.5599999999847967e-06,0.2,8,8,,3,Rv3241c[1]+Rv3541c[0]
Rv3241c[1]+Rv3559c[0],0.00031999999999998696,0.2,5,5,,3,Rv3241c[1]+Rv3559c[0]
Rv3241c[1]+Rv3625c[-1],6.399999999995298e-05,0.2,6,6,,3,Rv3241c[1]+Rv3625c[-1]
Rv3241c[1]+Rv3811[0]+Rvnt06[0],0.00031999999999998696,0.2,5,5,,3,Rv3241c[1]+Rv3811[0]+Rvnt06[0]
Rv3241c[1]+Rvnt13[0],0.00031999999999998696,0.2,5,5,,3,Rv3241c[1]+Rvnt13[0]
Rv3241c[1]+Rvnt15[1],0.00031999999999998696,0.2,5,5,,3,Rv3241c[1]+Rvnt15[1]
Rv3241c[1]+Rvnt36[0],1.2800000000035006e-05,0.2,7,7,,3,Rv3241c[1]+Rvnt36[0]
Rv3246c[0]+Rv3565[-1]+Rv3613c[0],0.0008643583999999871,0.2,10,7,,3,Rv3246c[0]+Rv3565[-1]+Rv3613c[0]
Rv3246c[0]+Rv3565[-1]+Rv3613c[0]+Rv3742c[0],0.00031999999999998696,0.2,5,5,,3,Rv3246c[0]+Rv3565[-1]+Rv3613c[0]+Rv3742c[0]
Rv3250c[0]+Rv3600c[-1],0.0009018693287274893,0.2,30,14,,3,Rv3250c[0]+Rv3600c[-1]
Rv3258c[0]+Rv3341[-1],0.0008643583999999871,0.2,10,7,,3,Rv3258c[0]+Rv3341[-1]
Rv3258c[0]+Rv3454[0],-0.0006533421444882004,0.2,44,1,,3,Rv3258c[0]+Rv3454[0]
Rv3258c[0]+Rv3742c[-1],-0.0009903520314282765,0.2,31,0,,3,Rv3258c[0]+Rv3742c[-1]
Rv3267[0]+Rv3341[-1],0.0008643583999999871,0.2,10,7,,3,Rv3267[0]+Rv3341[-1]
Rv3267[1]+Rv3341[-1],0.00037120000000001596,0.2,7,6,,3,Rv3267[1]+Rv3341[-1]
Rv3282[-1]+Rv3341[-1]+Rvnt32[0],0.00031999999999998696,0.2,5,5,,3,Rv3282[-1]+Rv3341[-1]+Rvnt32[0]
Rv3308[-1]+Rv3600c[-1],0.00030948698478350245,0.2,19,11,,3,Rv3308[-1]+Rv3600c[-1]
Rv3314c[0]+Rv3839[1]+Rv3871[0],0.00031999999999998696,0.2,5,5,,3,Rv3314c[0]+Rv3839[1]+Rv3871[0]
Rv3333c[0]+Rv3341[-1],6.399999999995298e-05,0.2,6,6,,3,Rv3333c[0]+Rv3341[-1]
Rv3333c[0]+Rv3414c[1],0.00037120000000001596,0.2,7,6,,3,Rv3333c[0]+Rv3414c[1]
Rv3341[-1],8.585805824079529e-07,0.2,17,13,,3,Rv3341[-1]
Rv3341[-1]+Rv3343c[0]+Rvnt36[0],0.0008643583999999871,0.2,10,7,,3,Rv3341[-1]+Rv3343c[0]+Rvnt36[0]
Rv3341[-1]+Rv3350c[0]+Rvnt36[0],0.00023521280000005085,0.2,11,8,,3,Rv3341[-1]+Rv3350c[0]+Rvnt36[0]
Rv3341[-1]+Rv3351c[-1],0.00023521280000005085,0.2,11,8,,3,Rv3341[-1]+Rv3351c[-1]
Rv3341[-1]+Rv3415c[-1],6.219776000004895e-05,0.2,12,9,,3,Rv3341[-1]+Rv3415c[-1]
Rv3341[-1]+Rv3432c[0],0.00023521280000005085,0.2,11,8,,3,Rv3341[-1]+Rv3432c[0]
Rv3341[-1]+Rv3541c[0],4.0647065600030174e-06,0.2,14,11,,3,Rv3341[-1]+Rv3541c[0]
Rv3341[-1]+Rv3559c[-1]+Rvnt32[0],6.399999999995298e-05,0.2,6,6,,3,Rv3341[-1]+Rv3559c[-1]+Rvnt32[0]
Rv3341[-1]+Rv3565[-1],9.215999999812041e-07,0.2,11,10,,3,Rv3341[-1]+Rv3565[-1]
Rv3341[-1]+Rv3575c[-1]+Rvnt29[0],0.00031999999999998696,0.2,5,5,,3,Rv3341[-1]+Rv3575c[-1]+Rvnt29[0]
Rv3341[-1]+Rv3612c[-1],0.00037120000000001596,0.2,7,6,,3,Rv3341[-1]+Rv3612c[-1]
Rv3341[-1]+Rv3618[-1],4.526080000011312e-06,0.2,12,10,,3,Rv3341[-1]+Rv3618[-1]
Rv3341[-1]+Rv3746c[-1]+Rv3839[0],1.8944000000020722e-05,0.2,9,8,,3,Rv3341[-1]+Rv3746c[-1]+Rv3839[0]
Rv3341[-1]+Rv3871[0]+Rvnt37[1],0.00031385600000000125,0.2,9,7,,3,Rv3341[-1]+Rv3871[0]+Rvnt37[1]
Rv3341[-1]+Rv3911[-1],1.8944000000020722e-05,0.2,9,8,,3,Rv3341[-1]+Rv3911[-1]
Rv3341[-1]+Rvnt04[1],0.00031385600000000125,0.2,9,7,,3,Rv3341[-1]+Rvnt04[1]
Rv3341[-1]+Rvnt09[0]+Rvnt36[0],0.00037120000000001596,0.2,7,6,,3,Rv3341[-1]+Rvnt09[0]+Rvnt36[0]
Rv3341[-1]+Rvnt15[1],1.8944000000020722e-05,0.2,9,8,,3,Rv3341[-1]+Rvnt15[1]
Rv3341[-1]+Rvnt15[1]+Rvnt23[0],0.00037120000000001596,0.2,7,6,,3,Rv3341[-1]+Rvnt15[1]+Rvnt23[0]
Rv3341[-1]+Rvnt23[0],7.792640000003903e-05,0.2,10,8,,3,Rv3341[-1]+Rvnt23[0]
Rv3341[-1]+Rvnt25[0],0.0008643583999999871,0.2,10,7,,3,Rv3341[-1]+Rvnt25[0]
Rv3341[-1]+Rvnt28[0],0.0008643583999999871,0.2,10,7,,3,Rv3341[-1]+Rvnt28[0]
Rv3341[-1]+Rvnt29[0],0.0008643583999999871,0.2,10,7,,3,Rv3341[-1]+Rvnt29[0]
Rv3341[-1]+Rvnt32[0],0.00023521280000005085,0.2,11,8,,3,Rv3341[-1]+Rvnt32[0]
Rv3341[-1]+Rvnt36[0],4.0647065600030174e-06,0.2,14,11,,3,Rv3341[-1]+Rvnt36[0]
Rv3341[-1]+Rvnt37[1],0.00031385600000000125,0.2,9,7,,3,Rv3341[-1]+Rvnt37[1]
Rv3341[-1]+Rvnt45[0],0.0008643583999999871,0.2,10,7,,3,Rv3341[-1]+Rvnt45[0]
Rv3342[-1]+Rv3368c[-1]+Rvnt13[0],0.00037120000000001596,0.2,7,6,,3,Rv3342[-1]+Rv3368c[-1]+Rvnt13[0]
Rv3342[-1]+Rv3432c[0],6.219776000004895e-05,0.2,12,9,,3,Rv3342[-1]+Rv3432c[0]
Rv3342[-1]+Rv3560c[0]+Rvnt04[1],0.00037120000000001596,0.2,7,6,,3,Rv3342[-1]+Rv3560c[0]+Rvnt04[1]
Rv3342[-1]+Rvnt04[1]+Rvnt23[0],0.00031999999999998696,0.2,5,5,,3,Rv3342[-1]+Rvnt04[1]+Rvnt23[0]
Rv3342[-1]+Rvnt09[1],0.00037120000000001596,0.2,7,6,,3,Rv3342[-1]+Rvnt09[1]
Rv3364c[-1]+Rv3600c[-1],0.00010172876515701645,0.2,20,12,,3,Rv3364c[-1]+Rv3600c[-1]
Rv3364c[-1]+Rv3600c[-1]+Rv3613c[0],2.007039999751825e-07,0.2,12,11,,3,Rv3364c[-1]+Rv3600c[-1]+Rv3613c[0]
Rv3368c[-1]+Rv3541c[0],0.00019406575165770157,0.2,21,12,,3,Rv3368c[-1]+Rv3541c[0]
Rv3368c[-1]+Rv3613c[0]+Rv3746c[-1],3.26144950272278e-05,0.2,16,11,,3,Rv3368c[-1]+Rv3613c[0]+Rv3746c[-1]
Rv3368c[-1]+Rv3613c[0]+Rv3845[-1]+Rvnt36[0],0.00031999999999998696,0.2,5,5,,3,Rv3368c[-1]+Rv3613c[0]+Rv3845[-1]+Rvnt36[0]
Rv3368c[-1]+Rv3613c[0]+Rvnt36[0],1.2461703168042959e-05,0.2,15,11,,3,Rv3368c[-1]+Rv3613c[0]+Rvnt36[0]
Rv3405c[0]+Rv3454[0],-0.0006338253001141325,0.2,33,0,,3,Rv3405c[0]+Rv3454[0]
Rv3415c[-1]+Rv3439c[-1]+Rvnt36[0],0.0007849853911040539,0.2,15,9,,3,Rv3415c[-1]+Rv3439c[-1]+Rvnt36[0]
Rv3432c[0]+Rv3454[-1],0.00016600678400002788,0.2,13,9,,3,Rv3432c[0]+Rv3454[-1]
Rv3439c[-1]+Rvnt06[0],0.0004932497375231826,0.2,17,10,,3,Rv3439c[-1]+Rvnt06[0]
Rv3439c[-1]+Rvnt15[1],0.0005812428799999436,0.2,12,8,,3,Rv3439c[-1]+Rvnt15[1]
Rv3439c[-1]+Rvnt18[0],0.00016600678400002788,0.2,13,9,,3,Rv3439c[-1]+Rvnt18[0]
Rv3439c[-1]+Rvnt36[0],0.00010172876515701645,0.2,20,12,,3,Rv3439c[-1]+Rvnt36[0]
Rv3454[-1]+Rvnt32[0],0.00016600678400002788,0.2,13,9,,3,Rv3454[-1]+Rvnt32[0]
Rv3454[-1]+Rvnt36[0],2.245260240485436e-05,0.2,18,12,,3,Rv3454[-1]+Rvnt36[0]
Rv3466[-1]+Rv3600c[-1],0.0007849853911040539,0.2,15,9,,3,Rv3466[-1]+Rv3600c[-1]
Rv3541c[0]+Rv3839[1],0.00031999999999998696,0.2,5,5,,3,Rv3541c[0]+Rv3839[1]
Rv3565[-1]+Rv3600c[-1],0.00030948698478350245,0.2,19,11,,3,Rv3565[-1]+Rv3600c[-1]
Rv3575c[-1]+Rv3601c[-1],0.0008643583999999871,0.2,10,7,,3,Rv3575c[-1]+Rv3601c[-1]
Rv3600c[-1]+Rv3613c[0],0.0001216735542411973,0.2,23,13,,3,Rv3600c[-1]+Rv3613c[0]
Rv3600c[-1]+Rv3625c[-1],0.0002475776081920511,0.2,16,10,,3,Rv3600c[-1]+Rv3625c[-1]
Rv3600c[-1]+Rv3903c[-1],0.0004932497375231826,0.2,17,10,,3,Rv3600c[-1]+Rv3903c[-1]
Rv3600c[-1]+Rv3911[-1],0.00038192955392002403,0.2,14,9,,3,Rv3600c[-1]+Rv3911[-1]
Rv3600c[-1]+Rvnt13[-1],0.0005812428799999436,0.2,12,8,,3,Rv3600c[-1]+Rvnt13[-1]
Rv3600c[-1]+Rvnt13[-1]+Rvnt36[0],0.0008643583999999871,0.2,10,7,,3,Rv3600c[-1]+Rvnt13[-1]+Rvnt36[0]
Rv3600c[-1]+Rvnt19[0],0.00015913564163272387,0.2,18,11,,3,Rv3600c[-1]+Rvnt19[0]
Rv3613c[0]+Rv3745c[-1]+Rvnt36[0],0.00023521280000005085,0.2,11,8,,3,Rv3613c[0]+Rv3745c[-1]+Rvnt36[0]
Rv3621c[-1]+Rv3839[0],0.00023521280000005085,0.2,11,8,,3,Rv3621c[-1]+Rv3839[0]
Rv3810[1]+Rvnt15[1]+Rvnt36[0],0.0008643583999999871,0.2,10,7,,3,Rv3810[1]+Rvnt15[1]+Rvnt36[0]
Rv3810[1]+Rvnt36[0],0.0009779698322534003,0.2,24,12,,3,Rv3810[1]+Rvnt36[0]
Rv3839[1]+Rv3871[0],0.00031999999999998696,0.2,5,5,,3,Rv3839[1]+Rv3871[0]
Rv3860[-1],0.0009779698322534003,0.2,24,12,,3,Rv3860[-1]
Rv0077c[0]+Rv0242c[-1]+Rv0247c[-1]+Rv1813c[1],0.00020735999999998977,0.12,4,4,,4,Rv0077c[0]+Rv0242c[-1]+Rv0247c[-1]+Rv1813c[1]
Rv0114[0]+Rv0119[0]+Rv0315[-1],0.0001343692799999907,0.12,6,5,,4,Rv0114[0]+Rv0119[0]+Rv0315[-1]
Rv0114[0]+Rv0315[-1],0.0003170915766486093,0.12,13,7,,4,Rv0114[0]+Rv0315[-1]
Rv0114[0]+Rv0315[-1]+Rv3130c[1],0.0003170915766486093,0.12,13,7,,4,Rv0114[0]+Rv0315[-1]+Rv3130c[1]
Rv0114[0]+Rv3615c[1],7.597162898442811e-05,0.12,11,7,,4,Rv0114[0]+Rv3615c[1]
Rv0114[0]+Rv3616c[1],6.731124572156855e-05,0.12,8,6,,4,Rv0114[0]+Rv3616c[1]
Rv0119[0]+Rv0315[-1],0.0001343692799999907,0.12,6,5,,4,Rv0119[0]+Rv0315[-1]
Rv0129c[0]+Rv1194c[0]+Rv1734c[1],3.084647408857499e-05,0.12,10,7,,4,Rv0129c[0]+Rv1194c[0]+Rv1734c[1]
Rv0152c[0]+Rv2623[1]+Rv3534c[1],0.0009372671999999804,0.12,5,4,,4,Rv0152c[0]+Rv2623[1]+Rv3534c[1]
Rv0152c[0]+Rv3534c[1],0.0009372671999999804,0.12,5,4,,4,Rv0152c[0]+Rv3534c[1]
Rv0165c[-1]+Rv0280[-1],3.1541659332057215e-05,0.12,13,8,,4,Rv0165c[-1]+Rv0280[-1]
Rv0190[0]+Rv0315[-1]+Rv2247[0],0.00020735999999998977,0.12,4,4,,4,Rv0190[0]+Rv0315[-1]+Rv2247[0]
Rv0241c[-1]+Rv2451[0]+Rv2626c[1],3.084647408857499e-05,0.12,10,7,,4,Rv0241c[-1]+Rv2451[0]+Rv2626c[1]
Rv0242c[-1]+Rv0315[-1],2.985983999947983e-06,0.12,6,6,,4,Rv0242c[-1]+Rv0315[-1]
Rv0242c[-1]+Rv0315[-1]+Rv3196A[0],2.4883200000047623e-05,0.12,5,5,,4,Rv0242c[-1]+Rv0315[-1]+Rv3196A[0]
Rv0242c[-1]+Rv0353[0]+Rv3807c[-1],0.00040688943155375856,0.12,10,6,,4,Rv0242c[-1]+Rv0353[0]+Rv3807c[-1]
Rv0242c[-1]+Rv0366c[0]+Rv1218c[0]+Rv3615c[1],0.00020735999999998977,0.12,4,4,,4,Rv0242c[-1]+Rv0366c[0]+Rv1218c[0]+Rv3615c[1]
Rv0242c[-1]+Rv2007c[1]+Rv2558[1],6.731124572156855e-05,0.12,8,6,,4,Rv0242c[-1]+Rv2007c[1]+Rv2558[1]
Rv0242c[-1]+Rv2626c[1]+Rv3841[1],0.00020735999999998977,0.12,4,4,,4,Rv0242c[-1]+Rv2626c[1]+Rv3841[1]
Rv0252[1]+Rv1347c[0]+Rv3903c[0],0.0009372671999999804,0.12,5,4,,4,Rv0252[1]+Rv1347c[0]+Rv3903c[0]
Rv0252[1]+Rv2251[0]+Rv2357c[0],0.0001343692799999907,0.12,6,5,,4,Rv0252[1]+Rv2251[0]+Rv2357c[0]
Rv0280[-1]+Rv0366c[0]+Rv1671[0]+Rv3224B[-1],2.985983999947983e-06,0.12,6,6,,4,Rv0280[-1]+Rv0366c[0]+Rv1671[0]+Rv3224B[-1]
Rv0280[-1]+Rv0872c[1],3.1541659332057215e-05,0.12,13,8,,4,Rv0280[-1]+Rv0872c[1]
Rv0280[-1]+Rv1144[-1]+Rv3466[0],0.0004234125312000403,0.12,7,5,,4,Rv0280[-1]+Rv1144[-1]+Rv3466[0]
Rv0280[-1]+Rv1736c[1]+Rv2592c[0],0.0002256242271337916,0.12,16,8,,4,Rv0280[-1]+Rv1736c[1]+Rv2592c[0]
Rv0280[-1]+Rv3795[-1],0.0009553527518345595,0.12,15,7,,4,Rv0280[-1]+Rv3795[-1]
Rv0302[0]+Rv0450c[0]+Rv3615c[1],2.4883200000047623e-05,0.12,5,5,,4,Rv0302[0]+Rv0450c[0]+Rv3615c[1]
Rv0302[0]+Rv1028c[0]+Rv2936[-1],6.731124572156855e-05,0.12,8,6,,4,Rv0302[0]+Rv1028c[0]+Rv2936[-1]
Rv0302[0]+Rv1348[0]+Rv2309A[0],0.0001343692799999907,0.12,6,5,,4,Rv0302[0]+Rv1348[0]+Rv2309A[0]
Rv0302[0]+Rv1993c[1]+Rv3561[0],1.875197951994867e-05,0.12,7,6,,4,Rv0302[0]+Rv1993c[1]+Rv3561[0]
Rv0302[0]+Rv1996[1]+Rv2591[0],0.0008039907946369995,0.12,11,6,,4,Rv0302[0]+Rv1996[1]+Rv2591[0]
Rv0302[0]+Rv3289c[1]+Rv3561[0],2.4883200000047623e-05,0.12,5,5,,4,Rv0302[0]+Rv3289c[1]+Rv3561[0]
Rv0315[-1],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]
Rv0315[-1]+Rv0366c[0],1.875197951994867e-05,0.12,7,6,,4,Rv0315[-1]+Rv0366c[0]
Rv0315[-1]+Rv0366c[0]+Rv0524--Rv0525[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv0366c[0]+Rv0524--Rv0525[0]
Rv0315[-1]+Rv0366c[0]+Rv2827c[0],1.875197951994867e-05,0.12,7,6,,4,Rv0315[-1]+Rv0366c[0]+Rv2827c[0]
Rv0315[-1]+Rv0366c[0]+Rv3599c[-1],1.875197951994867e-05,0.12,7,6,,4,Rv0315[-1]+Rv0366c[0]+Rv3599c[-1]
Rv0315[-1]+Rv0377[0]+Rv1667c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv0377[0]+Rv1667c[0]
Rv0315[-1]+Rv0399c[0]+Rv2177c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv0399c[0]+Rv2177c[0]
Rv0315[-1]+Rv0450c[0]+Rv0829[0],0.00018126365707471503,0.12,9,6,,4,Rv0315[-1]+Rv0450c[0]+Rv0829[0]
Rv0315[-1]+Rv0527[0],0.0005683755038871086,0.12,14,7,,4,Rv0315[-1]+Rv0527[0]
Rv0315[-1]+Rv0655[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv0655[0]
Rv0315[-1]+Rv0672--Rv2518c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv0672--Rv2518c[0]
Rv0315[-1]+Rv0673[0],0.00040688943155375856,0.12,10,6,,4,Rv0315[-1]+Rv0673[0]
Rv0315[-1]+Rv0676c--Rv2829c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv0676c--Rv2829c[0]
Rv0315[-1]+Rv0677c[0],3.084647408857499e-05,0.12,10,7,,4,Rv0315[-1]+Rv0677c[0]
Rv0315[-1]+Rv0693[0]+Rv1954c[1],0.0001343692799999907,0.12,6,5,,4,Rv0315[-1]+Rv0693[0]+Rv1954c[1]
Rv0315[-1]+Rv0726c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv0726c[0]
Rv0315[-1]+Rv0726c[0]+Rv3130c[1],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv0726c[0]+Rv3130c[1]
Rv0315[-1]+Rv0771[0]+Rv0816c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv0771[0]+Rv0816c[0]
Rv0315[-1]+Rv0771[0]+Rv2305[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv0771[0]+Rv2305[0]
Rv0315[-1]+Rv0829[0],0.00040688943155375856,0.12,10,6,,4,Rv0315[-1]+Rv0829[0]
Rv0315[-1]+Rv0859[-1]+Rv3176c[0],0.00020735999999998977,0.12,4,4,,4,Rv0315[-1]+Rv0859[-1]+Rv3176c[0]
Rv0315[-1]+Rv0904c[0]+Rv1374c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv0904c[0]+Rv1374c[0]
Rv0315[-1]+Rv0904c[0]+Rv2038c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv0904c[0]+Rv2038c[0]
Rv0315[-1]+Rv0929[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv0929[0]
Rv0315[-1]+Rv0930[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv0930[0]
Rv0315[-1]+Rv0931c[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv0931c[0]
Rv0315[-1]+Rv1073[0],0.0003170915766486093,0.12,13,7,,4,Rv0315[-1]+Rv1073[0]
Rv0315[-1]+Rv1075c[0]+Rv1115[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv1075c[0]+Rv1115[0]
Rv0315[-1]+Rv1076[0]+Rv3294c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv1076[0]+Rv3294c[0]
Rv0315[-1]+Rv1082[0]+Rv1684[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv1082[0]+Rv1684[0]
Rv0315[-1]+Rv1094[0],0.0008039907946369995,0.12,11,6,,4,Rv0315[-1]+Rv1094[0]
Rv0315[-1]+Rv1115[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv1115[0]
Rv0315[-1]+Rv1178[0],0.0003170915766486093,0.12,13,7,,4,Rv0315[-1]+Rv1178[0]
Rv0315[-1]+Rv1179c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1179c[0]
Rv0315[-1]+Rv1186c[0],1.0335040045106325e-05,0.12,9,7,,4,Rv0315[-1]+Rv1186c[0]
Rv0315[-1]+Rv1186c[0]+Rv2848c[0],1.0335040045106325e-05,0.12,9,7,,4,Rv0315[-1]+Rv1186c[0]+Rv2848c[0]
Rv0315[-1]+Rv1194c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1194c[0]
Rv0315[-1]+Rv1194c[0]+Rv1443c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1194c[0]+Rv1443c[0]
Rv0315[-1]+Rv1346[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1346[0]
Rv0315[-1]+Rv1346[0]+Rv1738[1],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1346[0]+Rv1738[1]
Rv0315[-1]+Rv1347c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1347c[0]
Rv0315[-1]+Rv1348[0]+Rv2305[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv1348[0]+Rv2305[0]
Rv0315[-1]+Rv1374c[0],1.0335040045106325e-05,0.12,9,7,,4,Rv0315[-1]+Rv1374c[0]
Rv0315[-1]+Rv1396c[0],0.0003170915766486093,0.12,13,7,,4,Rv0315[-1]+Rv1396c[0]
Rv0315[-1]+Rv1443c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1443c[0]
Rv0315[-1]+Rv1443c[0]+Rv2503c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1443c[0]+Rv2503c[0]
Rv0315[-1]+Rv1443c[0]+Rv3831[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1443c[0]+Rv3831[0]
Rv0315[-1]+Rv1471[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv1471[0]
Rv0315[-1]+Rv1493[0],0.0003170915766486093,0.12,13,7,,4,Rv0315[-1]+Rv1493[0]
Rv0315[-1]+Rv1587c[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv1587c[0]
Rv0315[-1]+Rv1587c[0]+Rv1624c[0],0.0008039907946369995,0.12,11,6,,4,Rv0315[-1]+Rv1587c[0]+Rv1624c[0]
Rv0315[-1]+Rv1624c[0]+Rv2290[0],0.0008039907946369995,0.12,11,6,,4,Rv0315[-1]+Rv1624c[0]+Rv2290[0]
Rv0315[-1]+Rv1684[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv1684[0]
Rv0315[-1]+Rv1794[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv1794[0]
Rv0315[-1]+Rv1954c[1],2.5655574528160585e-06,0.12,8,7,,4,Rv0315[-1]+Rv1954c[1]
Rv0315[-1]+Rv2031c[1],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv2031c[1]
Rv0315[-1]+Rv2038c[0]+Rv2754c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv2038c[0]+Rv2754c[0]
Rv0315[-1]+Rv2053c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv2053c[0]
Rv0315[-1]+Rv2064[0],0.0008039907946369995,0.12,11,6,,4,Rv0315[-1]+Rv2064[0]
Rv0315[-1]+Rv2065[-1],0.00020735999999998977,0.12,4,4,,4,Rv0315[-1]+Rv2065[-1]
Rv0315[-1]+Rv2065[-1]+Rv2396[0],0.00020735999999998977,0.12,4,4,,4,Rv0315[-1]+Rv2065[-1]+Rv2396[0]
Rv0315[-1]+Rv2152c--Rv2216[0],0.0005683755038871086,0.12,14,7,,4,Rv0315[-1]+Rv2152c--Rv2216[0]
Rv0315[-1]+Rv2152c--Rv2216[0]+Rv3130c[1],0.0005683755038871086,0.12,14,7,,4,Rv0315[-1]+Rv2152c--Rv2216[0]+Rv3130c[1]
Rv0315[-1]+Rv2154c[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv2154c[0]
Rv0315[-1]+Rv2177c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv2177c[0]
Rv0315[-1]+Rv2177c[0]+Rv3379c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv2177c[0]+Rv3379c[0]
Rv0315[-1]+Rv2247[0],0.00020735999999998977,0.12,4,4,,4,Rv0315[-1]+Rv2247[0]
Rv0315[-1]+Rv2275[-1],0.00018126365707471503,0.12,9,6,,4,Rv0315[-1]+Rv2275[-1]
Rv0315[-1]+Rv2275[-1]+Rv2936[-1],0.00018126365707471503,0.12,9,6,,4,Rv0315[-1]+Rv2275[-1]+Rv2936[-1]
Rv0315[-1]+Rv2275[-1]+Rv3616c[1],2.4883200000047623e-05,0.12,5,5,,4,Rv0315[-1]+Rv2275[-1]+Rv3616c[1]
Rv0315[-1]+Rv2290[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv2290[0]
Rv0315[-1]+Rv2291[0],0.0003170915766486093,0.12,13,7,,4,Rv0315[-1]+Rv2291[0]
Rv0315[-1]+Rv2301[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv2301[0]
Rv0315[-1]+Rv2301[0]+Rv2754c[0],0.0009372671999999804,0.12,5,4,,4,Rv0315[-1]+Rv2301[0]+Rv2754c[0]
Rv0315[-1]+Rv2357c[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv2357c[0]
Rv0315[-1]+Rv2381c[-1],2.4883200000047623e-05,0.12,5,5,,4,Rv0315[-1]+Rv2381c[-1]
Rv0315[-1]+Rv2382c[-1],2.4883200000047623e-05,0.12,5,5,,4,Rv0315[-1]+Rv2382c[-1]
Rv0315[-1]+Rv2447c--Rv3422c[0],0.0009553527518345595,0.12,15,7,,4,Rv0315[-1]+Rv2447c--Rv3422c[0]
Rv0315[-1]+Rv2451[0],0.0001633339288626967,0.12,12,7,,4,Rv0315[-1]+Rv2451[0]
