GENE_ID,Start,End,Strand,Length
Rv2998,3356815,3357276,+,461
Rv2998A,3357225,3357428,-,203
Rv2999,3357602,3358567,+,965
Rv3000,3358612,3359271,+,659
Rv3001c,3359585,3360586,-,1001
Rv3002c,3360624,3361130,-,506
Rv3003c,3361130,3362986,-,1856
Rv3004,3363348,3363686,+,338
Rv3005c,3363693,3364532,-,839
Rv3006,3364709,3365830,+,1121
Rv3007c,3365836,3366450,-,614
Rv3008,3366644,3367267,+,623
Rv3009c,3367264,3368793,-,1529
Rv3010c,3368823,3369854,-,1031
Rv3011c,3369950,3371434,-,1484
Rv3012c,3371431,3371730,-,299
Rv3013,3371815,3372471,+,656
Rv3014c,3372545,3374620,-,2075
Rv3015c,3374651,3375664,-,1013
Rv3016,3375758,3376387,+,629
Rv3017c,3376490,3376852,-,362
Rv3018A,3378329,3378415,-,86
Rv3018c,3376939,3378243,-,1304
Rv3019c,3378711,3379001,-,290
Rv3020c,3379036,3379329,-,293
Rv3021c,3379376,3380452,-,1076
Rv3022A,3380679,3380993,-,314
Rv3022c,3380440,3380682,-,242
Rv3023c,3381375,3382622,-,1247
Rv3024c,3382785,3383888,-,1103
Rv3025c,3383885,3385066,-,1181
Rv3026c,3385163,3386077,-,914
Rv3027c,3386074,3386814,-,740
Rv3028c,3387075,3388031,-,956
Rv3029c,3388070,3388870,-,800
Rv3030,3389101,3389925,+,824
Rv3031,3389922,3391502,+,1580
Rv3032,3391534,3392778,+,1244
Rv3033,3393380,3393928,+,548
Rv3034c,3394019,3394921,-,902
Rv3035,3395379,3396461,+,1082
Rv3036c,3396458,3397141,-,683
Rv3037c,3397214,3398290,-,1076
Rv3038c,3398425,3399408,-,983
Rv3039c,3399419,3400183,-,764
Rv3040c,3400192,3401058,-,866
Rv3041c,3401055,3401918,-,863
Rv3042c,3401933,3403162,-,1229
Rv3043c,3403200,3404921,-,1721
Rv3044,3405136,3406215,+,1079
Rv3045,3406285,3407325,+,1040
Rv3046c,3407314,3407688,-,374
Rv3047c,3408022,3408306,-,284
Rv3048c,3408404,3409378,-,974
Rv3049c,3409509,3411083,-,1574
Rv3050c,3411217,3411957,-,740
Rv3051c,3412085,3414166,-,2081
Rv3052c,3414232,3414684,-,452
Rv3053c,3414719,3414958,-,239
Rv3054c,3415435,3415989,-,554
Rv3055,3416081,3416695,+,614
Rv3056,3416705,3417745,+,1040
Rv3057c,3417799,3418662,-,863
Rv3058c,3418726,3419376,-,650
Rv3059,3419492,3420970,+,1478
Rv3060c,3421741,3423213,-,1472
Rv3061c,3423262,3425427,-,2165
Rv3062,3425584,3427107,+,1523
Rv3063,3427243,3429519,+,2276
Rv3064c,3429825,3430250,-,425
Rv3065,3430387,3430710,+,323
Rv3066,3430707,3431315,+,608
Rv3067,3431428,3431838,+,410
Rv3068c,3431979,3433622,-,1643
Rv3069,3433692,3434090,+,398
Rv3070,3434087,3434467,+,380
Rv3071,3434464,3435573,+,1109
Rv3072c,3435798,3436322,-,524
Rv3073c,3436329,3436685,-,356
Rv3074,3436779,3438053,+,1274
Rv3075c,3438050,3438973,-,923
Rv3076,3439072,3439548,+,476
Rv3077,3439541,3441352,+,1811
Rv3078,3441353,3441754,+,401
Rv3079c,3441770,3442597,-,827
Rv3080c,3442656,3445988,-,3332
Rv3081,3446040,3447278,+,1238
Rv3082c,3447404,3448426,-,1022
Rv3083,3448504,3449991,+,1487
Rv3084,3449997,3450923,+,926
Rv3085,3450920,3451750,+,830
Rv3086,3451781,3452887,+,1106
Rv3087,3452925,3454343,+,1418
Rv3088,3454340,3455764,+,1424
Rv3089,3455761,3457272,+,1511
Rv3090,3458211,3459098,+,887
Rv3091,3459116,3460807,+,1691
Rv3092c,3460814,3461734,-,920
Rv3093c,3461760,3462764,-,1004
Rv3094c,3462761,3463891,-,1130
Rv3095,3463973,3464449,+,476
Rv3096,3464547,3465686,+,1139
Rv3097c,3465778,3467091,-,1313
Rv3098c,3467210,3467662,-,452
Rv3099c,3468413,3469264,-,851
Rv3100c,3469301,3469783,-,482
Rv3101c,3469786,3470679,-,893
Rv3102c,3470680,3471369,-,689
Rv3103c,3471413,3471850,-,437
Rv3104c,3471852,3472778,-,926
Rv3105c,3472768,3473904,-,1136
Rv3106,3474007,3475377,+,1370
Rv3107c,3475378,3476961,-,1583
Rv3108,3477060,3477500,+,440
Rv3109,3477649,3478728,+,1079
Rv3110,3478779,3479174,+,395
Rv3111,3479171,3479683,+,512
Rv3112,3479700,3479951,+,251
Rv3113,3480074,3480742,+,668
Rv3114,3480759,3481289,+,530
Rv3115,3481451,3482698,+,1247
Rv3116,3482776,3483945,+,1169
Rv3117,3483974,3484807,+,833
Rv3118,3484809,3485111,+,302
Rv3119,3485132,3485575,+,443
Rv3120,3485572,3486174,+,602
Rv3121,3486509,3487711,+,1202
Rv3122,3488089,3488559,+,470
Rv3123,3488569,3489063,+,494
Rv3124,3489506,3490375,+,869
Rv3125c,3490476,3491651,-,1175
Rv3126c,3491808,3492122,-,314
Rv3127,3492147,3493181,+,1034
Rv3128c,3493168,3494181,-,1013
Rv3129,3494660,3494992,+,332
Rv3130c,3494975,3496366,-,1391
Rv3131,3496551,3497549,+,998
Rv3132c,3497529,3499265,-,1736
Rv3133c,3499262,3499915,-,653
Rv3134c,3499943,3500749,-,806
Rv3135,3501334,3501732,+,398
Rv3136,3501794,3502936,+,1142
Rv3137,3503393,3504175,+,782
Rv3138,3504195,3505283,+,1088
Rv3139,3505363,3506769,+,1406
Rv3140,3506790,3507995,+,1205
Rv3141,3508095,3509066,+,971
Rv3142c,3509118,3509546,-,428
Rv3143,3509654,3510055,+,401
Rv3144c,3510088,3511317,-,1229
Rv3145,3511682,3512068,+,386
Rv3146,3512077,3512631,+,554
Rv3147,3512628,3513338,+,710
Rv3148,3513338,3514660,+,1322
Rv3149,3514657,3515415,+,758
Rv3150,3515412,3516749,+,1337
Rv3151,3516746,3519166,+,2420
Rv3152,3519282,3520514,+,1232
Rv3153,3520507,3521142,+,635
Rv3154,3521139,3521927,+,788
Rv3155,3521924,3522223,+,299
Rv3156,3522234,3524135,+,1901
Rv3157,3524132,3525793,+,1661
Rv3158,3525790,3527385,+,1595
Rv3159c,3527391,3529163,-,1772
Rv3160c,3529338,3529979,-,641
Rv3161c,3529990,3531138,-,1148
Rv3162c,3531208,3531645,-,437
Rv3163c,3531642,3532913,-,1271
Rv3164c,3532943,3533905,-,962
Rv3165c,3533913,3534395,-,482
Rv3166c,3534392,3535351,-,959
Rv3167c,3535431,3536057,-,626
Rv3168,3536102,3537238,+,1136
Rv3169,3537238,3538362,+,1124
Rv3170,3538505,3539851,+,1346
Rv3171c,3539846,3540745,-,899
Rv3172c,3540882,3541364,-,482
Rv3173c,3541443,3542045,-,602
Rv3174,3542138,3542845,+,707
Rv3175,3542860,3544347,+,1487
Rv3176c,3544344,3545300,-,956
Rv3177,3545447,3546307,+,860
Rv3178,3546438,3546797,+,359
Rv3179,3547618,3548907,+,1289
Rv3180c,3549254,3549688,-,434
Rv3181c,3549691,3550143,-,452
Rv3182,3550374,3550718,+,344
Rv3183,3550715,3551044,+,329
Rv3184,3551281,3551607,+,326
Rv3185,3551604,3552542,+,938
Rv3186,3552764,3553090,+,326
Rv3187,3553087,3554025,+,938
Rv3188,3554298,3554645,+,347
Rv3189,3554642,3555262,+,620
Rv3190c,3555422,3556687,-,1265
Rv3191c,3557311,3558345,-,1034
Rv3192,3559563,3560024,+,461
Rv3193c,3560194,3563172,-,2978
Rv3194c,3563264,3564286,-,1022
Rv3195,3564364,3565782,+,1418
Rv3196,3565788,3566687,+,899
Rv3196A,3566696,3566896,-,200
Rv3197,3567024,3568367,+,1343
Rv3197A,3568401,3568679,-,278
Rv3198A,3571335,3571589,+,254
Rv3198c,3569109,3571211,-,2102
Rv3199c,3571602,3572543,-,941
Rv3200c,3572602,3573669,-,1067
Rv3201c,3573731,3577036,-,3305
Rv3202c,3577033,3580200,-,3167
Rv3203,3580638,3581312,+,674
Rv3204,3581315,3581620,+,305
Rv3205c,3581627,3582505,-,878
Rv3206c,3582532,3583710,-,1178
Rv3207c,3583801,3584658,-,857
Rv3208,3585004,3585690,+,686
Rv3208A,3585677,3585949,-,272
Rv3209,3586274,3586834,+,560
Rv3210c,3586844,3587539,-,695
Rv3211,3587798,3589381,+,1583
Rv3212,3589394,3590617,+,1223
Rv3213c,3590692,3591492,-,800
Rv3214,3591646,3592257,+,611
Rv3215,3592254,3593372,+,1118
Rv3216,3593520,3593852,+,332
Rv3217c,3593804,3594235,-,431
Rv3218,3594468,3595433,+,965
Rv3219,3595713,3595967,+,254
Rv3220c,3596029,3597534,-,1505
Rv3221A,3598051,3598356,-,305
Rv3221c,3597551,3597766,-,215
Rv3222c,3598353,3598904,-,551
Rv3223c,3598901,3599551,-,650
Rv3224,3599851,3600699,+,848
Rv3224A,3600635,3600823,+,188
Rv3224B,3600801,3601019,+,218
Rv3225c,3601016,3602440,-,1424
Rv3226c,3602564,3603322,-,758
Rv3227,3603377,3604729,+,1352
Rv3228,3604726,3605718,+,992
Rv3229c,3605751,3607034,-,1283
Rv3230c,3607112,3608254,-,1142
Rv3231c,3608364,3608873,-,509
Rv3232c,3608870,3609757,-,887
Rv3233c,3609781,3610371,-,590
Rv3234c,3610374,3611189,-,815
Rv3235,3611300,3611941,+,641
Rv3236c,3611959,3613116,-,1157
Rv3237c,3613121,3613603,-,482
Rv3238c,3613664,3614398,-,734
Rv3239c,3614457,3617603,-,3146
Rv3240c,3617682,3620531,-,2849
Rv3241c,3620610,3621254,-,644
Rv3242c,3621570,3622211,-,641
Rv3243c,3622249,3623091,-,842
Rv3244c,3623159,3624910,-,1751
Rv3245c,3624910,3626613,-,1703
Rv3246c,3626663,3627349,-,686
Rv3247c,3627419,3628063,-,644
Rv3248c,3628160,3629647,-,1487
Rv3249c,3629752,3630387,-,635
Rv3250c,3630384,3630566,-,182
Rv3251c,3630571,3630738,-,167
Rv3252c,3630738,3631988,-,1250
Rv3253c,3632097,3633584,-,1487
Rv3254,3633675,3635063,+,1388
Rv3255c,3635041,3636267,-,1226
Rv3256c,3636275,3637315,-,1040
Rv3257c,3637312,3638709,-,1397
Rv3258c,3638811,3639302,-,491
Rv3259,3639425,3639844,+,419
Rv3260c,3639872,3640141,-,269
Rv3261,3640543,3641538,+,995
Rv3262,3641535,3642881,+,1346
Rv3263,3643177,3644838,+,1661
Rv3264c,3644898,3645977,-,1079
Rv3265c,3645979,3646884,-,905
Rv3266c,3646895,3647809,-,914
Rv3267,3647885,3649381,+,1496
Rv3268,3649420,3650109,+,689
Rv3269,3650234,3650515,+,281
Rv3270,3650526,3652682,+,2156
Rv3271c,3652679,3653347,-,668
Rv3272,3653448,3654632,+,1184
Rv3273,3654637,3656931,+,2294
Rv3274c,3656920,3658089,-,1169
Rv3275c,3658114,3658638,-,524
Rv3276c,3658635,3659924,-,1289
Rv3277,3659878,3660696,+,818
Rv3278c,3660651,3661169,-,518
Rv3279c,3661212,3662012,-,800
Rv3280,3662062,3663708,+,1646
Rv3281,3663689,3664222,+,533
Rv3282,3664219,3664887,+,668
Rv3283,3664928,3665821,+,893
Rv3284,3665818,3666249,+,431
Rv3285,3666357,3668159,+,1802
Rv3286c,3668169,3668954,-,785
Rv3287c,3668951,3669388,-,437
Rv3288c,3669586,3669999,-,413
Rv3289c,3670034,3670411,-,377
Rv3290c,3670445,3671794,-,1349
Rv3291c,3671845,3672297,-,452
Rv3292,3672328,3673575,+,1247
Rv3293,3673602,3675086,+,1484
Rv3294c,3675186,3675995,-,809
Rv3295,3676066,3676731,+,665
Rv3296,3676775,3681316,+,4541
Rv3297,3681320,3682087,+,767
Rv3298c,3682110,3683024,-,914
Rv3299c,3683051,3685963,-,2912
Rv3300c,3685983,3686900,-,917
Rv3301c,3686912,3687577,-,665
Rv3302c,3687685,3689442,-,1757
Rv3303c,3689457,3690938,-,1481
Rv3304,3691141,3691620,+,479
Rv3305c,3691639,3692808,-,1169
Rv3306c,3692805,3693989,-,1184
Rv3307,3694054,3694860,+,806
Rv3308,3694864,3696468,+,1604
Rv3309c,3696470,3697093,-,623
Rv3310,3697198,3698097,+,899
Rv3311,3698121,3699383,+,1262
Rv3312A,3700705,3701016,-,311
Rv3312c,3699404,3700330,-,926
Rv3313c,3701087,3702184,-,1097
Rv3314c,3702184,3703467,-,1283
Rv3315c,3703464,3703865,-,401
Rv3316,3704102,3704440,+,338
Rv3317,3704437,3704871,+,434
Rv3318,3705000,3706772,+,1772
Rv3319,3706772,3707563,+,791
Rv3320c,3707642,3708070,-,428
Rv3321c,3708074,3708316,-,242
Rv3322c,3708438,3709052,-,614
Rv3323c,3709049,3709714,-,665
Rv3324A,3710248,3710379,-,131
Rv3324c,3709715,3710269,-,554
Rv3325,3710433,3710759,+,326
Rv3326,3710756,3711694,+,938
Rv3327,3711749,3713461,+,1712
Rv3328c,3713394,3714332,-,938
Rv3329,3714392,3715708,+,1316
Rv3330,3715777,3716994,+,1217
Rv3331,3717090,3718598,+,1508
Rv3332,3718595,3719746,+,1151
Rv3333c,3719937,3720782,-,845
Rv3334,3721257,3721697,+,440
Rv3335c,3721731,3722600,-,869
Rv3336c,3722621,3723631,-,1010
Rv3337,3723656,3724042,+,386
Rv3338,3723904,3724548,+,644
Rv3339c,3724615,3725844,-,1229
Rv3340,3726127,3727476,+,1349
Rv3341,3727488,3728627,+,1139
Rv3342,3728624,3729355,+,731
Rv3343c,3729364,3736935,-,7571
Rv3344c,3736984,3738438,-,1454
Rv3345c,3738158,3742774,-,4616
Rv3346c,3743198,3743455,-,257
Rv3347c,3743711,3753184,-,9473
Rv3348,3753765,3754256,+,491
Rv3349c,3754293,3755033,-,740
Rv3350c,3755952,3767102,-,11150
Rv3351c,3767346,3768140,-,794
Rv3352c,3768222,3768593,-,371
Rv3353c,3768736,3768996,-,260
Rv3354,3769111,3769500,+,389
Rv3355c,3769514,3769807,-,293
Rv3356c,3769804,3770649,-,845
Rv3357,3770773,3771048,+,275
Rv3358,3771045,3771302,+,257
Rv3359,3771344,3772534,+,1190
Rv3360,3772651,3773019,+,368
Rv3361c,3773016,3773567,-,551
Rv3362c,3773574,3774155,-,581
Rv3363c,3774136,3774504,-,368
Rv3364c,3774482,3774874,-,392
Rv3365c,3774871,3777501,-,2630
Rv3366,3777737,3778201,+,464
Rv3367,3778568,3780334,+,1766
Rv3368c,3780335,3780979,-,644
Rv3369,3780978,3781412,+,434
Rv3370c,3781501,3784776,-,3275
Rv3371,3784932,3786272,+,1340
Rv3372,3786314,3787489,+,1175
Rv3373,3787726,3788367,+,641
Rv3374,3788368,3788616,+,248
Rv3375,3788621,3790048,+,1427
Rv3376,3790156,3790809,+,653
Rv3377c,3790848,3792353,-,1505
Rv3378c,3792358,3793248,-,890
Rv3379c,3793257,3794867,-,1610
Rv3380c,3795100,3795984,-,884
Rv3381c,3796035,3796361,-,326
Rv3382c,3796448,3797437,-,989
Rv3383c,3797437,3798489,-,1052
Rv3384c,3799243,3799635,-,392
Rv3385c,3799635,3799943,-,308
Rv3386,3800092,3800796,+,704
Rv3387,3800786,3801463,+,677
Rv3388,3801653,3803848,+,2195
Rv3389c,3803919,3804791,-,872
Rv3390,3804865,3805575,+,710
Rv3391,3805621,3807573,+,1952
Rv3392c,3807574,3808437,-,863
Rv3393,3808461,3809387,+,926
Rv3394c,3809442,3811025,-,1583
Rv3395A,3811719,3812345,+,626
Rv3395c,3811022,3811636,-,614
Rv3396c,3812501,3814078,-,1577
Rv3397c,3814090,3814998,-,908
Rv3398c,3815027,3816106,-,1079
Rv3399,3816129,3817175,+,1046
Rv3400,3817239,3818027,+,788
Rv3401,3818042,3820402,+,2360
Rv3402c,3820653,3821891,-,1238
Rv3403c,3822262,3823863,-,1601
Rv3404c,3823880,3824584,-,704
Rv3405c,3824702,3825268,-,566
Rv3406,3825330,3826217,+,887
Rv3407,3826252,3826551,+,299
Rv3408,3826548,3826958,+,410
Rv3409c,3826991,3828727,-,1736
Rv3410c,3828783,3829910,-,1127
Rv3411c,3829930,3831519,-,1589
Rv3412,3831726,3832136,+,410
Rv3413c,3832146,3833045,-,899
Rv3414c,3833038,3833676,-,638
Rv3415c,3833694,3834521,-,827
Rv3416,3834892,3835200,+,308
Rv3417c,3835272,3836891,-,1619
Rv3418c,3836986,3837288,-,302
Rv3419c,3837555,3838589,-,1034
Rv3420c,3838586,3839062,-,476
Rv3421c,3839059,3839694,-,635
Rv3422c,3839691,3840197,-,506
Rv3423c,3840194,3841420,-,1226
Rv3424c,3841714,3842076,-,362
Rv3425,3842239,3842769,+,530
Rv3426,3843036,3843734,+,698
Rv3427c,3843885,3844640,-,755
Rv3428c,3844738,3845970,-,1232
Rv3429,3847165,3847701,+,536
Rv3430c,3847642,3848805,-,1163
Rv3431c,3849294,3850139,-,845
Rv3432c,3850372,3851754,-,1382
Rv3433c,3851792,3853213,-,1421
Rv3434c,3853215,3853928,-,713
Rv3435c,3853939,3854793,-,854
Rv3436c,3855015,3856889,-,1874
Rv3437,3856911,3857387,+,476
Rv3438,3857397,3858239,+,842
Rv3439c,3858259,3859662,-,1403
Rv3440c,3859665,3859976,-,311
Rv3441c,3860024,3861370,-,1346
Rv3442c,3861495,3861950,-,455
Rv3443c,3861947,3862390,-,443
Rv3444c,3862624,3862926,-,302
Rv3445c,3862947,3863324,-,377
Rv3446c,3863317,3864531,-,1214
Rv3447c,3864528,3868238,-,3710
Rv3448,3868352,3869755,+,1403
Rv3449,3869752,3871119,+,1367
Rv3450c,3871084,3872496,-,1412
Rv3451,3872617,3873405,+,788
Rv3452,3873452,3874132,+,680
Rv3453,3874404,3874736,+,332
Rv3454,3874822,3876090,+,1268
Rv3455c,3876052,3876945,-,893
Rv3456c,3876890,3877432,-,542
Rv3457c,3877464,3878507,-,1043
Rv3458c,3878659,3879264,-,605
Rv3459c,3879273,3879692,-,419
Rv3460c,3879696,3880070,-,374
Rv3461c,3880286,3880399,-,113
Rv3462c,3880432,3880653,-,221
Rv3463,3880907,3881764,+,857
Rv3464,3881837,3882832,+,995
Rv3465,3882834,3883442,+,608
Rv3466,3883525,3884193,+,668
Rv3467,3883964,3884917,+,953
Rv3468c,3884975,3886069,-,1094
Rv3469c,3886073,3887083,-,1010
Rv3470c,3887144,3888802,-,1658
Rv3471c,3888808,3889341,-,533
Rv3472,3889362,3889868,+,506
Rv3473c,3889948,3890733,-,785
Rv3474,3890830,3891156,+,326
Rv3475,3891051,3892091,+,1040
Rv3476c,3892371,3893720,-,1349
Rv3477,3894093,3894389,+,296
Rv3478,3894426,3895607,+,1181
Rv3479,3895820,3898885,+,3065
Rv3480c,3898909,3900402,-,1493
Rv3481c,3900493,3901182,-,689
Rv3482c,3901324,3902106,-,782
Rv3483c,3902150,3902812,-,662
Rv3484,3903078,3904616,+,1538
Rv3485c,3904622,3905566,-,944
Rv3486,3905772,3906221,+,449
Rv3487c,3906174,3907007,-,833
Rv3488,3907667,3907990,+,323
Rv3489,3908072,3908236,+,164
Rv3490,3908236,3909738,+,1502
Rv3491,3909890,3910468,+,578
Rv3492c,3910483,3910518,-,35
Rv3493c,3910947,3911675,-,728
Rv3494c,3911675,3913369,-,1694
Rv3495c,3913380,3914534,-,1154
Rv3496c,3914531,3915886,-,1355
Rv3497c,3915883,3916956,-,1073
Rv3498c,3916946,3917998,-,1052
Rv3499c,3917998,3919200,-,1202
Rv3500c,3919220,3920062,-,842
Rv3501c,3920097,3920861,-,764
Rv3502c,3921087,3922040,-,953
Rv3503c,3922065,3922256,-,191
Rv3504,3922471,3923673,+,1202
Rv3505,3923698,3924819,+,1121
Rv3506,3924890,3926398,+,1508
Rv3507,3926569,3930714,+,4145
Rv3508,3931005,3936710,+,5705
Rv3509c,3936877,3938424,-,1547
Rv3510c,3938421,3939257,-,836
Rv3511,3939617,3941761,+,2144
Rv3512,3941724,3944963,+,3239
Rv3513c,3945092,3945748,-,656
Rv3514,3945794,3950263,+,4469
Rv3515c,3950824,3952470,-,1646
Rv3516,3952544,3953335,+,791
Rv3517,3953431,3954270,+,839
Rv3518c,3954325,3955521,-,1196
Rv3519,3955550,3956260,+,710
Rv3520c,3956325,3957368,-,1043
Rv3521,3957521,3958432,+,911
Rv3522,3958448,3959512,+,1064
Rv3523,3959529,3960713,+,1184
Rv3524,3960755,3961786,+,1031
Rv3525c,3961800,3962324,-,524
Rv3526,3962439,3963599,+,1160
Rv3527,3963605,3964054,+,449
Rv3528c,3964479,3965192,-,713
Rv3529c,3965884,3967038,-,1154
Rv3530c,3967038,3967820,-,782
Rv3531c,3967817,3968944,-,1127
Rv3532,3969343,3970563,+,1220
Rv3533c,3970705,3972453,-,1748
Rv3534c,3972552,3973592,-,1040
Rv3535c,3973589,3974500,-,911
Rv3536c,3974511,3975296,-,785
Rv3537,3975369,3977060,+,1691
Rv3538,3977062,3977922,+,860
Rv3539,3978059,3979498,+,1439
Rv3540c,3979499,3980659,-,1160
Rv3541c,3980659,3981048,-,389
Rv3542c,3981045,3981980,-,935
Rv3543c,3981977,3983140,-,1163
Rv3544c,3983125,3984144,-,1019
Rv3545c,3984144,3985445,-,1301
Rv3546,3985557,3986732,+,1175
Rv3547,3986844,3987299,+,455
Rv3548c,3987382,3988296,-,914
Rv3549c,3988319,3989098,-,779
Rv3550,3989153,3989896,+,743
Rv3551,3989896,3990774,+,878
Rv3552,3990771,3991523,+,752
Rv3553,3991621,3992688,+,1067
Rv3554,3992685,3994742,+,2057
Rv3555c,3994830,3995699,-,869
Rv3556c,3995804,3996964,-,1160
Rv3557c,3997029,3997631,-,602
Rv3558,3997980,3999638,+,1658
Rv3559c,3999647,4000435,-,788
Rv3560c,4000432,4001589,-,1157
Rv3561,4001637,4003160,+,1523
Rv3562,4003161,4004294,+,1133
Rv3563,4004291,4005250,+,959
Rv3564,4005247,4006203,+,956
Rv3565,4006200,4007366,+,1166
Rv3566A,4008167,4008433,-,266
Rv3566c,4007331,4008182,-,851
Rv3567c,4008719,4009282,-,563
Rv3568c,4009297,4010199,-,902
Rv3569c,4010196,4011071,-,875
Rv3570c,4011086,4012270,-,1184
Rv3571,4012417,4013493,+,1076
Rv3572,4013511,4014041,+,530
Rv3573c,4014077,4016212,-,2135
Rv3574,4016484,4017083,+,599
Rv3575c,4017089,4018168,-,1079
Rv3576,4018358,4019071,+,713
Rv3577,4019262,4020128,+,866
Rv3578,4020142,4021383,+,1241
Rv3579c,4021425,4022393,-,968
Rv3580c,4022394,4023803,-,1409
Rv3581c,4023868,4024347,-,479
Rv3582c,4024344,4025039,-,695
Rv3583c,4025056,4025544,-,488
Rv3584,4025830,4026378,+,548
Rv3585,4026444,4027886,+,1442
Rv3586,4027891,4028967,+,1076
Rv3587c,4028968,4029762,-,794
Rv3588c,4029871,4030494,-,623
Rv3589,4030493,4031407,+,914
Rv3590c,4031404,4033158,-,1754
Rv3591c,4033269,4034042,-,773
Rv3592,4034057,4034374,+,317
Rv3593,4034352,4035710,+,1358
Rv3594,4035857,4036684,+,827
Rv3595c,4036731,4038050,-,1319
Rv3596c,4038158,4040704,-,2546
Rv3597c,4040981,4041319,-,338
Rv3598c,4041423,4042940,-,1517
Rv3599c,4042952,4043035,-,83
Rv3600c,4043041,4043859,-,818
Rv3601c,4043862,4044281,-,419
Rv3602c,4044281,4045210,-,929
Rv3603c,4045207,4046118,-,911
Rv3604c,4046303,4047496,-,1193
Rv3605c,4047705,4048181,-,476
Rv3606c,4048181,4048747,-,566
Rv3607c,4048744,4049145,-,401
Rv3608c,4049138,4049980,-,842
Rv3609c,4049977,4050585,-,608
Rv3610c,4050601,4052883,-,2282
Rv3611,4052950,4053603,+,653
Rv3612c,4053518,4053847,-,329
Rv3613c,4053881,4054042,-,161
Rv3614c,4054142,4054696,-,554
Rv3615c,4054812,4055123,-,311
Rv3616c,4055197,4056375,-,1178
Rv3617,4057733,4058701,+,968
Rv3618,4058698,4059885,+,1187
Rv3619c,4059984,4060268,-,284
Rv3620c,4060295,4060591,-,296
Rv3621c,4060648,4061889,-,1241
Rv3622c,4061899,4062198,-,299
Rv3623,4062527,4063249,+,722
Rv3624c,4063254,4063904,-,650
Rv3625c,4063901,4064872,-,971
Rv3626c,4064851,4065903,-,1052
Rv3627c,4065900,4067285,-,1385
Rv3628,4067423,4067911,+,488
Rv3629c,4067957,4069054,-,1097
Rv3630,4069175,4070470,+,1295
Rv3631,4070514,4071239,+,725
Rv3632,4071236,4071580,+,344
Rv3633,4071791,4072666,+,875
Rv3634c,4072667,4073611,-,944
Rv3635,4073634,4075409,+,1775
Rv3636,4075752,4076099,+,347
Rv3637,4076484,4076984,+,500
Rv3638,4076984,4077730,+,746
Rv3639c,4077884,4078450,-,566
Rv3640c,4078520,4079749,-,1229
Rv3641c,4079925,4080560,-,635
Rv3642c,4080571,4080765,-,194
Rv3643,4081160,4081351,+,191
Rv3644c,4081516,4082721,-,1205
Rv3645,4082807,4084456,+,1649
Rv3646c,4084453,4087257,-,2804
Rv3647c,4087610,4088188,-,578
Rv3648c,4088328,4088531,-,203
Rv3649,4088781,4091096,+,2315
Rv3650,4091233,4091517,+,284
Rv3651,4091841,4092878,+,1037
Rv3652,4093632,4093946,+,314
Rv3653,4093940,4094527,+,587
Rv3654c,4094660,4094914,-,254
Rv3655c,4094923,4095300,-,377
Rv3656c,4095324,4095530,-,206
Rv3657c,4095540,4096115,-,575
Rv3658c,4096139,4096939,-,800
Rv3659c,4096936,4097994,-,1058
Rv3660c,4098096,4099148,-,1052
Rv3661,4099647,4100510,+,863
Rv3662c,4101265,4102035,-,770
Rv3663c,4102032,4103678,-,1646
Rv3664c,4103675,4104475,-,800
Rv3665c,4104531,4105457,-,926
Rv3666c,4105459,4107084,-,1625
Rv3667,4107792,4109747,+,1955
Rv3668c,4109783,4110481,-,698
Rv3669,4110827,4111345,+,518
Rv3670,4111346,4112329,+,983
Rv3671c,4112322,4113515,-,1193
Rv3672c,4113521,4114342,-,821
Rv3673c,4114474,4115157,-,683
Rv3674c,4115157,4115894,-,737
Rv3675,4116002,4116379,+,377
Rv3676,4116478,4117152,+,674
Rv3677c,4117258,4118052,-,794
Rv3678A,4118530,4118691,-,161
Rv3678c,4118059,4118514,-,455
Rv3679,4118776,4119798,+,1022
Rv3680,4119795,4120955,+,1160
Rv3681c,4121198,4121554,-,356
Rv3682,4121916,4124348,+,2432
Rv3683,4124417,4125376,+,959
Rv3684,4125439,4126479,+,1040
Rv3685c,4127295,4128725,-,1430
Rv3686c,4128751,4129083,-,332
Rv3687c,4129323,4129691,-,368
Rv3688c,4129893,4130357,-,464
Rv3689,4130357,4131712,+,1355
Rv3690,4131739,4132392,+,653
Rv3691,4132518,4133519,+,1001
Rv3692,4133516,4134592,+,1076
Rv3693,4134726,4136048,+,1322
Rv3694c,4136122,4137114,-,992
Rv3695,4137206,4138138,+,932
Rv3696c,4138202,4139755,-,1553
Rv3697c,4139805,4140242,-,437
Rv3698,4140493,4142022,+,1529
Rv3699,4142044,4142745,+,701
Rv3700c,4142748,4143920,-,1172
Rv3701c,4143951,4144916,-,965
Rv3702c,4144913,4145614,-,701
Rv3703c,4145614,4146891,-,1277
Rv3704c,4146888,4148186,-,1298
Rv3705A,4149091,4149480,-,389
Rv3705c,4148318,4148962,-,644
Rv3706c,4149591,4149911,-,320
Rv3707c,4150030,4151040,-,1010
Rv3708c,4151180,4152217,-,1037
Rv3709c,4152218,4153483,-,1265
Rv3710,4153860,4155674,+,1814
Rv3711c,4155740,4156729,-,989
Rv3712,4156981,4158222,+,1241
Rv3713,4158227,4158922,+,695
Rv3714c,4158931,4159821,-,890
Rv3715c,4159889,4160500,-,611
Rv3716c,4160512,4160913,-,401
Rv3717,4161048,4161773,+,725
